country,country_code,year,gdp_per_capita_constant_2015_usd,log_gdp_pc,population,co2_pc_tonnes
Bangladesh,BGD,2024,1941.27874360025,7.571102181101636,173562364.0,0.6240862218262941
Kiribati,KIR,2024,2041.87601786956,7.621624280852699,134518.0,0.5386342348235924
West Bank and Gaza,PSE,2024,2072.09019517685,7.636313132922707,5289152.0,0.903745250656438
Ghana,GHA,2024,2167.72691406678,7.6814343924793205,34427414.0,0.6106143784136676
Cambodia,KHM,2024,2182.71843902341,7.688326369314091,17638801.0,1.240599630326347
Ukraine,UKR,2024,2219.04248046875,7.704831066719044,37860221.0,3.763788383591316
Nicaragua,NIC,2024,2290.47162505995,7.736513025151374,6916140.0,0.8140879160919241
Nigeria,NGA,2024,2324.64881202751,7.7513242580221515,232679478.0,0.5837386312169739
Cote d'Ivoire,CIV,2024,2395.67689089222,7.781421096590956,31934230.0,0.4643476608015913
India,IND,2024,2396.94999213544,7.7819523715281615,1450935791.0,2.2009782374994153
Papua New Guinea,PNG,2024,2564.73748186493,7.8496114061156455,10576502.0,0.789055020270407
Honduras,HND,2024,2573.37159995648,7.852972224689558,10825703.0,1.1874371576608005
Vanuatu,VUT,2024,2697.09183254533,7.89992937244708,327777.0,0.6012593928188982
Lao PDR,LAO,2024,2721.07810663082,7.908783443491005,7769819.0,3.140346769982673
Angola,AGO,2024,2845.47779302975,7.953486273770852,37885849.0,0.5894967273928585
"Micronesia, Fed. Sts.",FSM,2024,2930.27926555574,7.982853009945529,113160.0,1.3310887239307176
Bolivia,BOL,2024,3045.61476602385,8.021458053370118,12413315.0,2.312731450059875
Djibouti,DJI,2024,3290.42482052598,8.098771960203464,1168722.0,0.4826502795361087
Morocco,MAR,2024,3516.15405273438,8.1651230726161,38081173.0,1.8135561107847178
Moldova,MDA,2024,3851.51202518347,8.25622108399598,2402306.0,2.217387376961969
Eswatini,SWZ,2024,3864.20550510839,8.259511378470021,1242822.0,0.8405419279671587
Uzbekistan,UZB,2024,3890.41593075015,8.266271353968646,36361859.0,3.829127108160229
Philippines,PHL,2024,3925.3048697218,8.275199301014526,115843670.0,1.5096034163972878
Tunisia,TUN,2024,4006.20588267443,8.2955999084834,12277109.0,2.660536450397239
Jordan,JOR,2024,4016.83429143296,8.298249381686883,11552876.0,2.009814525837549
Viet Nam,VNM,2024,4017.74604111554,8.298476338080063,100987686.0,3.6730352451089927
Namibia,NAM,2024,4034.35053463284,8.302600609789284,3030131.0,1.14487195438085
"Egypt, Arab Rep.",EGY,2024,4137.60929232898,8.327873434400853,116538258.0,2.2170218126994827
Iraq,IRQ,2024,4180.29619477317,8.338137383001932,46042015.0,5.074397808175859
Sri Lanka,LKA,2024,4186.4986638365,8.339620022484397,21916000.0,0.9502438401168096
Indonesia,IDN,2024,4367.86266621191,8.382029076044914,283487931.0,2.865096221680069
Cabo Verde,CPV,2024,4448.96609078891,8.400427009016806,524877.0,1.1312859965287105
Guatemala,GTM,2024,4563.09590652717,8.425756599011839,18406359.0,1.0800848771883673
El Salvador,SLV,2024,4585.22599757795,8.430594674114415,6338193.0,1.4155913207439408
Mongolia,MNG,2024,4626.79609644243,8.439619919736796,3524788.0,12.67988032188035
Algeria,DZA,2024,4765.72900168387,8.469205795295908,46814308.0,4.2338162939415875
Samoa,WSM,2024,4880.54418032056,8.493012004990922,218019.0,1.1264476949256716
Equatorial Guinea,GNQ,2024,5041.94038551173,8.52554628409838,1892516.0,3.7042497923399327
Armenia,ARM,2024,5378.31799981682,8.59013096483468,3033500.0,2.4495516729850006
South Africa,ZAF,2024,5715.47531469148,8.650932742445304,64007187.0,6.871579905550294
Marshall Islands,MHL,2024,5811.03355673487,8.667513726750373,37548.0,4.1142004900394165
"Iran, Islamic Rep.",IRN,2024,5834.44296939863,8.671534076478812,91567738.0,8.656227808095467
Azerbaijan,AZE,2024,5871.14373251952,8.677804737542662,10202830.0,3.903832564102313
Fiji,FJI,2024,5935.20896505673,8.688657515363582,928784.0,1.5561379179658563
Ecuador,ECU,2024,5999.39391066593,8.699413728218833,18135478.0,2.5353369787110105
Jamaica,JAM,2024,6096.4327030963,8.715459076326468,2839175.0,2.9592268880924917
Belize,BLZ,2024,6290.49294452749,8.746794716182972,417072.0,1.9086081060344497
Albania,ALB,2024,6549.23387415397,8.787103356010247,2377128.0,1.8696713008302455
Thailand,THA,2024,6574.46109387985,8.790947890778815,71668011.0,3.7361187545723853
Gabon,GAB,2024,6618.98685865885,8.797697594720193,2538952.0,2.126386792660909
North Macedonia,MKD,2024,6628.84686594032,8.79918614134707,1824359.0,3.6284722469645505
Paraguay,PRY,2024,6640.83816613117,8.800993464343195,6929153.0,1.1454095471697623
Peru,PER,2024,6711.19403272527,8.811532162380013,34217848.0,2.0529242516946127
Bosnia and Herzegovina,BIH,2024,6730.26828824205,8.81437028636754,3164253.0,6.139184192920099
Belarus,BLR,2024,6792.13183495565,8.823520138131965,9132629.0,6.111976737476142
Georgia,GEO,2024,6808.07398025981,8.825864536859827,3699557.0,3.1853159716149797
Colombia,COL,2024,6863.59563194342,8.833986728002298,52886363.0,1.752046817815776
Botswana,BWA,2024,6937.33180990267,8.844672514143175,2521139.0,2.9596142854479663
Suriname,SUR,2024,7246.2576795921,8.888240432455637,634431.0,4.709366345591562
Cuba,CUB,2024,7381.39774048869,8.906718295391586,10979783.0,2.2259305124700552
Libya,LBY,2024,7696.0807819319,8.948466488903227,7381023.0,8.841602309056617
Turkmenistan,TKM,2024,8231.49544263659,9.015722983438721,7494498.0,10.808669239754284
Montenegro,MNE,2024,8540.00828913129,9.052517257406418,623525.0,3.8110067759913395
Nauru,NRU,2024,8570.95582950675,9.056134537403716,11947.0,5.1385285008788815
Serbia,SRB,2024,8580.26105823259,9.05721961838657,6586476.0,6.379654309831236
Dominican Republic,DOM,2024,9168.45418897141,9.123523978409294,11427557.0,2.8992039155875573
Dominica,DMA,2024,9172.71049624795,9.1239881045895,66205.0,2.5807416358281094
St. Vincent and the Grenadines,VCT,2024,9485.18771201686,9.15748667258097,100616.0,2.5409177466804485
Brazil,BRA,2024,9566.74408628371,9.166048205689753,211998573.0,2.2783717039453846
Bulgaria,BGR,2024,10126.8980075708,9.222950331944627,6441421.0,4.909137906061411
Grenada,GRD,2024,10196.0049872434,9.229751254633136,117207.0,3.2162840103406793
Mexico,MEX,2024,10316.4611902215,9.241496072304914,130861007.0,3.522727362169848
Russian Federation,RUS,2024,11043.259765625,9.309575544873338,143533851.0,12.404909278160453
Maldives,MDV,2024,11798.791369146,9.375752378864261,527799.0,4.369485353325793
St. Lucia,LCA,2024,11854.9517233237,9.380500926228347,179744.0,2.9870760637350897
Kazakhstan,KAZ,2024,11872.7842626298,9.382004023082937,20592571.0,13.937353912729012
Malaysia,MYS,2024,11883.79127749,9.382930673106989,35557673.0,8.162059423854874
Mauritius,MUS,2024,11934.770909957,9.38721134377991,1245779.0,3.7515610714259915
Romania,ROU,2024,12459.9112061891,9.430271666006991,19051804.0,3.598157948717087
Argentina,ARG,2024,12774.3506596628,9.455194584790855,45696159.0,3.7434056547290986
China,CHN,2024,13121.6769905565,9.482020873732049,1408975000.0,8.721969516847354
Chile,CHL,2024,14579.4001071307,9.587364859800584,19764771.0,3.9831245198843943
Costa Rica,CRI,2024,14866.5823676109,9.606871178983896,5129910.0,1.7077202134150502
Turkiye,TUR,2024,15395.0278894893,9.641799871950939,85518661.0,5.999095331953338
Trinidad and Tobago,TTO,2024,16312.4849555716,9.699686041800813,1368333.0,25.268907495470767
Latvia,LVA,2024,16374.773539624,9.70349723076654,1866124.0,3.462732915926273
Hungary,HUN,2024,16518.6369936397,9.71224453723285,9562065.0,4.18500522638154
Seychelles,SYC,2024,16586.4074964781,9.716338813410543,121354.0,5.3774164840054715
Panama,PAN,2024,17122.720655567,9.748161553866934,4515577.0,2.804609023387266
Oman,OMN,2024,17347.2911339051,9.761191642574696,5281538.0,15.651118291679431
Croatia,HRV,2024,17854.2091012685,9.789994563403026,3866200.0,4.77596865138896
Poland,POL,2024,18000.5034591285,9.798155006438733,36559233.0,7.46355428189645
Curacao,CUW,2024,18044.7751865648,9.800611458510215,155967.0,14.680207992716408
Antigua and Barbuda,ATG,2024,18350.185036972,9.817394937190567,93772.0,7.093162137951627
Uruguay,URY,2024,18958.6033293537,9.850013109032059,3386588.0,2.354366695919315
Lithuania,LTU,2024,19092.6451176955,9.857058467503354,2888278.0,4.342209787285019
Slovak Republic,SVK,2024,19776.1758069498,9.892233250132435,5422069.0,5.365287310065586
Estonia,EST,2024,20078.1397620993,9.907386928184476,1372341.0,6.052997760760627
Czechia,CZE,2024,20445.432830127,9.925514803038189,10905028.0,6.934691043434277
French Polynesia,PYF,2024,20846.6514059991,9.94494861029992,281807.0,3.2748192912170384
Greece,GRC,2024,21494.6856060599,9.975561002447975,10405134.0,5.128318385904497
Barbados,BRB,2024,21581.2171257633,9.97957863785945,282467.0,4.833028282949867
St. Kitts and Nevis,KNA,2024,21692.2406392872,9.984709901357247,46843.0,5.545268663407553
Portugal,PRT,2024,22647.3791895579,10.027799415146077,10694681.0,3.32303992984924
Kuwait,KWT,2024,23867.826500295,10.080286659480937,4897263.0,26.447150173474448
Saudi Arabia,SAU,2024,24963.3322139095,10.12516331573258,35300280.0,19.607025779965486
Bahrain,BHR,2024,25812.4504577306,10.158612230388446,1588670.0,24.551011852681803
Slovenia,SVN,2024,26134.627203987,10.171016426801438,2127400.0,5.9937924226755666
Spain,ESP,2024,29245.2192451729,10.283471394692004,48848840.0,4.510675790868319
Brunei Darussalam,BRN,2024,29563.8682753082,10.2943082283174,462721.0,26.04693324919336
Cyprus,CYP,2024,32617.216796875,10.392595550550665,1358282.0,5.373941493739886
Guyana,GUY,2024,33034.9576389333,10.405321602154501,831087.0,5.427025088829448
Aruba,ABW,2024,33373.9174591266,10.415529959494902,107995.0,8.524876151673688
"Bahamas, The",BHS,2024,33968.2032187918,10.433180166579163,401283.0,7.649661211663589
Italy,ITA,2024,34495.2545799636,10.44857704515195,58952704.0,5.121559140018412
Malta,MLT,2024,34670.0815997119,10.453632392287833,568847.0,3.0390702596656043
Sint Maarten (Dutch part),SXM,2024,34840.1808966872,10.458526623165566,43350.0,16.554671280276818
"Korea, Rep.",KOR,2024,37048.4264001496,10.519981157491612,51751065.0,11.278592430899732
Japan,JPN,2024,37152.5636003552,10.522788054504087,123975371.0,7.758535362640697
France,FRA,2024,39683.3953489029,10.588688126006776,68551653.0,3.8533807492577896
Andorra,AND,2024,41034.5266723078,10.622169105266149,81938.0,5.182735727013108
United Arab Emirates,ARE,2024,41605.4168670844,10.635985650923425,10986400.0,20.205716158159177
Israel,ISR,2024,41845.1660567523,10.641731562836501,9974400.0,5.277223291626564
New Zealand,NZL,2024,42408.2378731636,10.655097911809701,5287500.0,6.142682174940898
Germany,DEU,2024,44027.7631554469,10.69257569472132,83516593.0,6.85276002578314
Canada,CAN,2024,44413.3983847404,10.70129646832037,41288599.0,12.917369756237067
"Hong Kong SAR, China",HKG,2024,44712.7654725532,10.708014320872616,7524100.0,4.428957350380776
Belgium,BEL,2024,45045.6601021398,10.715431923260326,11858610.0,7.206257731724039
Finland,FIN,2024,45254.0358658917,10.72004713555729,5619911.0,5.29812660734307
Austria,AUT,2024,45958.8250071261,10.735501166081626,9177982.0,6.141617623569102
United Kingdom,GBR,2024,47960.9105761942,10.778141595120394,69226000.0,4.5200580706670905
Netherlands,NLD,2024,51178.5256968147,10.843075303062347,17993485.0,6.379238374333822
Sweden,SWE,2024,54209.9474264877,10.900619702441844,10569709.0,3.6043236384275104
Turks and Caicos Islands,TCA,2024,57179.29601876,10.953947154131399,46535.0,8.141012141398948
Faroe Islands,FRO,2024,59257.6449307094,10.989650079040338,54681.0,13.265814451089044
Iceland,ISL,2024,59307.1777759714,10.990485619414168,386506.0,9.839461741861705
Denmark,DNK,2024,60772.8624276041,11.014898626662925,5976992.0,4.746394507471317
Australia,AUS,2024,61480.670710531,11.026478107003093,27196812.0,14.219768846436855
Qatar,QAT,2024,62157.3751791848,11.03742475730286,2857822.0,44.02382653643229
"Macao SAR, China",MAC,2024,63377.2932129214,11.056860925058102,687000.0,1.5375953420669577
United States,USA,2024,66356.1706750101,11.102792037320047,340110988.0,14.419175425170327
Singapore,SGP,2024,67706.8336149739,11.122942393466182,6036860.0,8.931706218133268
Norway,NOR,2024,79667.5272314776,11.285617344255952,5572279.0,6.672853243708723
Switzerland,CHE,2024,90067.4645431168,11.408314274532755,9005582.0,3.561314304838932
Ireland,IRL,2024,94474.9879707069,11.45609040088989,5395790.0,6.173447076331732
Luxembourg,LUX,2024,104147.1739928,11.553560312310422,677012.0,10.39831347154851
Bermuda,BMU,2024,122117.603586776,11.712739823226661,64636.0,8.509205396373538
