"country","country_code","year","gdp_per_capita_constant_2015_usd","log_gdp_pc","population","co2_pc_tonnes"
"Peru","PER",2024,6711.19403272527,8.81153216238001,34217848,2.05292425169461
"Bosnia and Herzegovina","BIH",2024,6730.26828824205,8.81437028636754,3164253,6.1391841929201
"Belarus","BLR",2024,6792.13183495565,8.82352013813196,9132629,6.11197673747614
"Georgia","GEO",2024,6808.07398025981,8.82586453685983,3699557,3.18531597161498
"Colombia","COL",2024,6863.59563194342,8.8339867280023,52886363,1.75204681781578
"Botswana","BWA",2024,6937.33180990267,8.84467251414318,2521139,2.95961428544797
"Suriname","SUR",2024,7246.2576795921,8.88824043245564,634431,4.70936634559156
"Cuba","CUB",2024,7381.39774048869,8.90671829539159,10979783,2.22593051247006
"Libya","LBY",2024,7696.0807819319,8.94846648890323,7381023,8.84160230905662
"Turkmenistan","TKM",2024,8231.49544263659,9.01572298343872,7494498,10.8086692397543
"Montenegro","MNE",2024,8540.00828913129,9.05251725740642,623525,3.81100677599134
"Nauru","NRU",2024,8570.95582950675,9.05613453740372,11947,5.13852850087888
"Serbia","SRB",2024,8580.26105823259,9.05721961838657,6586476,6.37965430983124
"Dominican Republic","DOM",2024,9168.45418897141,9.12352397840929,11427557,2.89920391558756
"Dominica","DMA",2024,9172.71049624795,9.1239881045895,66205,2.58074163582811
"St. Vincent and the Grenadines","VCT",2024,9485.18771201686,9.15748667258097,100616,2.54091774668045
"Brazil","BRA",2024,9566.74408628371,9.16604820568975,211998573,2.27837170394538
"Bulgaria","BGR",2024,10126.8980075708,9.22295033194463,6441421,4.90913790606141
"Grenada","GRD",2024,10196.0049872434,9.22975125463314,117207,3.21628401034068
"Mexico","MEX",2024,10316.4611902215,9.24149607230491,130861007,3.52272736216985
"Russian Federation","RUS",2024,11043.259765625,9.30957554487334,143533851,12.4049092781605
"Maldives","MDV",2024,11798.791369146,9.37575237886426,527799,4.36948535332579
"St. Lucia","LCA",2024,11854.9517233237,9.38050092622835,179744,2.98707606373509
"Kazakhstan","KAZ",2024,11872.7842626298,9.38200402308294,20592571,13.937353912729
"Malaysia","MYS",2024,11883.79127749,9.38293067310699,35557673,8.16205942385487
"Mauritius","MUS",2024,11934.770909957,9.38721134377991,1245779,3.75156107142599
"Romania","ROU",2024,12459.9112061891,9.43027166600699,19051804,3.59815794871709
"Argentina","ARG",2024,12774.3506596628,9.45519458479085,45696159,3.7434056547291
"China","CHN",2024,13121.6769905565,9.48202087373205,1408975000,8.72196951684735
"Chile","CHL",2024,14579.4001071307,9.58736485980058,19764771,3.98312451988439
"Costa Rica","CRI",2024,14866.5823676109,9.6068711789839,5129910,1.70772021341505
"Turkiye","TUR",2024,15395.0278894893,9.64179987195094,85518661,5.99909533195334
"Trinidad and Tobago","TTO",2024,16312.4849555716,9.69968604180081,1368333,25.2689074954708
"Latvia","LVA",2024,16374.773539624,9.70349723076654,1866124,3.46273291592627
"Hungary","HUN",2024,16518.6369936397,9.71224453723285,9562065,4.18500522638154
"Seychelles","SYC",2024,16586.4074964781,9.71633881341054,121354,5.37741648400547
"Panama","PAN",2024,17122.720655567,9.74816155386693,4515577,2.80460902338727
"Oman","OMN",2024,17347.2911339051,9.7611916425747,5281538,15.6511182916794
"Croatia","HRV",2024,17854.2091012685,9.78999456340303,3866200,4.77596865138896
"Poland","POL",2024,18000.5034591285,9.79815500643873,36559233,7.46355428189645
"Curacao","CUW",2024,18044.7751865648,9.80061145851021,155967,14.6802079927164
"Antigua and Barbuda","ATG",2024,18350.185036972,9.81739493719057,93772,7.09316213795163
"Uruguay","URY",2024,18958.6033293537,9.85001310903206,3386588,2.35436669591931
"Lithuania","LTU",2024,19092.6451176955,9.85705846750335,2888278,4.34220978728502
"Slovak Republic","SVK",2024,19776.1758069498,9.89223325013243,5422069,5.36528731006559
"Estonia","EST",2024,20078.1397620993,9.90738692818448,1372341,6.05299776076063
"Czechia","CZE",2024,20445.432830127,9.92551480303819,10905028,6.93469104343428
"French Polynesia","PYF",2024,20846.6514059991,9.94494861029992,281807,3.27481929121704
"Greece","GRC",2024,21494.6856060599,9.97556100244798,10405134,5.1283183859045
"Barbados","BRB",2024,21581.2171257633,9.97957863785945,282467,4.83302828294987
"St. Kitts and Nevis","KNA",2024,21692.2406392872,9.98470990135725,46843,5.54526866340755
"Portugal","PRT",2024,22647.3791895579,10.0277994151461,10694681,3.32303992984924
"Kuwait","KWT",2024,23867.826500295,10.0802866594809,4897263,26.4471501734744
"Saudi Arabia","SAU",2024,24963.3322139095,10.1251633157326,35300280,19.6070257799655
"Bahrain","BHR",2024,25812.4504577306,10.1586122303884,1588670,24.5510118526818
"Slovenia","SVN",2024,26134.627203987,10.1710164268014,2127400,5.99379242267557
"Spain","ESP",2024,29245.2192451729,10.283471394692,48848840,4.51067579086832
"Brunei Darussalam","BRN",2024,29563.8682753082,10.2943082283174,462721,26.0469332491934
"Cyprus","CYP",2024,32617.216796875,10.3925955505507,1358282,5.37394149373989
"Guyana","GUY",2024,33034.9576389333,10.4053216021545,831087,5.42702508882945
"Aruba","ABW",2024,33373.9174591266,10.4155299594949,107995,8.52487615167369
"Bahamas, The","BHS",2024,33968.2032187918,10.4331801665792,401283,7.64966121166359
"Italy","ITA",2024,34495.2545799636,10.448577045152,58952704,5.12155914001841
"Malta","MLT",2024,34670.0815997119,10.4536323922878,568847,3.0390702596656
"Sint Maarten (Dutch part)","SXM",2024,34840.1808966872,10.4585266231656,43350,16.5546712802768
"Korea, Rep.","KOR",2024,37048.4264001496,10.5199811574916,51751065,11.2785924308997
"Japan","JPN",2024,37152.5636003552,10.5227880545041,123975371,7.7585353626407
"France","FRA",2024,39683.3953489029,10.5886881260068,68551653,3.85338074925779
"Andorra","AND",2024,41034.5266723078,10.6221691052661,81938,5.18273572701311
"United Arab Emirates","ARE",2024,41605.4168670844,10.6359856509234,10986400,20.2057161581592
"Israel","ISR",2024,41845.1660567523,10.6417315628365,9974400,5.27722329162656
"New Zealand","NZL",2024,42408.2378731636,10.6550979118097,5287500,6.1426821749409
"Germany","DEU",2024,44027.7631554469,10.6925756947213,83516593,6.85276002578314
"Canada","CAN",2024,44413.3983847404,10.7012964683204,41288599,12.9173697562371
"Hong Kong SAR, China","HKG",2024,44712.7654725532,10.7080143208726,7524100,4.42895735038078
"Belgium","BEL",2024,45045.6601021398,10.7154319232603,11858610,7.20625773172404
"Finland","FIN",2024,45254.0358658917,10.7200471355573,5619911,5.29812660734307
"Austria","AUT",2024,45958.8250071261,10.7355011660816,9177982,6.1416176235691
"United Kingdom","GBR",2024,47960.9105761942,10.7781415951204,69226000,4.52005807066709
"Netherlands","NLD",2024,51178.5256968147,10.8430753030623,17993485,6.37923837433382
"Sweden","SWE",2024,54209.9474264877,10.9006197024418,10569709,3.60432363842751
"Turks and Caicos Islands","TCA",2024,57179.29601876,10.9539471541314,46535,8.14101214139895
"Faroe Islands","FRO",2024,59257.6449307094,10.9896500790403,54681,13.265814451089
"Iceland","ISL",2024,59307.1777759714,10.9904856194142,386506,9.8394617418617
"Denmark","DNK",2024,60772.8624276041,11.0148986266629,5976992,4.74639450747132
"Australia","AUS",2024,61480.670710531,11.0264781070031,27196812,14.2197688464369
"Qatar","QAT",2024,62157.3751791848,11.0374247573029,2857822,44.0238265364323
"Macao SAR, China","MAC",2024,63377.2932129214,11.0568609250581,687000,1.53759534206696
"United States","USA",2024,66356.1706750101,11.10279203732,340110988,14.4191754251703
"Singapore","SGP",2024,67706.8336149739,11.1229423934662,6036860,8.93170621813327
"Norway","NOR",2024,79667.5272314776,11.285617344256,5572279,6.67285324370872
"Switzerland","CHE",2024,90067.4645431168,11.4083142745328,9005582,3.56131430483893
"Ireland","IRL",2024,94474.9879707069,11.4560904008899,5395790,6.17344707633173
"Luxembourg","LUX",2024,104147.1739928,11.5535603123104,677012,10.3983134715485
"Bermuda","BMU",2024,122117.603586776,11.7127398232267,64636,8.50920539637354
