id,year,treated,treat_year,rel_time,Y
46,2010,0,0,-999,9.280851318092983
46,2011,0,0,-999,9.2073270396371
46,2012,0,0,-999,10.098600888086873
46,2013,0,0,-999,10.631385869152085
46,2014,0,0,-999,10.118372743040394
46,2015,0,0,-999,11.03851094968417
46,2016,0,0,-999,10.819177554873725
46,2017,0,0,-999,12.050652337481567
47,2010,0,0,-999,10.18506331578451
47,2011,0,0,-999,11.114953665782824
47,2012,0,0,-999,11.05302525773062
47,2013,0,0,-999,10.804265622139324
47,2014,0,0,-999,10.822576222756075
47,2015,0,0,-999,10.874204958748034
47,2016,0,0,-999,10.846749776020847
47,2017,0,0,-999,11.51012693775443
48,2010,0,0,-999,7.681547895490992
48,2011,0,0,-999,7.728700756690244
48,2012,0,0,-999,7.924480107587033
48,2013,0,0,-999,8.436269123588156
48,2014,0,0,-999,7.403700144899124
48,2015,0,0,-999,8.692212894683275
48,2016,0,0,-999,9.297559592046124
48,2017,0,0,-999,9.265641663515412
49,2010,0,0,-999,11.564662057217014
49,2011,0,0,-999,11.99737672362369
49,2012,0,0,-999,12.460430081333673
49,2013,0,0,-999,12.475926322969853
49,2014,0,0,-999,12.211199310371113
49,2015,0,0,-999,12.658217680089857
49,2016,0,0,-999,13.185400099852744
49,2017,0,0,-999,13.879072196434375
50,2010,0,0,-999,9.121465036839657
50,2011,0,0,-999,10.071958435676892
50,2012,0,0,-999,10.252685772816882
50,2013,0,0,-999,10.049236379288509
50,2014,0,0,-999,11.423402170819577
50,2015,0,0,-999,10.713647948299208
50,2016,0,0,-999,11.633300416714778
50,2017,0,0,-999,11.113525574377416
51,2010,0,0,-999,8.87541747046899
51,2011,0,0,-999,9.501042944914866
51,2012,0,0,-999,10.024179657812576
51,2013,0,0,-999,9.52908657869617
51,2014,0,0,-999,10.594813161345577
51,2015,0,0,-999,10.78934475523726
51,2016,0,0,-999,11.56754620583685
51,2017,0,0,-999,10.791597594495379
52,2010,0,0,-999,9.597571106452817
52,2011,0,0,-999,9.377572051960755
52,2012,0,0,-999,10.190576955101209
52,2013,0,0,-999,9.491301371795032
52,2014,0,0,-999,11.03733078476017
52,2015,0,0,-999,10.620324850024605
52,2016,0,0,-999,9.998075376485097
52,2017,0,0,-999,11.555622179919162
53,2010,0,0,-999,11.855790322144243
53,2011,0,0,-999,12.324413293111174
53,2012,0,0,-999,12.435984863027643
53,2013,0,0,-999,12.732222066740176
53,2014,0,0,-999,12.46064674508629
53,2015,0,0,-999,12.60762068290989
53,2016,0,0,-999,13.754768392082156
53,2017,0,0,-999,14.356296912740397
54,2010,0,0,-999,12.072958487209034
54,2011,0,0,-999,12.46659795550851
54,2012,0,0,-999,12.44088058550671
54,2013,0,0,-999,11.59027765467659
54,2014,0,0,-999,11.888330887376855
54,2015,0,0,-999,12.368482735092211
54,2016,0,0,-999,12.893491928160635
54,2017,0,0,-999,12.296322623434301
55,2010,0,0,-999,9.604586278147623
55,2011,0,0,-999,9.4943623009002
55,2012,0,0,-999,10.108971720777678
55,2013,0,0,-999,9.294728126382093
55,2014,0,0,-999,9.577217969073738
55,2015,0,0,-999,10.066294010164945
55,2016,0,0,-999,10.490549116087486
55,2017,0,0,-999,10.361871135507497
56,2010,0,0,-999,10.055148701578265
56,2011,0,0,-999,10.54395397544083
56,2012,0,0,-999,11.478328940416782
56,2013,0,0,-999,10.90515470482379
56,2014,0,0,-999,11.733190373779335
56,2015,0,0,-999,11.133828504377194
56,2016,0,0,-999,11.173394198650994
56,2017,0,0,-999,11.934201821810033
57,2010,0,0,-999,12.008919325484234
57,2011,0,0,-999,13.4186767549803
57,2012,0,0,-999,13.003091713340304
57,2013,0,0,-999,12.31397782386603
57,2014,0,0,-999,12.896463414943485
57,2015,0,0,-999,12.358451224568704
57,2016,0,0,-999,13.887964262063788
57,2017,0,0,-999,13.303615468580713
58,2010,0,0,-999,10.306206164748136
58,2011,0,0,-999,9.674890082470009
58,2012,0,0,-999,10.151180464823842
58,2013,0,0,-999,11.446826080329675
58,2014,0,0,-999,10.768824599366685
58,2015,0,0,-999,9.883588715893405
58,2016,0,0,-999,10.67108783063073
58,2017,0,0,-999,11.536524700663827
59,2010,0,0,-999,9.600525120183088
59,2011,0,0,-999,10.496603416796711
59,2012,0,0,-999,10.393720326379821
59,2013,0,0,-999,9.241334006911735
59,2014,0,0,-999,10.72486102374299
59,2015,0,0,-999,10.719675947738441
59,2016,0,0,-999,11.693021484209886
59,2017,0,0,-999,10.418178979709095
