year,month,date,city,market,mom_index,yoy_index,ytd_average_index,source_url
2025,1,2025-01,昆明,new_house,99.7,91.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,西安,new_house,99.6,99.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,兰州,new_house,100.0,92.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,西宁,new_house,99.7,94.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,银川,new_house,99.8,95.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,乌鲁木齐,new_house,99.6,97.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,唐山,new_house,99.8,92.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,秦皇岛,new_house,99.7,92.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,包头,new_house,99.9,93.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,丹东,new_house,99.4,93.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,锦州,new_house,99.5,95.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,吉林,new_house,99.7,94.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,牡丹江,new_house,99.6,92.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,无锡,new_house,100.5,96.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,徐州,new_house,99.6,93.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,扬州,new_house,99.5,93.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,温州,new_house,99.9,90.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,金华,new_house,100.0,89.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,蚌埠,new_house,99.8,93.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,安庆,new_house,99.9,93.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,泉州,new_house,100.1,92.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,九江,new_house,99.6,92.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,赣州,new_house,100.2,94.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,烟台,new_house,99.6,94.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,济宁,new_house,99.8,94.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,洛阳,new_house,99.7,93.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,平顶山,new_house,100.1,98.8,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,宜昌,new_house,99.9,94.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,襄阳,new_house,99.8,93.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,岳阳,new_house,99.8,93.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,常德,new_house,99.7,92.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,韶关,new_house,99.7,94.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,湛江,new_house,99.9,93.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,惠州,new_house,100.2,93.8,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,桂林,new_house,99.8,96.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,北海,new_house,99.4,94.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,三亚,new_house,100.2,96.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,泸州,new_house,99.5,92.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,南充,new_house,99.7,97.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,遵义,new_house,100.1,96.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,大理,new_house,99.7,93.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,北京,second_hand,100.1,96.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,天津,second_hand,100.1,94.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,石家庄,second_hand,99.7,92.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,太原,second_hand,99.6,95.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,呼和浩特,second_hand,99.3,88.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,沈阳,second_hand,99.6,92.8,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,大连,second_hand,99.8,90.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,长春,second_hand,99.5,93.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,哈尔滨,second_hand,99.4,91.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,上海,second_hand,100.4,97.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,南京,second_hand,100.0,94.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,杭州,second_hand,99.6,95.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,宁波,second_hand,100.3,91.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,合肥,second_hand,99.6,91.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,福州,second_hand,99.5,90.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,厦门,second_hand,100.0,89.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,南昌,second_hand,99.4,89.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,济南,second_hand,99.9,90.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,青岛,second_hand,100.0,92.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,郑州,second_hand,99.3,92.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,武汉,second_hand,99.5,90.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,长沙,second_hand,99.7,91.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,广州,second_hand,99.8,90.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,深圳,second_hand,100.4,93.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,南宁,second_hand,99.7,90.8,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,海口,second_hand,99.7,92.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,重庆,second_hand,99.6,94.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,成都,second_hand,100.2,95.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,贵阳,second_hand,99.7,94.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,昆明,second_hand,99.2,93.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,西安,second_hand,99.7,93.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,兰州,second_hand,99.3,90.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,西宁,second_hand,99.6,92.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,银川,second_hand,99.7,94.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,乌鲁木齐,second_hand,99.7,94.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,唐山,second_hand,99.3,88.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,秦皇岛,second_hand,99.5,88.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,包头,second_hand,99.6,88.8,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,丹东,second_hand,99.8,89.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,锦州,second_hand,99.2,91.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,吉林,second_hand,99.4,94.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,牡丹江,second_hand,99.4,91.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,无锡,second_hand,100.2,93.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,徐州,second_hand,99.4,92.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,扬州,second_hand,98.8,91.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,温州,second_hand,99.8,88.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,金华,second_hand,99.9,88.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,蚌埠,second_hand,99.7,92.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,安庆,second_hand,99.3,91.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,泉州,second_hand,99.8,88.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,九江,second_hand,99.5,90.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,赣州,second_hand,99.8,94.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,烟台,second_hand,99.5,91.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,济宁,second_hand,99.5,94.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,洛阳,second_hand,99.6,92.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,平顶山,second_hand,99.8,94.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,宜昌,second_hand,99.7,92.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,襄阳,second_hand,99.2,89.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,岳阳,second_hand,99.8,93.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,常德,second_hand,99.3,90.6,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,韶关,second_hand,99.8,93.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,湛江,second_hand,99.5,92.2,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,惠州,second_hand,99.4,89.5,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,桂林,second_hand,99.5,94.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,北海,second_hand,99.7,94.7,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,三亚,second_hand,99.8,92.9,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,泸州,second_hand,99.7,92.0,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,南充,second_hand,99.9,93.1,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,遵义,second_hand,99.7,94.4,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,1,2025-01,大理,second_hand,99.8,92.3,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
2025,2,2025-02,北京,new_house,100.1,94.5,94.4,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,天津,new_house,99.7,97.2,97.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,石家庄,new_house,99.7,96.0,96.2,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,太原,new_house,100.1,101.2,101.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,呼和浩特,new_house,99.4,93.9,94.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,沈阳,new_house,100.2,97.2,96.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,大连,new_house,100.3,95.0,94.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,长春,new_house,99.5,95.8,95.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,哈尔滨,new_house,100.3,94.6,94.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,上海,new_house,100.2,105.6,105.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,南京,new_house,100.5,96.6,95.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,杭州,new_house,99.9,98.7,98.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,宁波,new_house,100.3,93.4,93.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,合肥,new_house,100.2,94.7,94.4,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,福州,new_house,99.9,92.9,92.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,厦门,new_house,100.2,92.9,92.5,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,南昌,new_house,100.3,95.0,94.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,济南,new_house,100.3,94.3,94.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,青岛,new_house,100.0,95.2,95.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,郑州,new_house,99.6,94.6,94.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,武汉,new_house,99.7,93.3,93.2,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,长沙,new_house,99.8,93.5,93.5,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,广州,new_house,99.8,92.2,91.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,深圳,new_house,100.4,95.6,95.2,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,南宁,new_house,100.1,93.8,93.4,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,海口,new_house,100.0,96.3,96.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,重庆,new_house,99.8,94.6,94.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,成都,new_house,100.3,97.0,96.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,贵阳,new_house,100.0,95.4,95.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,昆明,new_house,99.9,91.7,91.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,西安,new_house,99.5,98.3,98.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,兰州,new_house,99.8,92.7,92.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,西宁,new_house,99.9,94.6,94.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,银川,new_house,99.4,95.6,95.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,乌鲁木齐,new_house,99.9,96.8,96.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,唐山,new_house,99.5,92.3,92.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,秦皇岛,new_house,99.8,92.9,92.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,包头,new_house,99.6,93.6,93.5,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,丹东,new_house,99.6,93.8,93.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,锦州,new_house,99.7,95.2,95.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,吉林,new_house,99.6,94.3,94.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,牡丹江,new_house,99.8,92.8,92.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,无锡,new_house,99.2,95.4,96.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,徐州,new_house,99.6,93.9,93.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,扬州,new_house,99.9,93.6,93.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,温州,new_house,100.0,90.6,90.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,金华,new_house,99.9,90.4,90.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,蚌埠,new_house,99.7,93.9,93.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,安庆,new_house,99.8,94.0,93.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,泉州,new_house,100.2,92.1,92.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,九江,new_house,100.0,93.0,92.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,赣州,new_house,100.0,94.9,94.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,烟台,new_house,99.4,93.9,94.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,济宁,new_house,99.7,95.0,94.9,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,洛阳,new_house,99.9,94.2,94.0,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,平顶山,new_house,100.0,98.9,98.8,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,宜昌,new_house,100.1,95.5,95.2,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,襄阳,new_house,99.9,94.0,93.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,岳阳,new_house,99.6,93.6,93.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,常德,new_house,100.1,92.7,92.4,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,韶关,new_house,99.4,94.2,94.2,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,湛江,new_house,99.5,93.9,93.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,惠州,new_house,99.8,93.7,93.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,桂林,new_house,99.7,96.4,96.3,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,北海,new_house,99.7,94.1,94.4,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,三亚,new_house,99.9,96.8,96.7,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,泸州,new_house,99.6,92.7,92.5,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,南充,new_house,99.8,97.1,97.1,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
2025,2,2025-02,遵义,new_house,99.6,96.6,96.6,https://www.stats.gov.cn/xxgk/sjfb/zxfb2020/202503/t20250317_1959009.html
