country,country_code,year,gdp_growth_pct,gdp_per_capita_constant_2015_usd,life_expectancy,population,trade_pct_gdp
Aruba,ABW,2008,1.83575517191368,29870.6648077005,73.783,100917.0,139.110149824701
Aruba,ABW,2009,-11.6777413693852,26204.0597361984,73.974,101604.0,137.556575933708
Aruba,ABW,2010,-2.73345679250639,25429.2180974853,74.297,101838.0,135.464654677581
Aruba,ABW,2011,3.36923718421511,26093.0542083227,74.578,102591.0,154.437786862887
Aruba,ABW,2012,-1.04079988436683,25444.7336646687,74.841,104110.0,156.645197205944
Aruba,ABW,2013,6.43146080719245,26680.1411206342,75.072,105675.0,155.731904417046
Aruba,ABW,2014,1.42609864257801,26773.8226808518,75.261,106807.0,156.491052766236
Aruba,ABW,2015,3.61147995361162,27458.2201537506,75.405,107906.0,140.493001133496
Aruba,ABW,2016,1.23433537363427,27587.2498040483,75.54,108727.0,136.887263320827
Aruba,ABW,2017,3.49342985290626,28548.8904317739,75.62,108735.0,138.716620095236
Aruba,ABW,2018,3.21247111920076,29419.208623316,75.88,108908.0,138.824972245657
Aruba,ABW,2019,1.22511225158814,29699.1805366222,76.019,109203.0,137.9619293134
Aruba,ABW,2020,-23.8979898352395,22729.8897593533,75.406,108587.0,122.723738046404
Aruba,ABW,2021,14.7306159219273,26292.9179363154,73.655,107700.0,139.917797708768
Aruba,ABW,2022,10.6364309604414,29195.2670227422,76.226,107310.0,160.634546418015
Aruba,ABW,2023,7.70679839650956,31430.9353682253,76.353,107359.0,159.018596924652
Aruba,ABW,2024,6.81077669324542,33373.9174591266,76.5,107995.0,160.365278789947
Africa Eastern and Southern,AFE,1960,,1186.34962013724,44.169658253166,130075728.0,
Africa Eastern and Southern,AFE,1961,0.418937461020576,1160.4587892103,44.4688383362574,133534923.0,
Africa Eastern and Southern,AFE,1962,7.93703815148825,1219.35647267162,44.8778899276436,137171659.0,
Africa Eastern and Southern,AFE,1963,5.62376362970625,1253.44531666613,45.160582805883,140945536.0,
Africa Eastern and Southern,AFE,1964,4.64924100146679,1275.88680050332,45.5356954673738,144904094.0,
Africa Eastern and Southern,AFE,1965,5.13816803509262,1304.27565068941,45.7707229233552,149033472.0,
Africa Eastern and Southern,AFE,1966,4.82742095506853,1329.34959217147,45.7657253575752,153281203.0,
Africa Eastern and Southern,AFE,1967,5.33883947820595,1361.04623394821,46.4407454164319,157704381.0,
Africa Eastern and Southern,AFE,1968,4.15633428783231,1377.22580156668,46.7386317469603,162329396.0,
Africa Eastern and Southern,AFE,1969,5.12158717544075,1406.52784752005,46.977475702472,167088245.0,
Africa Eastern and Southern,AFE,1970,1.11251281717584,1381.68360137419,47.2480056807395,171984985.0,
Africa Eastern and Southern,AFE,1971,5.48226397553549,1415.95863100733,47.4640156591505,177022314.0,
Africa Eastern and Southern,AFE,1972,2.76376404320553,1414.3122617723,47.1667922827106,182126556.0,
Africa Eastern and Southern,AFE,1973,4.621172092349,1437.08015510413,47.7466079240168,187524135.0,
Africa Eastern and Southern,AFE,1974,5.47238614419541,1471.29527680693,47.7443277639797,193186642.0,
Africa Eastern and Southern,AFE,1975,1.37454746747537,1448.56924750889,47.9685480547675,198914573.0,
Africa Eastern and Southern,AFE,1976,2.34985603389734,1439.98124585974,48.568138198282,204802976.0,
Africa Eastern and Southern,AFE,1977,1.11027852130867,1415.34840678402,48.8607248856663,210680842.0,
Africa Eastern and Southern,AFE,1978,1.48086468187634,1394.00452517871,48.9839167133521,217074286.0,
Africa Eastern and Southern,AFE,1979,2.92796187333259,1390.61879610611,49.4169883847351,223974122.0,
Africa Eastern and Southern,AFE,1980,5.45218480068009,1423.11303808164,49.816713138052,230792729.0,
Africa Eastern and Southern,AFE,1981,3.92867241248305,1433.9740893773,50.0204932967522,238043099.0,
Africa Eastern and Southern,AFE,1982,0.308938009511749,1392.88662033812,50.2908293797205,245822010.0,
Africa Eastern and Southern,AFE,1983,0.0636059787264571,1350.78735716463,48.9040956565703,253644643.0,
Africa Eastern and Southern,AFE,1984,3.40563887072776,1355.04785614544,48.9979586702536,261458202.0,
Africa Eastern and Southern,AFE,1985,-0.0858651075100312,1313.72659606602,49.3929024640878,269450407.0,
Africa Eastern and Southern,AFE,1986,2.27125178255353,1304.01890447155,50.0097614989116,277621771.0,
Africa Eastern and Southern,AFE,1987,3.93855412464519,1315.3635170405,51.0689429320971,286067346.0,
Africa Eastern and Southern,AFE,1988,4.28639838629283,1332.47318051448,50.8766070614946,294498625.0,
Africa Eastern and Southern,AFE,1989,2.66604539363212,1329.8823454066,51.2658735140762,302939121.0,
Africa Eastern and Southern,AFE,1990,0.121363050873086,1293.87019984421,51.0963264543047,311748681.0,41.2542168308575
Africa Eastern and Southern,AFE,1991,-0.106034110343302,1257.43010635358,50.8732436063946,320442961.0,39.740226296266
Africa Eastern and Southern,AFE,1992,-2.3952835254757,1195.08923269785,50.7159460478921,329082707.0,40.4184909845949
Africa Eastern and Southern,AFE,1993,-0.839117754770186,1152.69117278499,51.0737619133776,338324002.0,42.8530549917629
Africa Eastern and Southern,AFE,1994,1.91965438780466,1143.98845464791,50.9665887956465,347441809.0,45.3680283314824
Africa Eastern and Southern,AFE,1995,4.35461769115784,1163.20953377772,51.4820566813357,356580375.0,47.4363094092782
Africa Eastern and Southern,AFE,1996,5.49911124792519,1195.1399532582,51.3531898360738,366138524.0,47.1984709343813
Africa Eastern and Southern,AFE,1997,3.85673898320249,1209.81741858685,51.5708865171429,375646235.0,45.061201269365
Africa Eastern and Southern,AFE,1998,1.7751720856126,1199.80274381732,51.3179554721368,385505757.0,46.6589395668028
Africa Eastern and Southern,AFE,1999,2.63418427787336,1199.52915014927,51.8070772449868,395750933.0,44.905776087831
Africa Eastern and Southern,AFE,2000,3.18137506041111,1205.98105360593,52.5573418626777,406156661.0,46.5571690776463
Africa Eastern and Southern,AFE,2001,3.50353308518427,1216.33535706379,52.8755360536287,416807868.0,47.9559637004703
Africa Eastern and Southern,AFE,2002,3.91711337379634,1231.4445675519,53.2067443343026,427820358.0,57.2943038862584
Africa Eastern and Southern,AFE,2003,3.00937249317595,1235.71164842373,53.6783047685822,439173286.0,54.865818834396
Africa Eastern and Southern,AFE,2004,5.63469800866547,1271.31275711155,54.1929278660434,450928044.0,55.9014690795976
Africa Eastern and Southern,AFE,2005,6.17365914390395,1314.3879382145,54.8076807136336,463076637.0,58.6583006346614
Africa Eastern and Southern,AFE,2006,6.63749738735714,1364.70525366925,55.6935152578453,475606210.0,59.2211968534177
Africa Eastern and Southern,AFE,2007,6.70003329209791,1417.47243247841,56.4843531784534,488580707.0,64.926552245923
Africa Eastern and Southern,AFE,2008,4.43752919445292,1440.59728407645,57.2401063228798,502070763.0,72.1139529810406
Africa Eastern and Southern,AFE,2009,0.919472850509038,1414.58775130051,58.0955271436463,516003448.0,60.8267897293719
Africa Eastern and Southern,AFE,2010,5.30790438645938,1449.48915951845,58.827279206282,530308387.0,61.1440016011495
Africa Eastern and Southern,AFE,2011,4.07747696614018,1468.63057193646,59.2000040300701,544737983.0,63.0683921534385
Africa Eastern and Southern,AFE,2012,1.89717291956102,1456.72281306529,60.2495123598467,559609961.0,61.0262151920067
Africa Eastern and Southern,AFE,2013,4.35668249727492,1478.97797685759,60.895739752772,575202699.0,61.4749476479476
Africa Eastern and Southern,AFE,2014,3.92038970191821,1495.95557383523,61.2514360156709,590968990.0,59.8998848247145
Africa Eastern and Southern,AFE,2015,2.93402965863687,1498.8752400759,61.713030523495,607123269.0,54.919335043677
Africa Eastern and Southern,AFE,2016,2.13011703002091,1490.9075460241,62.1679813169199,623369401.0,52.9532018565789
Africa Eastern and Southern,AFE,2017,2.67752389715308,1490.91109750422,62.5912750961501,640058741.0,51.8332071754235
Africa Eastern and Southern,AFE,2018,2.70519413363353,1489.94213724372,63.3306913582336,657801085.0,55.0220378948386
Africa Eastern and Southern,AFE,2019,2.03007686221603,1479.37238691603,63.8572612837043,675950189.0,53.528129184284
Africa Eastern and Southern,AFE,2020,-2.81757208724623,1399.39849841898,63.7664840026943,694446100.0,49.5217047765169
Africa Eastern and Southern,AFE,2021,4.57877206871177,1425.2090572764,62.9799991857494,713090928.0,54.5012645153596
Africa Eastern and Southern,AFE,2022,3.72271692296214,1440.43036630175,64.4871517904367,731821393.0,57.1527762711517
Africa Eastern and Southern,AFE,2023,1.9311603523693,1431.72178996886,65.1462279163724,750491370.0,56.1705277452305
Africa Eastern and Southern,AFE,2024,2.76383869054277,1435.35627774336,65.3499304660954,769280888.0,54.422178323254
Afghanistan,AFG,1960,,,32.799,9035043.0,
Afghanistan,AFG,1961,,,33.291,9214083.0,
Afghanistan,AFG,1962,,,33.757,9404406.0,
Afghanistan,AFG,1963,,,34.201,9604487.0,
Afghanistan,AFG,1964,,,34.673,9814318.0,
Afghanistan,AFG,1965,,,35.124,10036008.0,
Afghanistan,AFG,1966,,,35.583,10266395.0,
Afghanistan,AFG,1967,,,36.042,10505959.0,
Afghanistan,AFG,1968,,,36.51,10756922.0,
Afghanistan,AFG,1969,,,36.979,11017409.0,
Afghanistan,AFG,1970,,,37.46,11290128.0,
Afghanistan,AFG,1971,,,37.932,11567667.0,
Afghanistan,AFG,1972,,,38.423,11853696.0,
Afghanistan,AFG,1973,,,38.951,12157999.0,
Afghanistan,AFG,1974,,,39.469,12469127.0,
Afghanistan,AFG,1975,,,39.994,12773954.0,
Afghanistan,AFG,1976,,,40.518,13059851.0,
Afghanistan,AFG,1977,,,41.082,13340756.0,
Afghanistan,AFG,1978,,,40.086,13611441.0,
Afghanistan,AFG,1979,,,38.844,13655567.0,
Afghanistan,AFG,1980,,,39.258,13169311.0,
Afghanistan,AFG,1981,,,39.406,11937581.0,
Afghanistan,AFG,1982,,,36.058,10991378.0,
Afghanistan,AFG,1983,,,36.517,10917982.0,
Afghanistan,AFG,1984,,,31.473,11190221.0,
Afghanistan,AFG,1985,,,32.132,11426852.0,
Afghanistan,AFG,1986,,,38.4,11420074.0,
Afghanistan,AFG,1987,,,38.831,11387818.0,
Afghanistan,AFG,1988,,,43.238,11523298.0,
Afghanistan,AFG,1989,,,44.496,11874088.0,
Afghanistan,AFG,1990,,,45.118,12045660.0,
Afghanistan,AFG,1991,,,45.521,12238879.0,
Afghanistan,AFG,1992,,,46.569,13278974.0,
Afghanistan,AFG,1993,,,51.021,14943172.0,
Afghanistan,AFG,1994,,,50.969,16250794.0,
Afghanistan,AFG,1995,,,52.103,17065836.0,
Afghanistan,AFG,1996,,,52.83,17763266.0,
Afghanistan,AFG,1997,,,53.212,18452091.0,
Afghanistan,AFG,1998,,,52.487,19159996.0,
Afghanistan,AFG,1999,,,54.532,19887785.0,
Afghanistan,AFG,2000,,308.318269746638,55.005,20130327.0,
Afghanistan,AFG,2001,-9.4319740700862,277.118051443941,55.511,20284307.0,
Afghanistan,AFG,2002,28.6000011706788,338.139973643387,56.225,21378117.0,
Afghanistan,AFG,2003,8.83227780288267,346.071627096223,57.171,22733049.0,
Afghanistan,AFG,2004,1.41411799339429,338.637273888197,57.81,23560654.0,
Afghanistan,AFG,2005,11.2297148272859,363.640141436773,58.247,24404567.0,
Afghanistan,AFG,2006,5.35740324748592,367.75831169358,58.553,25424094.0,
Afghanistan,AFG,2007,13.8263195471281,410.757728879097,58.956,25909852.0,
Afghanistan,AFG,2008,3.92498381999467,417.647282647498,59.708,26482622.0,
Afghanistan,AFG,2009,21.3905283926492,488.830652491949,60.248,27466101.0,
Afghanistan,AFG,2010,14.3624414710737,542.871030476037,60.702,28284089.0,
Afghanistan,AFG,2011,0.426354776777345,525.42698276582,61.25,29347708.0,
Afghanistan,AFG,2012,12.7522870926697,568.929021458341,61.735,30560034.0,
Afghanistan,AFG,2013,5.60074465863221,580.603833333096,62.188,31622704.0,
Afghanistan,AFG,2014,2.72454336219565,575.146245808546,62.26,32792523.0,
Afghanistan,AFG,2015,1.45131466066431,565.569730408751,62.27,33831764.0,
Afghanistan,AFG,2016,2.26031420279821,563.872336723147,62.646,34700612.0,
Afghanistan,AFG,2017,2.6470032027451,562.769574140988,62.406,35688935.0,
Afghanistan,AFG,2018,1.18922812944517,553.125151688293,62.443,36743039.0,
Afghanistan,AFG,2019,3.91160341625552,557.861533207459,62.941,37856121.0,
Afghanistan,AFG,2020,-2.35110067203466,527.834554499306,61.454,39068979.0,46.7098945514103
Afghanistan,AFG,2021,-20.7388393676343,408.625855217403,60.417,40000412.0,51.4117163747271
Afghanistan,AFG,2022,-6.24017199240269,377.665627080705,65.617,40578842.0,72.8854696086536
Afghanistan,AFG,2023,2.26694373649188,378.06630312259,66.035,41454761.0,67.5846651516385
Afghanistan,AFG,2024,,,66.289,42647492.0,
Africa Western and Central,AFW,1960,,1130.41197333766,37.779636388716,97630925.0,33.0232600987629
Africa Western and Central,AFW,1961,1.86959316017396,1127.57255148148,38.0589725788266,99706674.0,
Africa Western and Central,AFW,1962,3.7260900517994,1144.92073165406,38.6817923842751,101854756.0,
Africa Western and Central,AFW,1963,7.03838826668665,1199.19753424103,38.9369177714205,104089175.0,
Africa Western and Central,AFW,1964,5.36408884111172,1236.21630762041,39.1945798827297,106388440.0,
Africa Western and Central,AFW,1965,4.10533915696456,1258.75809078585,39.4797844952672,108772632.0,
Africa Western and Central,AFW,1966,-1.51301102587755,1212.13962269012,39.7192652766948,111246953.0,
Africa Western and Central,AFW,1967,-8.96670301203729,1078.74250632773,39.5293590242118,113795019.0,
Africa Western and Central,AFW,1968,1.57430332261983,1070.79271815286,40.2588895462561,116444636.0,
Africa Western and Central,AFW,1969,15.0170241159219,1203.0895092651,40.5678141333761,119203521.0,
Africa Western and Central,AFW,1970,17.3093315334455,1378.00823208113,41.2779385070111,122086536.0,
Africa Western and Central,AFW,1971,10.407374862086,1485.09515419569,41.7301022111752,125072948.0,
Africa Western and Central,AFW,1972,3.16736906313275,1495.03594563311,42.3561322199373,128176494.0,
Africa Western and Central,AFW,1973,3.92210843504117,1514.98235077827,42.868104410377,131449942.0,
Africa Western and Central,AFW,1974,9.91590496752517,1622.4797325273,43.4371553343667,134911581.0,
Africa Western and Central,AFW,1975,-2.01383191958593,1547.83380090616,43.9670793793715,138569918.0,
Africa Western and Central,AFW,1976,8.42212205693677,1633.7761482914,44.7525700464106,142337272.0,
Africa Western and Central,AFW,1977,4.56126630242468,1662.4962826255,45.3622641589988,146258576.0,
Africa Western and Central,AFW,1978,-1.91530595482713,1585.72500740071,45.8762783649255,150402616.0,
Africa Western and Central,AFW,1979,5.03083922730157,1619.00742894776,46.3285066416568,154721711.0,
Africa Western and Central,AFW,1980,1.86850574363429,1603.20227771301,46.6962289703039,159166518.0,
Africa Western and Central,AFW,1981,-6.64079305023681,1454.73136493219,47.0752192986973,163762473.0,
Africa Western and Central,AFW,1982,-3.27063665913894,1366.89855912606,47.3739420165367,168585118.0,
Africa Western and Central,AFW,1983,-6.2895899443099,1246.39927531451,47.6195587760542,173255157.0,
Africa Western and Central,AFW,1984,0.483812645662198,1219.86148990566,47.7976455140063,177880746.0,
Africa Western and Central,AFW,1985,5.31996313461305,1250.10861230863,47.944482041976,182811038.0,
Africa Western and Central,AFW,1986,1.26624185274422,1231.72334792428,48.0381632354847,187889141.0,
Africa Western and Central,AFW,1987,1.41061105358675,1215.3635405529,48.1395668224393,193104347.0,
Africa Western and Central,AFW,1988,4.76138100878075,1238.71591768679,48.3715248375284,198485027.0,
Africa Western and Central,AFW,1989,1.72342532197777,1225.6253155422,48.4961546933903,204062274.0,
Africa Western and Central,AFW,1990,5.60085021409205,1260.2797881965,48.4594671848464,209566031.0,
Africa Western and Central,AFW,1991,1.11811895873286,1241.13077395916,48.5312288941282,215178709.0,
Africa Western and Central,AFW,1992,2.28916886356546,1235.03226371661,48.6887261162059,221191375.0,
Africa Western and Central,AFW,1993,-1.3255543728517,1186.18779815126,48.8550511026739,227246778.0,
Africa Western and Central,AFW,1994,-0.228792690878734,1152.47046558691,48.8597174160713,233360104.0,
Africa Western and Central,AFW,1995,1.85163689242765,1142.27810598906,49.0273009925381,239801875.0,
Africa Western and Central,AFW,1996,4.62182205216881,1162.99749529556,49.1117803041981,246415446.0,
Africa Western and Central,AFW,1997,4.38782099734694,1181.46219464652,49.2189700928863,253207584.0,
Africa Western and Central,AFW,1998,3.6155976305877,1190.83371158229,49.4525897449996,260297834.0,
Africa Western and Central,AFW,1999,1.51799464318927,1176.33411969087,49.8239128664926,267506298.0,
Africa Western and Central,AFW,2000,3.81216115039309,1188.0373057001,50.2981700134604,274968446.0,
Africa Western and Central,AFW,2001,5.24868324071915,1215.84949075792,50.6779957001276,282780717.0,
Africa Western and Central,AFW,2002,9.94330712251539,1299.69542056655,51.1082469203541,290841795.0,
Africa Western and Central,AFW,2003,5.62636064767845,1334.72594265973,51.5783635279193,299142845.0,
Africa Western and Central,AFW,2004,8.07147345054227,1402.22876764658,52.1063422570697,307725100.0,
Africa Western and Central,AFW,2005,5.79743371948868,1441.98859440003,52.5560300194313,316588476.0,
Africa Western and Central,AFW,2006,5.28717104206022,1475.92318265943,52.9789311865575,325663158.0,
Africa Western and Central,AFW,2007,5.44753043563995,1513.01942969263,53.4826715613815,334984176.0,
Africa Western and Central,AFW,2008,6.21081188431489,1562.21124621273,53.9164834232944,344586109.0,
Africa Western and Central,AFW,2009,6.14119135977269,1612.48837316067,53.8524858337372,354343844.0,
Africa Western and Central,AFW,2010,7.00073960255909,1677.95238312056,54.603593426599,364358270.0,
Africa Western and Central,AFW,2011,4.92204702375463,1711.53923110365,54.9641949401188,374790143.0,
Africa Western and Central,AFW,2012,5.12970299383294,1749.98138710355,55.2929453627,385360349.0,
Africa Western and Central,AFW,2013,6.04669213138413,1805.79842409374,55.5551097655387,396030207.0,
Africa Western and Central,AFW,2014,5.6915512073646,1857.17116320705,55.6956299417246,406992047.0,
Africa Western and Central,AFW,2015,2.93286367242145,1860.72768628324,56.0385189224052,418127845.0,
Africa Western and Central,AFW,2016,0.194316483405615,1815.17120349953,56.3925982370859,429454743.0,
Africa Western and Central,AFW,2017,2.29634886599959,1808.72220111739,56.6266215613676,440882906.0,
Africa Western and Central,AFW,2018,2.90466430784954,1814.69463581898,57.0371042874016,452195915.0,
Africa Western and Central,AFW,2019,3.28168276850104,1829.06806387649,57.149956341607,463365429.0,
Africa Western and Central,AFW,2020,-3.73062984236253,1719.26150438049,57.364735967395,474569351.0,
Africa Western and Central,AFW,2021,2.54969083217036,1721.90947456022,57.3627361321845,485920997.0,
Africa Western and Central,AFW,2022,4.47279468511532,1757.45658962159,57.9878499444678,497387180.0,
Africa Western and Central,AFW,2023,3.66242752919044,1778.86434703356,58.8557398136649,509398589.0,
Africa Western and Central,AFW,2024,4.5856736208091,1816.34604380299,59.0498110874559,521764076.0,
Angola,AGO,1960,,,37.933,5231654.0,
Angola,AGO,1961,,,36.902,5301583.0,
Angola,AGO,1962,,,37.168,5354310.0,
Angola,AGO,1963,,,37.419,5408320.0,
Angola,AGO,1964,,,37.704,5464187.0,
Angola,AGO,1965,,,37.968,5521981.0,
Angola,AGO,1966,,,38.258,5581386.0,
Angola,AGO,1967,,,38.616,5641807.0,
Angola,AGO,1968,,,38.968,5702699.0,
Angola,AGO,1969,,,39.329,5763685.0,
Angola,AGO,1970,,,39.688,5852788.0,
Angola,AGO,1971,,,40.076,5991102.0,
Angola,AGO,1972,,,40.469,6174262.0,
Angola,AGO,1973,,,40.871,6388528.0,
Angola,AGO,1974,,,41.26,6613367.0,
Angola,AGO,1975,,,40.817,6842947.0,
Angola,AGO,1976,,,40.812,7074664.0,
Angola,AGO,1977,,,41.215,7317829.0,
Angola,AGO,1978,,,41.573,7576734.0,
Angola,AGO,1979,,,41.913,7847207.0,
Angola,AGO,1980,,3186.7395967321,42.242,8133872.0,
Angola,AGO,1981,-4.40000121865036,2937.55129349615,42.556,8435607.0,
Angola,AGO,1982,0.0,2831.46994192125,42.857,8751648.0,
Angola,AGO,1983,4.20000142853753,2842.76539931284,41.972,9082983.0,
Angola,AGO,1984,6.00000216509056,2903.70027040203,42.245,9425917.0,
Angola,AGO,1985,3.49999949008608,2896.78303600758,42.495,9779120.0,
Angola,AGO,1986,2.90000174246853,2874.86018427609,42.739,10139450.0,
Angola,AGO,1987,4.08274863510731,2890.07547573739,40.786,10497858.0,
Angola,AGO,1988,6.12889047765088,2964.572344914,41.471,10861291.0,
Angola,AGO,1989,0.0416214618373516,2866.24611384236,41.698,11238562.0,
Angola,AGO,1990,-3.45009868500237,2675.05239370666,41.854,11626360.0,
Angola,AGO,1991,0.991359302044742,2612.33170523819,43.812,12023529.0,
Angola,AGO,1992,-5.83828073313154,2380.58274213388,42.267,12423712.0,
Angola,AGO,1993,-23.9834174420578,1752.72318662558,42.19,12827135.0,
Angola,AGO,1994,1.33936343648007,1719.54294465223,43.567,13249764.0,
Angola,AGO,1995,15.0000000288633,1912.51777523397,46.139,13699778.0,
Angola,AGO,1996,13.5443697551025,2099.35045384819,46.418,14170973.0,
Angola,AGO,1997,7.27427735460373,2176.87757986492,46.688,14660413.0,
Angola,AGO,1998,4.69114645093552,2203.98692701325,45.452,15159370.0,
Angola,AGO,1999,2.18148971840462,2179.06426975438,45.808,15667235.0,
Angola,AGO,2000,3.05462423430785,2172.46326720494,46.501,16194869.0,
Angola,AGO,2001,4.20599855619506,2189.17352158246,47.032,16747208.0,
Angola,AGO,2002,13.6656887608562,2404.97792071531,47.874,17327699.0,90.5708209731095
Angola,AGO,2003,3.48731240097521,2403.40415157038,50.218,17943712.0,90.6807161820483
Angola,AGO,2004,11.4198633904585,2583.32411461288,51.123,18600423.0,90.3860384733605
Angola,AGO,2005,14.1547775343954,2843.3966357968,52.13,19291161.0,95.3414592884703
Angola,AGO,2006,11.8418178757044,3065.05576243895,52.965,20015279.0,84.6246041171541
Angola,AGO,2007,13.0026889457975,3336.36332465208,54.2,20778561.0,97.2256306999958
Angola,AGO,2008,10.7866360496581,3559.19522512236,55.281,21578655.0,108.680408741993
Angola,AGO,2009,1.99558909788963,3494.80724466172,56.225,22414773.0,102.263183257986
Angola,AGO,2010,5.29366572819954,3540.79159568381,57.242,23294825.0,90.9940631355109
Angola,AGO,2011,3.59386960240222,3528.16824373399,58.093,24218352.0,89.0369443425845
Angola,AGO,2012,8.50312283866612,3682.35229322763,58.916,25177394.0,81.9394785486361
Angola,AGO,2013,4.88306129688392,3716.29718727282,59.705,26165620.0,77.3498013716078
Angola,AGO,2014,4.65572356315585,3746.81619978613,60.396,27160769.0,69.5801424481147
Angola,AGO,2015,0.763177710914789,3641.72893919944,61.042,28157798.0,54.9793808779835
Angola,AGO,2016,-1.70053036291208,3454.03317187119,61.619,29183070.0,47.0155661405313
Angola,AGO,2017,-0.149396225571834,3328.8982124109,62.122,30234839.0,45.6643423539921
Angola,AGO,2018,-0.59441122698307,3196.79006983557,62.622,31297155.0,58.916480075976
Angola,AGO,2019,-0.204680245744115,3083.97534427357,63.051,32375632.0,60.7148243336685
Angola,AGO,2020,-4.04244724639663,2864.16146036893,63.116,33451132.0,54.3442286847189
Angola,AGO,2021,2.10275251923413,2832.81777132286,62.958,34532429.0,61.5262136695806
Angola,AGO,2022,4.21600258475137,2860.90251922246,64.246,35635029.0,55.2547732713835
Angola,AGO,2023,1.26330814020108,2809.15727975557,64.617,36749906.0,53.033483632308
Angola,AGO,2024,4.42390664406875,2845.47779302975,64.805,37885849.0,50.8422305562091
Albania,ALB,1960,,,56.413,1608800.0,
Albania,ALB,1961,,,57.488,1659800.0,
Albania,ALB,1962,,,58.494,1711319.0,
Albania,ALB,1963,,,59.479,1762621.0,
Albania,ALB,1964,,,60.404,1814135.0,
Albania,ALB,1965,,,61.273,1864791.0,
Albania,ALB,1966,,,62.149,1914573.0,
Albania,ALB,1967,,,62.976,1965598.0,
Albania,ALB,1968,,,63.788,2022272.0,
Albania,ALB,1969,,,64.538,2081695.0,
Albania,ALB,1970,,,65.234,2135479.0,
Albania,ALB,1971,,,65.896,2187853.0,
Albania,ALB,1972,,,66.526,2243126.0,
Albania,ALB,1973,,,67.107,2296752.0,
Albania,ALB,1974,,,67.633,2350124.0,
Albania,ALB,1975,,,68.12,2404831.0,
Albania,ALB,1976,,,68.57,2458526.0,
Albania,ALB,1977,,,68.992,2513546.0,
Albania,ALB,1978,,,69.367,2566266.0,
Albania,ALB,1979,,,69.617,2617832.0,
Albania,ALB,1980,,1823.48926046182,69.903,2671997.0,47.4940925041872
Albania,ALB,1981,5.74563529228132,1890.02197487257,70.145,2726056.0,46.1004662837047
Albania,ALB,1982,2.94859680118944,1905.06352710108,70.425,2784278.0,44.8105616083383
