geo_fips,state,year,real_gdp_millions_2017_usd,current_gdp_millions_usd,personal_income_millions_usd,population,per_capita_personal_income_usd
02000,Alaska,2006,47546.2,44951.7,,,
02000,Alaska,2007,50126.7,49456.4,,,
02000,Alaska,2008,49926.6,55246.7,,,
02000,Alaska,2009,54951.9,50165.9,,,
02000,Alaska,2010,53652.0,53654.0,,,
02000,Alaska,2011,54045.5,56912.3,,,
02000,Alaska,2012,57087.4,58320.7,,,
02000,Alaska,2013,54627.6,57533.0,,,
02000,Alaska,2014,53303.3,56587.4,,,
02000,Alaska,2015,53681.1,51574.2,,,
02000,Alaska,2016,53463.9,51121.8,,,
02000,Alaska,2017,53550.9,53550.9,,,
02000,Alaska,2018,52479.6,54762.0,,,
02000,Alaska,2019,52377.5,54549.6,,,
02000,Alaska,2020,50901.3,51861.7,,,
02000,Alaska,2021,51764.0,59363.0,,,
02000,Alaska,2022,50509.1,65682.5,,,
02000,Alaska,2023,54183.8,68232.7,,,
02000,Alaska,2024,55945.7,71567.2,,,
02000,Alaska,2025,57488.0,75011.6,,,
02000,Alaska *,1997,,,17610.6,,
02000,Alaska *,1998,,,18434.2,,
02000,Alaska *,1999,,,19144.0,,
02000,Alaska *,2000,,,20447.2,,
02000,Alaska *,2001,,,21617.7,,
02000,Alaska *,2002,,,22872.8,,
02000,Alaska *,2003,,,23822.4,,
02000,Alaska *,2004,,,25032.8,,
02000,Alaska *,2005,,,26815.9,,
02000,Alaska *,2006,,,28174.5,,
02000,Alaska *,2007,,,30166.6,,
02000,Alaska *,2008,,,33330.5,,
02000,Alaska *,2009,,,33482.4,,
02000,Alaska *,2010,,,36107.1,717368.0,50333.0
02000,Alaska *,2011,,,38785.8,725865.0,53434.0
02000,Alaska *,2012,,,39401.3,733979.0,53682.0
02000,Alaska *,2013,,,38783.7,738076.0,52547.0
02000,Alaska *,2014,,,41283.2,738448.0,55905.0
02000,Alaska *,2015,,,41963.2,740846.0,56642.0
02000,Alaska *,2016,,,41557.3,743057.0,55928.0
02000,Alaska *,2017,,,42463.2,740542.0,57341.0
02000,Alaska *,2018,,,44112.0,736810.0,59869.0
02000,Alaska *,2019,,,44663.1,734350.0,60820.0
02000,Alaska *,2020,,,45149.9,733691.0,61538.0
02000,Alaska *,2021,,,48150.7,734287.0,65575.0
02000,Alaska *,2022,,,51872.6,734139.0,70658.0
02000,Alaska *,2023,,,54513.7,735435.0,74124.0
02000,Alaska *,2024,,,57386.6,736938.0,77872.0
02000,Alaska *,2025,,,59945.8,737264.0,81308.0
04000,Arizona,1997,180293.9,132694.8,111153.2,,
04000,Arizona,1998,197492.1,144393.2,121283.1,,
04000,Arizona,1999,214293.9,156442.1,127952.2,,
04000,Arizona,2000,224729.3,165735.6,139174.3,,
04000,Arizona,2001,230885.6,172899.6,142969.2,,
04000,Arizona,2002,238257.1,180844.5,150238.1,,
04000,Arizona,2003,253743.1,194318.0,161095.7,,
04000,Arizona,2004,264990.0,207246.3,176559.9,,
04000,Arizona,2005,283806.2,227997.8,194657.2,,
04000,Arizona,2006,296424.4,246061.1,212863.0,,
04000,Arizona,2007,306611.6,261152.8,221587.6,,
04000,Arizona,2008,302277.9,261005.8,220069.8,,
04000,Arizona,2009,277412.4,244862.2,213005.7,,
04000,Arizona,2010,282252.5,250527.0,219930.2,6419403.0,34260.0
04000,Arizona,2011,290411.3,261691.4,229900.2,6467309.0,35548.0
04000,Arizona,2012,297077.3,272703.3,242310.1,6525248.0,37134.0
04000,Arizona,2013,298859.9,278679.5,244602.8,6586188.0,37139.0
04000,Arizona,2014,301721.2,286676.0,258983.0,6661482.0,38878.0
04000,Arizona,2015,308582.8,298942.2,271452.9,6740940.0,40269.0
04000,Arizona,2016,319008.4,313787.1,284269.6,6825869.0,41646.0
04000,Arizona,2017,333099.0,333099.0,303567.5,6909670.0,43934.0
04000,Arizona,2018,346398.3,353671.0,322131.8,7005833.0,45981.0
04000,Arizona,2019,359576.7,375376.7,343799.3,7112685.0,48336.0
04000,Arizona,2020,366588.0,390503.2,376321.7,7221752.0,52109.0
04000,Arizona,2021,396457.5,438136.0,418126.4,7311346.0,57189.0
04000,Arizona,2022,413798.8,488722.2,447587.0,7402801.0,60462.0
04000,Arizona,2023,427644.0,530105.0,477882.6,7493355.0,63774.0
04000,Arizona,2024,446968.2,570088.6,508077.4,7584337.0,66990.0
04000,Arizona,2025,455745.2,598188.8,528693.5,7641687.0,69185.0
05000,Arkansas,1997,87180.3,59925.0,53918.7,,
05000,Arkansas,1998,89905.3,62852.0,56603.3,,
05000,Arkansas,1999,94756.9,67279.0,58883.7,,
05000,Arkansas,2000,95509.8,69176.3,62042.2,,
05000,Arkansas,2001,95528.7,71099.6,64434.4,,
05000,Arkansas,2002,98556.6,74453.1,66747.0,,
05000,Arkansas,2003,102948.0,79009.7,71325.9,,
05000,Arkansas,2004,108581.8,85928.6,76384.1,,
05000,Arkansas,2005,112451.1,91133.4,80047.4,,
05000,Arkansas,2006,114890.4,96073.7,84103.5,,
05000,Arkansas,2007,114026.7,98325.0,91303.4,,
05000,Arkansas,2008,113628.0,100206.7,91951.0,,
05000,Arkansas,2009,109833.1,97783.9,90956.7,,
05000,Arkansas,2010,113000.9,101699.3,95662.8,2928961.0,32661.0
05000,Arkansas,2011,115241.8,105697.6,102168.6,2943281.0,34712.0
05000,Arkansas,2012,116616.2,108836.0,109992.1,2952197.0,37258.0
05000,Arkansas,2013,119842.8,114021.1,107310.8,2957940.0,36279.0
05000,Arkansas,2014,121409.4,117388.7,115709.3,2965750.0,39015.0
05000,Arkansas,2015,121532.5,118573.6,118170.8,2974953.0,39722.0
05000,Arkansas,2016,123034.9,120987.4,121146.8,2985381.0,40580.0
05000,Arkansas,2017,123882.6,123882.6,125725.9,2994153.0,41990.0
05000,Arkansas,2018,126371.2,129213.8,131043.7,3000785.0,43670.0
05000,Arkansas,2019,127220.0,132625.8,133194.2,3009139.0,44263.0
05000,Arkansas,2020,128395.6,136145.9,142662.8,3019956.0,47240.0
05000,Arkansas,2021,137634.8,154261.8,159858.2,3035157.0,52669.0
05000,Arkansas,2022,138672.0,167863.5,168002.5,3056480.0,54966.0
05000,Arkansas,2023,141968.0,178114.8,175251.6,3080261.0,56895.0
05000,Arkansas,2024,147389.9,188339.6,187265.0,3103865.0,60333.0
05000,Arkansas,2025,150640.3,198422.0,192997.3,3120510.0,61848.0
06000,California,1997,1441226.4,1068048.6,900633.9,,
06000,California,1998,1538612.3,1143672.5,977258.9,,
06000,California,1999,1655438.5,1239773.5,1056162.6,,
06000,California,2000,1784320.6,1354791.3,1154241.0,,
06000,California,2001,1784567.7,1373270.8,1162120.1,,
06000,California,2002,1821509.5,1419321.8,1203907.6,,
06000,California,2003,1895287.6,1498578.0,1265672.4,,
06000,California,2004,1956745.5,1585081.4,1347157.3,,
06000,California,2005,2042141.0,1698858.4,1425095.3,,
06000,California,2006,2120435.4,1812161.6,1517442.8,,
06000,California,2007,2168940.4,1900220.4,1578149.1,,
06000,California,2008,2192331.8,1946241.5,1570829.3,,
06000,California,2009,2110679.4,1879809.5,1546619.7,,
06000,California,2010,2153852.8,1938603.3,1649528.6,37459064.0,44035.0
06000,California,2011,2192887.2,2014050.3,1727650.9,37782815.0,45726.0
06000,California,2012,2255437.3,2108873.1,1891845.4,38109801.0,49642.0
06000,California,2013,2340335.3,2223300.9,1876843.6,38434559.0,48832.0
06000,California,2014,2428675.7,2342218.8,2006161.7,38777595.0,51735.0
06000,California,2015,2545979.5,2487156.4,2132030.8,39075419.0,54562.0
06000,California,2016,2623711.7,2586485.2,2227243.5,39314089.0,56653.0
06000,California,2017,2740550.3,2740550.3,2342831.9,39480467.0,59342.0
06000,California,2018,2850970.3,2899530.9,2458962.7,39553950.0,62167.0
06000,California,2019,2969609.0,3068629.7,2581798.8,39565538.0,65254.0
06000,California,2020,2930654.6,3072927.6,2814023.8,39399745.0,71422.0
06000,California,2021,3151112.5,3418256.1,2992784.6,39148659.0,76447.0
06000,California,2022,3147211.4,3618289.7,3086324.5,39155495.0,78822.0
06000,California,2023,3204016.4,3827007.3,3238999.7,39260166.0,82501.0
06000,California,2024,3306928.6,4048108.1,3482070.6,39373226.0,88438.0
06000,California,2025,3388904.8,4250840.8,3649184.2,39305280.0,92842.0
08000,Colorado,1997,189445.6,136624.4,114390.9,,
08000,Colorado,1998,206449.1,149653.7,125652.6,,
08000,Colorado,1999,221040.8,162411.7,136789.4,,
08000,Colorado,2000,238739.3,179303.3,151217.5,,
08000,Colorado,2001,242650.1,185848.9,153090.5,,
08000,Colorado,2002,243701.9,189604.6,156210.5,,
08000,Colorado,2003,246017.4,195137.6,158925.1,,
08000,Colorado,2004,250069.3,203743.3,167946.0,,
08000,Colorado,2005,261992.9,220803.8,178283.5,,
08000,Colorado,2006,268190.8,232853.6,190889.3,,
08000,Colorado,2007,278733.8,248571.6,204882.0,,
08000,Colorado,2008,281803.3,257606.1,209928.1,,
08000,Colorado,2009,275659.1,249817.1,198572.1,,
08000,Colorado,2010,279385.6,256771.8,212351.1,5075413.0,41839.0
08000,Colorado,2011,283963.8,266114.1,226673.5,5146089.0,44048.0
08000,Colorado,2012,289339.5,274738.8,244493.3,5218208.0,46854.0
08000,Colorado,2013,301484.1,291265.3,252918.1,5294105.0,47774.0
08000,Colorado,2014,315399.0,309223.9,275463.5,5381502.0,51187.0
08000,Colorado,2015,330526.1,320895.9,281404.0,5475563.0,51393.0
08000,Colorado,2016,337685.2,330565.9,289136.5,5556974.0,52031.0
08000,Colorado,2017,350209.1,350209.1,312284.9,5630267.0,55465.0
08000,Colorado,2018,365204.5,373923.1,337678.6,5700591.0,59236.0
08000,Colorado,2019,383725.6,397843.6,355302.1,5757548.0,61711.0
08000,Colorado,2020,380544.0,396981.1,377360.4,5798494.0,65079.0
08000,Colorado,2021,406309.2,445781.3,426070.6,5829433.0,73090.0
08000,Colorado,2022,422576.1,499197.4,455836.7,5876385.0,77571.0
08000,Colorado,2023,440225.2,533268.6,481700.5,5941831.0,81069.0
08000,Colorado,2024,448838.5,557633.0,502660.3,5998884.0,83792.0
08000,Colorado,2025,458147.1,584323.9,524585.3,6017422.0,87178.0
09000,Connecticut,1997,205965.2,138467.0,120379.6,,
09000,Connecticut,1998,212255.0,145299.2,129466.9,,
09000,Connecticut,1999,218860.0,152093.7,136821.0,,
09000,Connecticut,2000,233874.2,165523.4,149629.7,,
09000,Connecticut,2001,236338.1,171124.4,154286.6,,
09000,Connecticut,2002,234307.3,172929.7,155344.8,,
09000,Connecticut,2003,236719.1,177814.8,159839.8,,
09000,Connecticut,2004,252680.8,194722.9,169251.3,,
09000,Connecticut,2005,258203.7,204504.6,178166.5,,
09000,Connecticut,2006,269478.6,219812.2,190616.2,,
09000,Connecticut,2007,278485.4,232626.8,202966.8,,
09000,Connecticut,2008,277793.2,236110.7,213081.8,,
09000,Connecticut,2009,265530.8,231628.0,214260.3,,
09000,Connecticut,2010,266773.4,234022.2,221588.1,3586739.0,61780.0
09000,Connecticut,2011,261555.8,233058.7,226908.0,3599304.0,63042.0
09000,Connecticut,2012,263649.9,239907.5,234187.0,3608664.0,64896.0
09000,Connecticut,2013,258911.0,240549.2,225200.4,3613055.0,62330.0
09000,Connecticut,2014,260605.8,247114.7,237706.4,3615128.0,65753.0
09000,Connecticut,2015,268869.8,260648.5,241818.1,3611392.0,66960.0
09000,Connecticut,2016,268196.2,264760.4,244517.5,3608914.0,67754.0
09000,Connecticut,2017,273875.1,273875.1,253655.5,3610220.0,70260.0
09000,Connecticut,2018,274582.8,280535.4,263762.3,3610951.0,73045.0
09000,Connecticut,2019,275225.4,286451.9,269379.5,3609003.0,74641.0
09000,Connecticut,2020,261737.1,278747.9,276891.0,3591220.0,77102.0
09000,Connecticut,2021,270779.8,297366.0,297972.9,3612336.0,82488.0
09000,Connecticut,2022,279348.5,321625.2,317142.2,3627969.0,87416.0
09000,Connecticut,2023,283228.5,341851.8,334897.1,3654613.0,91637.0
09000,Connecticut,2024,286160.1,356834.9,354691.4,3680780.0,96363.0
09000,Connecticut,2025,293002.8,376455.0,369471.3,3690848.0,100105.0
10000,Delaware,1997,51267.0,33302.2,20838.8,,
10000,Delaware,1998,56487.0,37170.6,22900.8,,
10000,Delaware,1999,60866.2,40446.5,24705.6,,
10000,Delaware,2000,63388.8,43559.6,26868.2,,
10000,Delaware,2001,65724.8,46373.8,29860.0,,
10000,Delaware,2002,63702.5,45865.4,30485.8,,
10000,Delaware,2003,64316.8,47839.6,31711.6,,
10000,Delaware,2004,67735.5,51674.1,33355.5,,
10000,Delaware,2005,66381.2,52048.6,34400.4,,
10000,Delaware,2006,68411.8,55567.7,35090.3,,
10000,Delaware,2007,68132.4,56705.6,36346.9,,
10000,Delaware,2008,65771.3,55250.8,36731.2,,
10000,Delaware,2009,69186.2,57729.9,36579.8,,
10000,Delaware,2010,68291.9,58132.2,37801.5,903257.0,41850.0
10000,Delaware,2011,71103.5,61379.4,40165.4,911637.0,44059.0
10000,Delaware,2012,70562.4,62342.1,40889.7,920458.0,44423.0
10000,Delaware,2013,68656.8,62058.2,41297.2,929622.0,44424.0
10000,Delaware,2014,73961.7,68606.0,43041.7,939255.0,45825.0
10000,Delaware,2015,76211.2,72352.5,45108.6,948198.0,47573.0
10000,Delaware,2016,71941.4,70021.5,46731.9,956710.0,48846.0
10000,Delaware,2017,69555.6,69555.6,48929.2,965585.0,50673.0
10000,Delaware,2018,70856.4,73376.0,52186.3,975364.0,53504.0
10000,Delaware,2019,74627.8,78710.5,53054.1,986112.0,53801.0
10000,Delaware,2020,72728.8,77757.2,54687.4,997185.0,54842.0
10000,Delaware,2021,75205.5,83554.7,60240.6,1010982.0,59586.0
10000,Delaware,2022,81111.8,97030.4,67325.9,1026212.0,65606.0
10000,Delaware,2023,82090.9,103332.5,67952.7,1041168.0,65266.0
10000,Delaware,2024,85350.5,110971.8,73048.7,1054160.0,69296.0
10000,Delaware,2025,87281.1,117218.0,76359.8,1063113.0,71827.0
11000,District of Columbia,1997,86535.2,52581.6,20608.8,,
11000,District of Columbia,1998,88108.1,54877.4,21865.7,,
11000,District of Columbia,1999,92096.8,58948.8,23213.2,,
11000,District of Columbia,2000,92764.3,61267.7,25505.1,,
11000,District of Columbia,2001,96185.3,65620.0,25932.4,,
11000,District of Columbia,2002,99014.7,70078.0,26239.3,,
11000,District of Columbia,2003,100969.4,74047.0,26655.5,,
11000,District of Columbia,2004,106547.2,80600.7,29249.3,,
11000,District of Columbia,2005,108884.1,85414.5,30558.0,,
11000,District of Columbia,2006,108848.3,88350.9,32146.3,,
11000,District of Columbia,2007,112287.6,94013.8,34845.3,,
11000,District of Columbia,2008,116213.7,99240.4,35175.1,,
11000,District of Columbia,2009,115646.0,100430.1,35733.7,,
11000,District of Columbia,2010,120393.2,106128.6,39142.0,609735.0,64195.0
11000,District of Columbia,2011,122636.4,109953.9,41828.4,622590.0,67185.0
11000,District of Columbia,2012,123567.9,112512.7,43359.1,635991.0,68176.0
11000,District of Columbia,2013,124094.8,114832.7,43623.5,648039.0,67316.0
11000,District of Columbia,2014,126883.9,119998.0,46929.8,658438.0,71274.0
11000,District of Columbia,2015,129110.2,124753.6,50194.0,668410.0,75095.0
11000,District of Columbia,2016,132217.8,129933.5,52951.7,676332.0,78293.0
11000,District of Columbia,2017,134298.8,134298.8,55021.4,682654.0,80599.0
11000,District of Columbia,2018,138056.8,141240.2,57342.7,686335.0,83549.0
11000,District of Columbia,2019,138909.7,145071.4,57879.6,688665.0,84046.0
11000,District of Columbia,2020,137828.9,146854.6,61269.9,670598.0,91366.0
11000,District of Columbia,2021,143338.7,156581.3,65230.3,671473.0,97145.0
11000,District of Columbia,2022,143050.8,165106.2,69894.7,677564.0,103156.0
11000,District of Columbia,2023,143179.2,174250.7,74491.3,685888.0,108606.0
11000,District of Columbia,2024,145088.0,184297.7,79517.5,692289.0,114862.0
11000,District of Columbia,2025,145696.5,192617.5,80903.7,693743.0,116619.0
98000,Far West,1997,2043143.4,1487052.1,,,
98000,Far West,1998,2168490.8,1585134.4,,,
98000,Far West,1999,2319359.7,1712681.7,,,
98000,Far West,2000,2469130.3,1854647.3,,,
98000,Far West,2001,2463451.0,1880381.0,,,
98000,Far West,2002,2514956.9,1945882.8,,,
98000,Far West,2003,2609835.8,2052021.8,,,
98000,Far West,2004,2705895.0,2181148.4,,,
98000,Far West,2005,2835774.9,2350653.6,,,
98000,Far West,2006,2947201.5,2512545.3,,,
98000,Far West,2007,3026963.1,2647216.6,,,
98000,Far West,2008,3056662.3,2714188.1,,,
98000,Far West,2009,2948080.1,2626186.8,,,
98000,Far West,2010,3010545.7,2710840.2,,,
98000,Far West,2011,3066026.0,2815614.7,,,
98000,Far West,2012,3148430.2,2941292.9,,,
98000,Far West,2013,3249257.6,3084924.5,,,
98000,Far West,2014,3360531.4,3240456.4,,,
98000,Far West,2015,3516768.4,3434110.9,,,
98000,Far West,2016,3629300.3,3576784.8,,,
98000,Far West,2017,3797440.5,3797440.5,,,
98000,Far West,2018,3956948.0,4026579.0,,,
98000,Far West,2019,4115306.5,4258455.7,,,
98000,Far West,2020,4050673.0,4254155.7,,,
98000,Far West,2021,4346646.1,4733129.8,,,
98000,Far West,2022,4376767.6,5058451.6,,,
98000,Far West,2023,4478198.5,5376774.0,,,
98000,Far West,2024,4627729.3,5692577.0,,,
98000,Far West,2025,4734858.5,5969754.1,,,
98000,Far West *,1997,,,1242782.3,,
98000,Far West *,1998,,,1345339.0,,
98000,Far West *,1999,,,1448363.2,,
98000,Far West *,2000,,,1569645.2,,
98000,Far West *,2001,,,1584415.0,,
98000,Far West *,2002,,,1643881.6,,
98000,Far West *,2003,,,1727774.5,,
98000,Far West *,2004,,,1861829.9,,
98000,Far West *,2005,,,1953388.7,,
98000,Far West *,2006,,,2085824.6,,
98000,Far West *,2007,,,2184126.3,,
98000,Far West *,2008,,,2184342.7,,
98000,Far West *,2009,,,2145733.0,,
98000,Far West *,2010,,,2274558.3,52885764.0,43009.0
98000,Far West *,2011,,,2386361.7,53367783.0,44715.0
98000,Far West *,2012,,,2595005.4,53853053.0,48187.0
98000,Far West *,2013,,,2580512.1,54338725.0,47489.0
98000,Far West *,2014,,,2767817.9,54884328.0,50430.0
98000,Far West *,2015,,,2931783.1,55423909.0,52897.0
98000,Far West *,2016,,,3067946.7,55922869.0,54860.0
98000,Far West *,2017,,,3235352.1,56307449.0,57459.0
98000,Far West *,2018,,,3407428.1,56565825.0,60238.0
98000,Far West *,2019,,,3585229.3,56749254.0,63177.0
98000,Far West *,2020,,,3880465.6,56697427.0,68442.0
98000,Far West *,2021,,,4155843.6,56499644.0,73555.0
98000,Far West *,2022,,,4319476.3,56573860.0,76351.0
98000,Far West *,2023,,,4554427.1,56789372.0,80199.0
98000,Far West *,2024,,,4876382.7,57037052.0,85495.0
98000,Far West *,2025,,,5116284.2,57057446.0,89669.0
12000,Florida,1997,603988.6,401744.2,394994.7,,
12000,Florida,1998,634032.3,428595.6,424746.5,,
12000,Florida,1999,664152.0,457607.0,443800.1,,
12000,Florida,2000,693837.3,490094.4,484400.8,,
12000,Florida,2001,714638.0,519140.7,499020.4,,
12000,Florida,2002,746252.8,553359.9,523675.6,,
12000,Florida,2003,781834.2,590284.8,556867.1,,
12000,Florida,2004,833946.8,647041.8,607773.1,,
12000,Florida,2005,883164.5,704890.3,657209.3,,
12000,Florida,2006,909298.9,749925.0,701608.9,,
12000,Florida,2007,922288.3,781947.3,725682.4,,
12000,Florida,2008,891766.9,767357.8,712173.8,,
12000,Florida,2009,840480.6,739322.4,687948.9,,
12000,Florida,2010,851956.4,752998.4,746986.0,18923379.0,39474.0
12000,Florida,2011,849395.3,761043.1,779059.9,19130595.0,40723.0
12000,Florida,2012,857861.3,784545.9,818047.6,19366414.0,42241.0
12000,Florida,2013,880183.5,819679.8,804443.9,19619007.0,41003.0
12000,Florida,2014,905648.5,860112.6,873042.9,19932071.0,43801.0
12000,Florida,2015,945929.0,918464.3,918955.1,20296239.0,45277.0
12000,Florida,2016,978989.7,964500.8,958802.7,20668773.0,46389.0
12000,Florida,2017,1014866.9,1014866.9,1036219.0,20976656.0,49399.0
12000,Florida,2018,1050433.8,1072085.6,1104681.9,21223893.0,52049.0
12000,Florida,2019,1084913.9,1133718.0,1163911.7,21456160.0,54246.0
12000,Florida,2020,1072481.6,1144653.2,1224575.7,21691001.0,56455.0
12000,Florida,2021,1172655.3,1300807.8,1380680.7,22057598.0,62594.0
12000,Florida,2022,1245927.6,1473688.1,1523784.7,22613659.0,67383.0
12000,Florida,2023,1309392.2,1624642.3,1642085.8,23062608.0,71201.0
12000,Florida,2024,1352275.1,1726709.9,1737090.5,23348349.0,74399.0
12000,Florida,2025,1393837.1,1834641.4,1820791.4,23507270.0,77457.0
13000,Georgia,1997,351183.9,242371.9,191979.3,,
13000,Georgia,1998,377705.9,265146.4,210775.5,,
13000,Georgia,1999,404465.2,289048.9,224212.8,,
13000,Georgia,2000,417713.5,305323.7,242021.0,,
13000,Georgia,2001,422731.6,316872.7,251165.7,,
13000,Georgia,2002,427329.7,326017.9,259501.2,,
13000,Georgia,2003,439074.6,339540.5,270364.1,,
13000,Georgia,2004,461245.4,364530.1,287173.6,,
13000,Georgia,2005,480838.3,388707.2,305023.0,,
13000,Georgia,2006,487524.9,405664.2,323176.6,,
13000,Georgia,2007,492238.7,419384.8,331066.6,,
13000,Georgia,2008,481860.3,416303.5,332515.1,,
13000,Georgia,2009,464016.8,409876.2,329161.9,,
13000,Georgia,2010,471588.2,419013.1,343721.8,9750259.0,35253.0
13000,Georgia,2011,481215.4,433137.1,363815.3,9845996.0,36951.0
13000,Georgia,2012,489027.3,449375.6,377768.9,9938620.0,38010.0
13000,Georgia,2013,499900.2,467559.5,378148.1,10020167.0,37739.0
13000,Georgia,2014,517511.9,493370.3,408745.3,10124581.0,40372.0
13000,Georgia,2015,540108.5,525516.8,429072.5,10242103.0,41893.0
13000,Georgia,2016,561718.3,554903.2,448501.3,10363173.0,43278.0
13000,Georgia,2017,583543.3,583543.3,478094.8,10471033.0,45659.0
13000,Georgia,2018,600934.7,612803.4,499890.4,10577209.0,47261.0
13000,Georgia,2019,620744.9,646695.8,522122.6,10681473.0,48881.0
13000,Georgia,2020,603202.5,638488.3,550360.8,10758094.0,51158.0
13000,Georgia,2021,643748.4,706004.6,604362.4,10845519.0,55725.0
13000,Georgia,2022,670107.2,785922.7,642536.7,10982224.0,58507.0
13000,Georgia,2023,679447.2,835755.3,678734.0,11118248.0,61047.0
13000,Georgia,2024,697450.9,881508.2,717578.6,11243715.0,63820.0
13000,Georgia,2025,710412.3,924828.9,745749.5,11330705.0,65817.0
93000,Great Lakes,1997,2012225.1,1383822.3,1185720.4,,
93000,Great Lakes,1998,2082506.9,1457458.8,1255099.0,,
93000,Great Lakes,1999,2163842.2,1539507.4,1311837.3,,
93000,Great Lakes,2000,2223891.3,1614031.9,1383513.2,,
93000,Great Lakes,2001,2203149.1,1638598.0,1406508.7,,
93000,Great Lakes,2002,2243919.0,1695010.2,1441355.7,,
93000,Great Lakes,2003,2296970.5,1759394.9,1488047.2,,
93000,Great Lakes,2004,2363124.3,1852306.5,1548330.1,,
93000,Great Lakes,2005,2408650.1,1936527.7,1588933.2,,
93000,Great Lakes,2006,2425979.7,2006111.6,1659857.7,,
93000,Great Lakes,2007,2450466.5,2076699.0,1731614.2,,
93000,Great Lakes,2008,2403346.0,2066494.8,1760532.3,,
93000,Great Lakes,2009,2284891.9,2013206.1,1722231.7,,
93000,Great Lakes,2010,2368842.3,2098228.1,1801700.3,46514300.0,38734.0
93000,Great Lakes,2011,2421624.4,2183433.8,1892697.2,46638111.0,40583.0
93000,Great Lakes,2012,2463334.0,2272185.2,1993088.4,46780378.0,42605.0
93000,Great Lakes,2013,2505982.4,2348039.9,1987028.3,46919162.0,42350.0
93000,Great Lakes,2014,2569254.7,2451098.4,2091088.3,47026193.0,44466.0
93000,Great Lakes,2015,2606191.6,2538558.4,2166538.5,47095009.0,46004.0
93000,Great Lakes,2016,2632446.9,2593745.5,2208817.5,47189016.0,46808.0
93000,Great Lakes,2017,2669538.3,2669538.3,2296180.8,47276443.0,48569.0
93000,Great Lakes,2018,2722152.2,2781326.3,2401738.3,47340501.0,50733.0
93000,Great Lakes,2019,2756943.5,2870499.2,2474401.7,47388470.0,52215.0
93000,Great Lakes,2020,2652982.0,2806891.4,2630458.0,47309309.0,55601.0
93000,Great Lakes,2021,2799091.2,3078983.0,2815606.3,47194151.0,59660.0
93000,Great Lakes,2022,2842363.1,3363657.8,2952505.2,47229854.0,62514.0
93000,Great Lakes,2023,2894707.0,3589545.5,3114713.6,47414829.0,65691.0
93000,Great Lakes,2024,2949425.1,3746528.7,3249774.2,47619308.0,68245.0
93000,Great Lakes,2025,2998688.8,3917115.0,3389170.1,47721128.0,71020.0
15000,Hawaii,1997,60620.2,37701.7,,,
15000,Hawaii,1998,58946.1,37503.0,,,
15000,Hawaii,1999,59612.1,38970.4,,,
15000,Hawaii,2000,60745.7,41089.4,,,
15000,Hawaii,2001,60446.4,42500.2,,,
15000,Hawaii,2002,62355.2,44949.5,,,
15000,Hawaii,2003,65623.7,48420.7,,,
15000,Hawaii,2004,69332.0,52625.7,,,
