"country","country_code","year","gdp_per_capita_constant_2015_usd","log_gdp_pc","trade_pct_gdp","population","co2_pc_tonnes","log_co2_pc","income_decile","income_group","high_income","high_trade"
"Cameroon","CMR",2024,1480.73097431993,7.30029114639645,34.4031785915423,29123744,0.330712390549786,-1.10650619205254,"(7,7.45]","低收入组",0,0
"Canada","CAN",2024,44413.3983847404,10.7012964683204,65.1499212653783,41288599,12.9173697562371,2.55857289839077,"(10.3,10.7]","高收入组",1,0
"Central African Republic","CAF",2024,389.938307964229,5.96598854190407,46.4318999802251,5330690,0.0740393832693329,-2.6031581210072,"[5.97,7]","低收入组",0,0
"Chad","TCD",2024,849.707321000625,6.74489196195522,47.8679892951699,20299123,0.139483907753059,-1.9698060409837,"[5.97,7]","低收入组",0,0
"Chile","CHL",2024,14579.4001071307,9.58736485980058,63.859857248066,19764771,3.98312451988439,1.382066566549,"(9.23,9.75]","中高收入组",1,0
"China","CHN",2024,13121.6769905565,9.48202087373205,37.1984201388065,1408975000,8.72196951684735,2.16584507444168,"(9.23,9.75]","中高收入组",1,0
"Colombia","COL",2024,6863.59563194342,8.8339867280023,37.0254687077888,52886363,1.75204681781578,0.560784714654749,"(8.8,9.23]","中高收入组",1,0
"Comoros","COM",2024,1401.88898411553,7.2455758805189,44.3731767499027,866628,0.636547630586595,-0.451696031755237,"(7,7.45]","低收入组",0,0
"Congo, Dem. Rep.","COD",2024,554.244129980766,6.31760525751705,100.554088317275,109276265,0.0540323280631892,-2.91817274371113,"[5.97,7]","低收入组",0,1
"Congo, Rep.","COG",2024,1679.58061097707,7.4262994049098,93.1881220839752,6332961,1.39583521831257,0.33349295891505,"(7,7.45]","低收入组",0,1
"Costa Rica","CRI",2024,14866.5823676109,9.6068711789839,71.3310137687617,5129910,1.70772021341505,0.535159272472175,"(9.23,9.75]","中高收入组",1,0
"Cote d'Ivoire","CIV",2024,2395.67689089222,7.78142109659096,51.2640379409119,31934230,0.464347660801591,-0.767121738348793,"(7.45,8.15]","中低收入组",0,0
"Croatia","HRV",2024,17854.2091012685,9.78999456340303,104.912326073253,3866200,4.77596865138896,1.56359681228923,"(9.75,10.3]","中高收入组",1,1
"Cuba","CUB",2024,7381.39774048869,8.90671829539159,124.863238865053,10979783,2.22593051247006,0.800175036045384,"(8.8,9.23]","中高收入组",1,1
"Cyprus","CYP",2024,32617.216796875,10.3925955505507,190.40287092076,1358282,5.37394149373989,1.68156162322296,"(10.3,10.7]","高收入组",1,1
"Czechia","CZE",2024,20445.432830127,9.92551480303819,131.484981069952,10905028,6.93469104343428,1.93653650244048,"(9.75,10.3]","中高收入组",1,1
"Denmark","DNK",2024,60772.8624276041,11.0148986266629,131.765030975207,5976992,4.74639450747132,1.55738527876276,"(10.7,11.7]","高收入组",1,1
"Djibouti","DJI",2024,3290.42482052598,8.09877196020346,241.237463098287,1168722,0.482650279536109,-0.728462946518285,"(7.45,8.15]","中低收入组",0,1
"Dominican Republic","DOM",2024,9168.45418897141,9.12352397840929,51.7835143952326,11427557,2.89920391558756,1.06443618744079,"(8.8,9.23]","中高收入组",1,0
"Ecuador","ECU",2024,5999.39391066593,8.69941372821883,57.2031395531255,18135478,2.53533697871101,0.930326558666668,"(8.43,8.8]","中低收入组",0,0
"Egypt, Arab Rep.","EGY",2024,4137.60929232898,8.32787343440085,39.6007520873733,116538258,2.21702181269948,0.796164769421805,"(8.15,8.43]","中低收入组",0,0
"El Salvador","SLV",2024,4585.22599757795,8.43059467411442,84.6596461582312,6338193,1.41559132074394,0.347547338320291,"(8.15,8.43]","中低收入组",0,1
"Equatorial Guinea","GNQ",2024,5041.94038551173,8.52554628409838,60.5414510975907,1892516,3.70424979233993,1.30948075304676,"(8.43,8.8]","中低收入组",0,0
"Estonia","EST",2024,20078.1397620993,9.90738692818448,151.037702410455,1372341,6.05299776076063,1.80055364697071,"(9.75,10.3]","中高收入组",1,1
"Eswatini","SWZ",2024,3864.20550510839,8.25951137847002,107.480621053879,1242822,0.840541927967159,-0.173708442824229,"(8.15,8.43]","中低收入组",0,1
"Ethiopia","ETH",2024,883.458588619291,6.78384441869664,17.4004358583187,132059767,0.13506984303554,-2.00196327850727,"[5.97,7]","低收入组",0,0
"Faroe Islands","FRO",2024,59257.6449307094,10.9896500790403,105.752803037623,54681,13.265814451089,2.58519038420388,"(10.7,11.7]","高收入组",1,1
"Finland","FIN",2024,45254.0358658917,10.7200471355573,83.4601015353507,5619911,5.29812660734307,1.66735328776009,"(10.3,10.7]","高收入组",1,1
"France","FRA",2024,39683.3953489029,10.5886881260068,68.1081875443744,68551653,3.85338074925779,1.34895087967112,"(10.3,10.7]","高收入组",1,0
"French Polynesia","PYF",2024,20846.6514059991,9.94494861029992,64.4688665693732,281807,3.27481929121704,1.1862626893105,"(9.75,10.3]","高收入组",1,0
"Gabon","GAB",2024,6618.98685865885,8.79769759472019,92.0468055151256,2538952,2.12638679266091,0.754424197831195,"(8.43,8.8]","中低收入组",0,1
"Gambia, The","GMB",2024,758.96588872906,6.63195683399974,42.1706172274882,2759988,0.29086140954236,-1.23490838112467,"[5.97,7]","低收入组",0,0
"Georgia","GEO",2024,6808.07398025981,8.82586453685983,103.456471449056,3699557,3.18531597161498,1.15855149026207,"(8.8,9.23]","中高收入组",1,1
"Germany","DEU",2024,44027.7631554469,10.6925756947213,79.0907305894936,83516593,6.85276002578314,1.92465149459426,"(10.3,10.7]","高收入组",1,0
"Ghana","GHA",2024,2167.72691406678,7.68143439247932,69.7884227390592,34427414,0.610614378413668,-0.493289650950638,"(7.45,8.15]","低收入组",0,0
"Greece","GRC",2024,21494.6856060599,9.97556100244798,89.7765279446168,10405134,5.1283183859045,1.63477780542589,"(9.75,10.3]","高收入组",1,1
"Guatemala","GTM",2024,4563.09590652717,8.42575659901184,47.344196760267,18406359,1.08008487718837,0.0770396280373259,"(8.15,8.43]","中低收入组",0,0
"Guinea","GIN",2024,1045.92207475817,6.95265414353058,97.7778177312748,14754785,0.272873173007943,-1.29874815947867,"[5.97,7]","低收入组",0,1
"Guinea-Bissau","GNB",2024,793.692157673779,6.67669567532958,38.8065847890015,2201352,0.155444926572397,-1.86146378004827,"[5.97,7]","低收入组",0,0
"Haiti","HTI",2024,1154.87300909888,7.05174566807894,22.2478853726107,11772557,0.252340506824473,-1.37697588598621,"(7,7.45]","低收入组",0,0
"Honduras","HND",2024,2573.37159995648,7.85297222468956,91.1101585856976,10825703,1.1874371576608,0.171797335661765,"(7.45,8.15]","中低收入组",0,1
"Hong Kong SAR, China","HKG",2024,44712.7654725532,10.7080143208726,359.506710667464,7524100,4.42895735038078,1.48816419526742,"(10.3,10.7]","高收入组",1,1
"Hungary","HUN",2024,16518.6369936397,9.71224453723285,146.504561505902,9562065,4.18500522638154,1.43150795277735,"(9.23,9.75]","中高收入组",1,1
"Iceland","ISL",2024,59307.1777759714,10.9904856194142,85.9671932681303,386506,9.8394617418617,2.28640100853769,"(10.7,11.7]","高收入组",1,1
"India","IND",2024,2396.94999213544,7.78195237152816,44.6492935069676,1450935791,2.20097823749942,0.788901914944064,"(7.45,8.15]","中低收入组",0,0
"Indonesia","IDN",2024,4367.86266621191,8.38202907604491,42.572647301834,283487931,2.86509622168007,1.05260193483138,"(8.15,8.43]","中低收入组",0,0
"Iran, Islamic Rep.","IRN",2024,5834.44296939863,8.67153407647881,52.0621306794348,91567738,8.65622780809547,2.1582790396986,"(8.43,8.8]","中低收入组",0,0
"Iraq","IRQ",2024,4180.29619477317,8.33813738300193,70.7087434748943,46042015,5.07439780817586,1.62420785939986,"(8.15,8.43]","中低收入组",0,0
"Ireland","IRL",2024,94474.9879707069,11.4560904008899,246.169874857401,5395790,6.17344707633173,1.82025736527194,"(10.7,11.7]","高收入组",1,1
"Israel","ISR",2024,41845.1660567523,10.6417315628365,54.4520002969727,9974400,5.27722329162656,1.66340006765122,"(10.3,10.7]","高收入组",1,0
"Italy","ITA",2024,34495.2545799636,10.448577045152,62.8237685119526,58952704,5.12155914001841,1.6334589122296,"(10.3,10.7]","高收入组",1,0
"Japan","JPN",2024,37152.5636003552,10.5227880545041,46.4069516150859,123975371,7.7585353626407,2.04879357445338,"(10.3,10.7]","高收入组",1,0
"Jordan","JOR",2024,4016.83429143296,8.29824938168688,99.6794477365724,11552876,2.00981452583755,0.698042442110608,"(8.15,8.43]","中低收入组",0,1
"Kazakhstan","KAZ",2024,11872.7842626298,9.38200402308294,57.1613431963924,20592571,13.937353912729,2.63457256756749,"(9.23,9.75]","中高收入组",1,0
"Kenya","KEN",2024,1860.02287047776,7.52834406258744,40.1860139968756,56432944,0.376117786801979,-0.97785292187756,"(7.45,8.15]","低收入组",0,0
"Korea, Rep.","KOR",2024,37048.4264001496,10.5199811574916,84.6424951192038,51751065,11.2785924308997,2.42290645378898,"(10.3,10.7]","高收入组",1,1
"Kyrgyz Republic","KGZ",2024,1391.68404329929,7.23826983474198,127.650577802859,7221868,1.62979411974852,0.488453699938533,"(7,7.45]","低收入组",0,1
"Latvia","LVA",2024,16374.773539624,9.70349723076654,132.262507895925,1866124,3.46273291592627,1.24205813738861,"(9.23,9.75]","中高收入组",1,1
"Libya","LBY",2024,7696.0807819319,8.94846648890323,128.816175842936,7381023,8.84160230905662,2.17946811690516,"(8.8,9.23]","中高收入组",1,1
"Lithuania","LTU",2024,19092.6451176955,9.85705846750335,143.04839086338,2888278,4.34220978728502,1.46838338610768,"(9.75,10.3]","中高收入组",1,1
"Luxembourg","LUX",2024,104147.1739928,11.5535603123104,351.267921153192,677012,10.3983134715485,2.34164362679971,"(10.7,11.7]","高收入组",1,1
"Macao SAR, China","MAC",2024,63377.2932129214,11.0568609250581,142.07943455076,687000,1.53759534206696,0.430219729876387,"(10.7,11.7]","高收入组",1,1
"Madagascar","MDG",2024,453.383067004772,6.11673739067283,54.9795881437152,31964956,0.141667049377449,-1.9542756972416,"[5.97,7]","低收入组",0,0
"Malaysia","MYS",2024,11883.79127749,9.38293067310699,137.362571161559,35557673,8.16205942385487,2.09949651750782,"(9.23,9.75]","中高收入组",1,1
"Maldives","MDV",2024,11798.791369146,9.37575237886426,156.473955741011,527799,4.36948535332579,1.47464523405462,"(9.23,9.75]","中高收入组",1,1
"Mali","MLI",2024,909.755317910813,6.81317568193912,49.8960414309506,24478595,0.285099696285673,-1.2549163483546,"[5.97,7]","低收入组",0,0
"Malta","MLT",2024,34670.0815997119,10.4536323922878,218.170552427881,568847,3.0390702596656,1.11155163300456,"(10.3,10.7]","高收入组",1,1
"Marshall Islands","MHL",2024,5811.03355673487,8.66751372675037,123.809133966775,37548,4.11420049003942,1.41444452364551,"(8.43,8.8]","中低收入组",0,1
"Mauritania","MRT",2024,1688.6139322919,7.43166331299604,93.5988355881472,5169395,1.01340272894604,0.0133137069177372,"(7,7.45]","低收入组",0,1
"Mauritius","MUS",2024,11934.770909957,9.38721134377991,145.421700301153,1245779,3.75156107142599,1.32217203907306,"(9.23,9.75]","中高收入组",1,1
"Mexico","MEX",2024,10316.4611902215,9.24149607230491,74.5889079825143,130861007,3.52272736216985,1.25923550839114,"(9.23,9.75]","中高收入组",1,0
"Micronesia, Fed. Sts.","FSM",2024,2930.27926555574,7.98285300994553,98.4249672966653,113160,1.33108872393072,0.285997196793664,"(7.45,8.15]","中低收入组",0,1
"Moldova","MDA",2024,3851.51202518347,8.25622108399598,88.6661154286831,2402306,2.21738737696197,0.796329645619594,"(8.15,8.43]","中低收入组",0,1
"Mongolia","MNG",2024,4626.79609644243,8.4396199197368,138.448379141249,3524788,12.6798803218804,2.54001651062703,"(8.43,8.8]","中低收入组",0,1
"Montenegro","MNE",2024,8540.00828913129,9.05251725740642,109.944104480975,623525,3.81100677599134,1.33789339989889,"(8.8,9.23]","中高收入组",1,1
"Morocco","MAR",2024,3516.15405273438,8.1651230726161,92.1872446062404,38081173,1.81355611078472,0.595289619865819,"(8.15,8.43]","中低收入组",0,1
"Mozambique","MOZ",2024,605.604720848519,6.40622749741736,95.659420351194,34631766,0.248691620288726,-1.39154162279461,"[5.97,7]","低收入组",0,1
"Namibia","NAM",2024,4034.35053463284,8.30260060978928,109.628509818932,3030131,1.14487195438085,0.135292800517671,"(8.15,8.43]","中低收入组",0,1
"Nauru","NRU",2024,8570.95582950675,9.05613453740372,165.846774193548,11947,5.13852850087888,1.63676675460432,"(8.8,9.23]","中高收入组",1,1
"Nepal","NPL",2024,1179.81272768386,7.07311099951202,40.5298226771909,29651054,0.633234892763003,-0.456913847056064,"(7,7.45]","低收入组",0,0
"Netherlands","NLD",2024,51178.5256968147,10.8430753030623,153.83065216636,17993485,6.37923837433382,1.85304871316703,"(10.7,11.7]","高收入组",1,1
"New Zealand","NZL",2024,42408.2378731636,10.6550979118097,51.224397222513,5287500,6.1426821749409,1.81526148308344,"(10.3,10.7]","高收入组",1,0
"Nicaragua","NIC",2024,2290.47162505995,7.73651302515137,98.5258377100159,6916140,0.814087916091924,-0.205686913784786,"(7.45,8.15]","低收入组",0,1
"Niger","NER",2024,595.151744559316,6.38881640590307,49.9759837351389,27032412,0.117265081636075,-2.1433182519014,"[5.97,7]","低收入组",0,0
"North Macedonia","MKD",2024,6628.84686594032,8.79918614134707,136.324876175556,1824359,3.62847224696455,1.2888116910819,"(8.43,8.8]","中低收入组",0,1
"Norway","NOR",2024,79667.5272314776,11.285617344256,81.3635091827243,5572279,6.67285324370872,1.89804754112886,"(10.7,11.7]","高收入组",1,1
"Oman","OMN",2024,17347.2911339051,9.7611916425747,114.852671522017,5281538,15.6511182916794,2.75054237077062,"(9.75,10.3]","中高收入组",1,1
"Pakistan","PAK",2024,1634.56735260799,7.39913343217242,27.5784683520695,251269164,0.715568823240085,-0.334677495596704,"(7,7.45]","低收入组",0,0
"Panama","PAN",2024,17122.720655567,9.74816155386693,83.6737787798304,4515577,2.80460902338727,1.0312641436579,"(9.23,9.75]","中高收入组",1,1
"Paraguay","PRY",2024,6640.83816613117,8.8009934643432,76.8311565430624,6929153,1.14540954716976,0.135762256170543,"(8.43,8.8]","中低收入组",0,0
"Peru","PER",2024,6711.19403272527,8.81153216238001,51.4758878672647,34217848,2.05292425169461,0.719265240957965,"(8.8,9.23]","中高收入组",1,0
"Philippines","PHL",2024,3925.3048697218,8.27519930101453,65.8854725286968,115843670,1.50960341639729,0.411846978183903,"(8.15,8.43]","中低收入组",0,0
"Poland","POL",2024,18000.5034591285,9.79815500643873,100.359442847164,36559233,7.46355428189645,2.01003174604608,"(9.75,10.3]","中高收入组",1,1
"Portugal","PRT",2024,22647.3791895579,10.0277994151461,89.696408854026,10694681,3.32303992984924,1.20088000550527,"(9.75,10.3]","高收入组",1,1
"Romania","ROU",2024,12459.9112061891,9.43027166600699,77.2149837939003,19051804,3.59815794871709,1.28042203359679,"(9.23,9.75]","中高收入组",1,0
"Russian Federation","RUS",2024,11043.259765625,9.30957554487334,39.5081647660396,143533851,12.4049092781605,2.51809230378856,"(9.23,9.75]","中高收入组",1,0
"Rwanda","RWA",2024,1070.45003770926,6.97583443502021,69.9544135680561,14256567,0.142639528857122,-1.94743460845344,"[5.97,7]","低收入组",0,0
"Samoa","WSM",2024,4880.54418032056,8.49301200499092,79.5241461770504,218019,1.12644769492567,0.119069048321438,"(8.43,8.8]","中低收入组",0,0
"Saudi Arabia","SAU",2024,24963.3322139095,10.1251633157326,54.6787052668733,35300280,19.6070257799655,2.9758879601672,"(9.75,10.3]","高收入组",1,0
"Senegal","SEN",2024,1511.89280670234,7.32111765918817,68.1405147656211,18501984,0.761639724691147,-0.272281637344304,"(7,7.45]","低收入组",0,0
"Serbia","SRB",2024,8580.26105823259,9.05721961838657,111.725028388916,6586476,6.37965430983124,1.85311391247669,"(8.8,9.23]","中高收入组",1,1
"Seychelles","SYC",2024,16586.4074964781,9.71633881341054,188.369185297411,121354,5.37741648400547,1.68220805140325,"(9.23,9.75]","中高收入组",1,1
"Sierra Leone","SLE",2024,1137.29005673054,7.03640356827918,40.5454450452166,8642022,0.165966136165819,-1.79597151043731,"(7,7.45]","低收入组",0,0
"Singapore","SGP",2024,67706.8336149739,11.1229423934662,322.371427934716,6036860,8.93170621813327,2.18960744249804,"(10.7,11.7]","高收入组",1,1
"Slovak Republic","SVK",2024,19776.1758069498,9.89223325013243,171.212800151635,5422069,5.36528731006559,1.6799499273171,"(9.75,10.3]","中高收入组",1,1
"Slovenia","SVN",2024,26134.627203987,10.1710164268014,155.657928684474,2127400,5.99379242267557,1.79072433744322,"(9.75,10.3]","高收入组",1,1
"Solomon Islands","SLB",2024,1806.38367324387,7.4990821550706,111.352972064455,819198,0.359678612496613,-1.02254438932936,"(7.45,8.15]","低收入组",0,1
"Somalia, Fed. Rep.","SOM",2024,467.269910194415,6.14690705686585,130.325060583271,19009151,0.0693973655109584,-2.66790637312711,"[5.97,7]","低收入组",0,1
"South Africa","ZAF",2024,5715.47531469148,8.6509327424453,61.646770473025,64007187,6.87157990555029,1.92739405149064,"(8.43,8.8]","中低收入组",0,0
"Spain","ESP",2024,29245.2192451729,10.283471394692,69.9502612382631,48848840,4.51067579086832,1.50644698505388,"(9.75,10.3]","高收入组",1,0
"Sri Lanka","LKA",2024,4186.4986638365,8.3396200224844,42.3975008711047,21916000,0.95024384011681,-0.0510366535154686,"(8.15,8.43]","中低收入组",0,0
"Sudan","SDN",2024,578.38916015625,6.36024692958362,1.99541210225008,50448963,0.352728756783365,-1.04205591179652,"[5.97,7]","低收入组",0,0
"Sweden","SWE",2024,54209.9474264877,10.9006197024418,105.883091480464,10569709,3.60432363842751,1.28213413549999,"(10.7,11.7]","高收入组",1,1
"Switzerland","CHE",2024,90067.4645431168,11.4083142745328,134.09514852061,9005582,3.56131430483893,1.27012966348379,"(10.7,11.7]","高收入组",1,1
"Tanzania","TZA",2024,1120.77416992188,7.02177494864899,41.5131207208244,68560157,0.29198247022684,-1.23106151198566,"(7,7.45]","低收入组",0,0
"Thailand","THA",2024,6574.46109387985,8.79094789077882,136.747107022451,71668011,3.73611875457239,1.31804730641719,"(8.43,8.8]","中低收入组",0,1
"Timor-Leste","TLS",2024,1149.21888298011,7.04683775838339,95.4485021286221,1400638,0.477005478931744,-0.740227301929691,"(7,7.45]","低收入组",0,1
"Tunisia","TUN",2024,4006.20588267443,8.2955999084834,106.298549204247,12277109,2.66053645039724,0.978527775541994,"(8.15,8.43]","中低收入组",0,1
"Turkiye","TUR",2024,15395.0278894893,9.64179987195094,54.5988061195916,85518661,5.99909533195334,1.79160867985213,"(9.23,9.75]","中高收入组",1,0
"Turkmenistan","TKM",2024,8231.49544263659,9.01572298343872,28.7346076303052,7494498,10.8086692397543,2.38034851951756,"(8.8,9.23]","中高收入组",1,0
"Uganda","UGA",2024,986.090145363924,6.89374777574198,42.6527889088562,50015092,0.126637975593447,-2.06642284905952,"[5.97,7]","低收入组",0,0
"Ukraine","UKR",2024,2219.04248046875,7.70483106671904,77.7530113300514,37860221,3.76378838359132,1.32542599899264,"(7.45,8.15]","低收入组",0,0
"United Kingdom","GBR",2024,47960.9105761942,10.7781415951204,62.8401605267118,69226000,4.52005807066709,1.50852484125433,"(10.7,11.7]","高收入组",1,0
"United States","USA",2024,66356.1706750101,11.10279203732,25.3786342507088,340110988,14.4191754251703,2.6685589475013,"(10.7,11.7]","高收入组",1,0
"Uruguay","URY",2024,18958.6033293537,9.85001310903206,52.4649167856379,3386588,2.35436669591931,0.856271772372974,"(9.75,10.3]","中高收入组",1,0
"Uzbekistan","UZB",2024,3890.41593075015,8.26627135396865,60.7274403812997,36361859,3.82912710816023,1.34263686812078,"(8.15,8.43]","中低收入组",0,0
"Venezuela, RB","VEN",2024,1501.02277449885,7.31390200440233,26.0811657596499,28405543,4.08520351115978,1.40737154620439,"(7,7.45]","低收入组",0,0
"Viet Nam","VNM",2024,4017.74604111554,8.29847633808006,173.862024782965,100987686,3.67303524510899,1.3010183625195,"(8.15,8.43]","中低收入组",0,1
"West Bank and Gaza","PSE",2024,2072.09019517685,7.63631313292271,81.3136801569531,5289152,0.903745250656438,-0.101207760674907,"(7.45,8.15]","低收入组",0,0
"Zambia","ZMB",2024,1343.38966380353,7.20295129874594,62.5348874064443,21314956,0.565016366911571,-0.570900580270178,"(7,7.45]","低收入组",0,0
"Zimbabwe","ZWE",2024,1417.71894115853,7.25680447951859,41.4865312656314,16634373,0.82366519014573,-0.193991154282754,"(7,7.45]","低收入组",0,0
