country,country_code,year,gdp_per_capita_constant_2015_usd,log_gdp_pc,trade_pct_gdp,population,co2_pc_tonnes,log_co2_pc,income_decile,income_group,high_income,high_trade
Eswatini,SWZ,2024,3864.20550510839,8.259511378470021,107.480621053879,1242822.0,0.8405419279671587,-0.17370844282422884,"(8.152, 8.434]",中低收入组,0,1
Ethiopia,ETH,2024,883.458588619291,6.783844418696644,17.4004358583187,132059767.0,0.13506984303554012,-2.0019632785072736,"(5.965, 7.003]",低收入组,0,0
Faroe Islands,FRO,2024,59257.6449307094,10.989650079040338,105.752803037623,54681.0,13.265814451089044,2.585190384203878,"(10.726, 11.713]",高收入组,1,1
Finland,FIN,2024,45254.0358658917,10.72004713555729,83.4601015353507,5619911.0,5.29812660734307,1.667353287760092,"(10.292, 10.726]",高收入组,1,1
France,FRA,2024,39683.3953489029,10.588688126006776,68.1081875443744,68551653.0,3.8533807492577896,1.3489508796711205,"(10.292, 10.726]",高收入组,1,0
French Polynesia,PYF,2024,20846.6514059991,9.94494861029992,64.4688665693732,281807.0,3.2748192912170384,1.1862626893105,"(9.751, 10.292]",高收入组,1,0
Gabon,GAB,2024,6618.98685865885,8.797697594720193,92.0468055151256,2538952.0,2.126386792660909,0.7544241978311952,"(8.434, 8.801]",中低收入组,0,1
"Gambia, The",GMB,2024,758.96588872906,6.631956833999736,42.1706172274882,2759988.0,0.29086140954236034,-1.234908381124669,"(5.965, 7.003]",低收入组,0,0
Georgia,GEO,2024,6808.07398025981,8.825864536859827,103.456471449056,3699557.0,3.1853159716149797,1.1585514902620706,"(8.801, 9.234]",中高收入组,1,1
Germany,DEU,2024,44027.7631554469,10.69257569472132,79.0907305894936,83516593.0,6.85276002578314,1.924651494594261,"(10.292, 10.726]",高收入组,1,0
Ghana,GHA,2024,2167.72691406678,7.6814343924793205,69.7884227390592,34427414.0,0.6106143784136676,-0.4932896509506377,"(7.445, 8.152]",低收入组,0,0
Greece,GRC,2024,21494.6856060599,9.975561002447975,89.7765279446168,10405134.0,5.128318385904497,1.6347778054258917,"(9.751, 10.292]",高收入组,1,1
Guatemala,GTM,2024,4563.09590652717,8.425756599011839,47.344196760267,18406359.0,1.0800848771883673,0.07703962803732592,"(8.152, 8.434]",中低收入组,0,0
Guinea,GIN,2024,1045.92207475817,6.952654143530582,97.7778177312748,14754785.0,0.27287317300794284,-1.2987481594786745,"(5.965, 7.003]",低收入组,0,1
Guinea-Bissau,GNB,2024,793.692157673779,6.676695675329581,38.8065847890015,2201352.0,0.15544492657239734,-1.8614637800482672,"(5.965, 7.003]",低收入组,0,0
Haiti,HTI,2024,1154.87300909888,7.051745668078939,22.2478853726107,11772557.0,0.25234050682447323,-1.3769758859862105,"(7.003, 7.445]",低收入组,0,0
Honduras,HND,2024,2573.37159995648,7.852972224689558,91.1101585856976,10825703.0,1.1874371576608005,0.17179733566176472,"(7.445, 8.152]",中低收入组,0,1
"Hong Kong SAR, China",HKG,2024,44712.7654725532,10.708014320872616,359.506710667464,7524100.0,4.428957350380776,1.4881641952674158,"(10.292, 10.726]",高收入组,1,1
Hungary,HUN,2024,16518.6369936397,9.71224453723285,146.504561505902,9562065.0,4.18500522638154,1.4315079527773469,"(9.234, 9.751]",中高收入组,1,1
Iceland,ISL,2024,59307.1777759714,10.990485619414168,85.9671932681303,386506.0,9.839461741861705,2.2864010085376916,"(10.726, 11.713]",高收入组,1,1
India,IND,2024,2396.94999213544,7.7819523715281615,44.6492935069676,1450935791.0,2.2009782374994153,0.7889019149440637,"(7.445, 8.152]",中低收入组,0,0
Indonesia,IDN,2024,4367.86266621191,8.382029076044914,42.572647301834,283487931.0,2.865096221680069,1.052601934831377,"(8.152, 8.434]",中低收入组,0,0
"Iran, Islamic Rep.",IRN,2024,5834.44296939863,8.671534076478812,52.0621306794348,91567738.0,8.656227808095467,2.1582790396986034,"(8.434, 8.801]",中低收入组,0,0
Iraq,IRQ,2024,4180.29619477317,8.338137383001932,70.7087434748943,46042015.0,5.074397808175859,1.6242078593998603,"(8.152, 8.434]",中低收入组,0,0
Ireland,IRL,2024,94474.9879707069,11.45609040088989,246.169874857401,5395790.0,6.173447076331732,1.8202573652719367,"(10.726, 11.713]",高收入组,1,1
Israel,ISR,2024,41845.1660567523,10.641731562836501,54.4520002969727,9974400.0,5.277223291626564,1.6634000676512175,"(10.292, 10.726]",高收入组,1,0
Italy,ITA,2024,34495.2545799636,10.44857704515195,62.8237685119526,58952704.0,5.121559140018412,1.6334589122295997,"(10.292, 10.726]",高收入组,1,0
Japan,JPN,2024,37152.5636003552,10.522788054504087,46.4069516150859,123975371.0,7.758535362640697,2.048793574453383,"(10.292, 10.726]",高收入组,1,0
Jordan,JOR,2024,4016.83429143296,8.298249381686883,99.6794477365724,11552876.0,2.009814525837549,0.6980424421106078,"(8.152, 8.434]",中低收入组,0,1
Kazakhstan,KAZ,2024,11872.7842626298,9.382004023082937,57.1613431963924,20592571.0,13.937353912729012,2.6345725675674867,"(9.234, 9.751]",中高收入组,1,0
Kenya,KEN,2024,1860.02287047776,7.528344062587437,40.1860139968756,56432944.0,0.37611778680197866,-0.9778529218775598,"(7.445, 8.152]",低收入组,0,0
"Korea, Rep.",KOR,2024,37048.4264001496,10.519981157491612,84.6424951192038,51751065.0,11.278592430899732,2.4229064537889755,"(10.292, 10.726]",高收入组,1,1
Kyrgyz Republic,KGZ,2024,1391.68404329929,7.238269834741977,127.650577802859,7221868.0,1.6297941197485193,0.4884536999385335,"(7.003, 7.445]",低收入组,0,1
Latvia,LVA,2024,16374.773539624,9.70349723076654,132.262507895925,1866124.0,3.462732915926273,1.242058137388609,"(9.234, 9.751]",中高收入组,1,1
Libya,LBY,2024,7696.0807819319,8.948466488903227,128.816175842936,7381023.0,8.841602309056617,2.1794681169051575,"(8.801, 9.234]",中高收入组,1,1
Lithuania,LTU,2024,19092.6451176955,9.857058467503354,143.04839086338,2888278.0,4.342209787285019,1.46838338610768,"(9.751, 10.292]",中高收入组,1,1
Luxembourg,LUX,2024,104147.1739928,11.553560312310422,351.267921153192,677012.0,10.39831347154851,2.341643626799709,"(10.726, 11.713]",高收入组,1,1
"Macao SAR, China",MAC,2024,63377.2932129214,11.056860925058102,142.07943455076,687000.0,1.5375953420669577,0.43021972987638735,"(10.726, 11.713]",高收入组,1,1
Madagascar,MDG,2024,453.383067004772,6.11673739067283,54.9795881437152,31964956.0,0.14166704937744948,-1.9542756972416002,"(5.965, 7.003]",低收入组,0,0
Malaysia,MYS,2024,11883.79127749,9.382930673106989,137.362571161559,35557673.0,8.162059423854874,2.099496517507818,"(9.234, 9.751]",中高收入组,1,1
Maldives,MDV,2024,11798.791369146,9.375752378864261,156.473955741011,527799.0,4.369485353325793,1.474645234054622,"(9.234, 9.751]",中高收入组,1,1
Mali,MLI,2024,909.755317910813,6.813175681939118,49.8960414309506,24478595.0,0.2850996962856733,-1.2549163483545964,"(5.965, 7.003]",低收入组,0,0
Malta,MLT,2024,34670.0815997119,10.453632392287833,218.170552427881,568847.0,3.0390702596656043,1.11155163300456,"(10.292, 10.726]",高收入组,1,1
Marshall Islands,MHL,2024,5811.03355673487,8.667513726750373,123.809133966775,37548.0,4.1142004900394165,1.4144445236455137,"(8.434, 8.801]",中低收入组,0,1
Mauritania,MRT,2024,1688.6139322919,7.431663312996044,93.5988355881472,5169395.0,1.0134027289460372,0.013313706917737162,"(7.003, 7.445]",低收入组,0,1
Mauritius,MUS,2024,11934.770909957,9.38721134377991,145.421700301153,1245779.0,3.7515610714259915,1.3221720390730585,"(9.234, 9.751]",中高收入组,1,1
Mexico,MEX,2024,10316.4611902215,9.241496072304914,74.5889079825143,130861007.0,3.522727362169848,1.2592355083911355,"(9.234, 9.751]",中高收入组,1,0
"Micronesia, Fed. Sts.",FSM,2024,2930.27926555574,7.982853009945529,98.4249672966653,113160.0,1.3310887239307176,0.28599719679366437,"(7.445, 8.152]",中低收入组,0,1
Moldova,MDA,2024,3851.51202518347,8.25622108399598,88.6661154286831,2402306.0,2.217387376961969,0.7963296456195936,"(8.152, 8.434]",中低收入组,0,1
Mongolia,MNG,2024,4626.79609644243,8.439619919736796,138.448379141249,3524788.0,12.67988032188035,2.5400165106270265,"(8.434, 8.801]",中低收入组,0,1
Montenegro,MNE,2024,8540.00828913129,9.052517257406418,109.944104480975,623525.0,3.8110067759913395,1.3378933998988907,"(8.801, 9.234]",中高收入组,1,1
Morocco,MAR,2024,3516.15405273438,8.1651230726161,92.1872446062404,38081173.0,1.8135561107847178,0.5952896198658186,"(8.152, 8.434]",中低收入组,0,1
Mozambique,MOZ,2024,605.604720848519,6.406227497417358,95.659420351194,34631766.0,0.24869162028872568,-1.3915416227946145,"(5.965, 7.003]",低收入组,0,1
Namibia,NAM,2024,4034.35053463284,8.302600609789284,109.628509818932,3030131.0,1.14487195438085,0.1352928005176706,"(8.152, 8.434]",中低收入组,0,1
Nauru,NRU,2024,8570.95582950675,9.056134537403716,165.846774193548,11947.0,5.1385285008788815,1.636766754604318,"(8.801, 9.234]",中高收入组,1,1
Nepal,NPL,2024,1179.81272768386,7.073110999512022,40.5298226771909,29651054.0,0.6332348927630026,-0.4569138470560642,"(7.003, 7.445]",低收入组,0,0
Netherlands,NLD,2024,51178.5256968147,10.843075303062347,153.83065216636,17993485.0,6.379238374333822,1.8530487131670255,"(10.726, 11.713]",高收入组,1,1
New Zealand,NZL,2024,42408.2378731636,10.655097911809701,51.224397222513,5287500.0,6.142682174940898,1.8152614830834404,"(10.292, 10.726]",高收入组,1,0
Nicaragua,NIC,2024,2290.47162505995,7.736513025151374,98.5258377100159,6916140.0,0.8140879160919241,-0.20568691378478596,"(7.445, 8.152]",低收入组,0,1
Niger,NER,2024,595.151744559316,6.388816405903075,49.9759837351389,27032412.0,0.1172650816360745,-2.143318251901402,"(5.965, 7.003]",低收入组,0,0
North Macedonia,MKD,2024,6628.84686594032,8.79918614134707,136.324876175556,1824359.0,3.6284722469645505,1.2888116910819039,"(8.434, 8.801]",中低收入组,0,1
Norway,NOR,2024,79667.5272314776,11.285617344255952,81.3635091827243,5572279.0,6.672853243708723,1.8980475411288615,"(10.726, 11.713]",高收入组,1,1
Oman,OMN,2024,17347.2911339051,9.761191642574696,114.852671522017,5281538.0,15.651118291679431,2.750542370770624,"(9.751, 10.292]",中高收入组,1,1
Pakistan,PAK,2024,1634.56735260799,7.399133432172423,27.5784683520695,251269164.0,0.7155688232400853,-0.33467749559670384,"(7.003, 7.445]",低收入组,0,0
Panama,PAN,2024,17122.720655567,9.748161553866934,83.6737787798304,4515577.0,2.804609023387266,1.0312641436578962,"(9.234, 9.751]",中高收入组,1,1
Paraguay,PRY,2024,6640.83816613117,8.800993464343195,76.8311565430624,6929153.0,1.1454095471697623,0.13576225617054252,"(8.434, 8.801]",中低收入组,0,0
Peru,PER,2024,6711.19403272527,8.811532162380013,51.4758878672647,34217848.0,2.0529242516946127,0.7192652409579648,"(8.801, 9.234]",中高收入组,1,0
Philippines,PHL,2024,3925.3048697218,8.275199301014526,65.8854725286968,115843670.0,1.5096034163972878,0.41184697818390315,"(8.152, 8.434]",中低收入组,0,0
Poland,POL,2024,18000.5034591285,9.798155006438733,100.359442847164,36559233.0,7.46355428189645,2.010031746046079,"(9.751, 10.292]",中高收入组,1,1
Portugal,PRT,2024,22647.3791895579,10.027799415146077,89.696408854026,10694681.0,3.32303992984924,1.2008800055052706,"(9.751, 10.292]",高收入组,1,1
Romania,ROU,2024,12459.9112061891,9.430271666006991,77.2149837939003,19051804.0,3.598157948717087,1.2804220335967935,"(9.234, 9.751]",中高收入组,1,0
Russian Federation,RUS,2024,11043.259765625,9.309575544873338,39.5081647660396,143533851.0,12.404909278160453,2.5180923037885616,"(9.234, 9.751]",中高收入组,1,0
Rwanda,RWA,2024,1070.45003770926,6.975834435020214,69.9544135680561,14256567.0,0.14263952885712247,-1.9474346084534413,"(5.965, 7.003]",低收入组,0,0
Samoa,WSM,2024,4880.54418032056,8.493012004990922,79.5241461770504,218019.0,1.1264476949256716,0.11906904832143839,"(8.434, 8.801]",中低收入组,0,0
Saudi Arabia,SAU,2024,24963.3322139095,10.12516331573258,54.6787052668733,35300280.0,19.607025779965486,2.975887960167198,"(9.751, 10.292]",高收入组,1,0
Senegal,SEN,2024,1511.89280670234,7.321117659188172,68.1405147656211,18501984.0,0.7616397246911466,-0.2722816373443037,"(7.003, 7.445]",低收入组,0,0
Serbia,SRB,2024,8580.26105823259,9.05721961838657,111.725028388916,6586476.0,6.379654309831236,1.8531139124766924,"(8.801, 9.234]",中高收入组,1,1
Seychelles,SYC,2024,16586.4074964781,9.716338813410543,188.369185297411,121354.0,5.3774164840054715,1.682208051403251,"(9.234, 9.751]",中高收入组,1,1
Sierra Leone,SLE,2024,1137.29005673054,7.036403568279182,40.5454450452166,8642022.0,0.1659661361658186,-1.795971510437313,"(7.003, 7.445]",低收入组,0,0
Singapore,SGP,2024,67706.8336149739,11.122942393466182,322.371427934716,6036860.0,8.931706218133268,2.189607442498039,"(10.726, 11.713]",高收入组,1,1
Slovak Republic,SVK,2024,19776.1758069498,9.892233250132435,171.212800151635,5422069.0,5.365287310065586,1.679949927317098,"(9.751, 10.292]",中高收入组,1,1
Slovenia,SVN,2024,26134.627203987,10.171016426801438,155.657928684474,2127400.0,5.9937924226755666,1.7907243374432191,"(9.751, 10.292]",高收入组,1,1
Solomon Islands,SLB,2024,1806.38367324387,7.4990821550706,111.352972064455,819198.0,0.35967861249661254,-1.0225443893293646,"(7.445, 8.152]",低收入组,0,1
"Somalia, Fed. Rep.",SOM,2024,467.269910194415,6.146907056865851,130.325060583271,19009151.0,0.06939736551095838,-2.667906373127112,"(5.965, 7.003]",低收入组,0,1
South Africa,ZAF,2024,5715.47531469148,8.650932742445304,61.646770473025,64007187.0,6.871579905550294,1.9273940514906425,"(8.434, 8.801]",中低收入组,0,0
Spain,ESP,2024,29245.2192451729,10.283471394692004,69.9502612382631,48848840.0,4.510675790868319,1.5064469850538753,"(9.751, 10.292]",高收入组,1,0
Sri Lanka,LKA,2024,4186.4986638365,8.339620022484397,42.3975008711047,21916000.0,0.9502438401168096,-0.05103665351546856,"(8.152, 8.434]",中低收入组,0,0
Sudan,SDN,2024,578.38916015625,6.360246929583617,1.99541210225008,50448963.0,0.3527287567833654,-1.042055911796519,"(5.965, 7.003]",低收入组,0,0
Sweden,SWE,2024,54209.9474264877,10.900619702441844,105.883091480464,10569709.0,3.6043236384275104,1.2821341354999898,"(10.726, 11.713]",高收入组,1,1
Switzerland,CHE,2024,90067.4645431168,11.408314274532755,134.09514852061,9005582.0,3.561314304838932,1.2701296634837875,"(10.726, 11.713]",高收入组,1,1
Tanzania,TZA,2024,1120.77416992188,7.0217749486489875,41.5131207208244,68560157.0,0.2919824702268404,-1.231061511985661,"(7.003, 7.445]",低收入组,0,0
Thailand,THA,2024,6574.46109387985,8.790947890778815,136.747107022451,71668011.0,3.7361187545723853,1.318047306417192,"(8.434, 8.801]",中低收入组,0,1
Timor-Leste,TLS,2024,1149.21888298011,7.046837758383393,95.4485021286221,1400638.0,0.47700547893174394,-0.7402273019296909,"(7.003, 7.445]",低收入组,0,1
Tunisia,TUN,2024,4006.20588267443,8.2955999084834,106.298549204247,12277109.0,2.660536450397239,0.9785277755419943,"(8.152, 8.434]",中低收入组,0,1
Turkiye,TUR,2024,15395.0278894893,9.641799871950939,54.5988061195916,85518661.0,5.999095331953338,1.7916086798521316,"(9.234, 9.751]",中高收入组,1,0
Turkmenistan,TKM,2024,8231.49544263659,9.015722983438721,28.7346076303052,7494498.0,10.808669239754284,2.380348519517559,"(8.801, 9.234]",中高收入组,1,0
Uganda,UGA,2024,986.090145363924,6.893747775741977,42.6527889088562,50015092.0,0.12663797559344686,-2.0664228490595216,"(5.965, 7.003]",低收入组,0,0
Ukraine,UKR,2024,2219.04248046875,7.704831066719044,77.7530113300514,37860221.0,3.763788383591316,1.3254259989926427,"(7.445, 8.152]",低收入组,0,0
United Kingdom,GBR,2024,47960.9105761942,10.778141595120394,62.8401605267118,69226000.0,4.5200580706670905,1.5085248412543306,"(10.726, 11.713]",高收入组,1,0
United States,USA,2024,66356.1706750101,11.102792037320047,25.3786342507088,340110988.0,14.419175425170327,2.6685589475013045,"(10.726, 11.713]",高收入组,1,0
Uruguay,URY,2024,18958.6033293537,9.850013109032059,52.4649167856379,3386588.0,2.354366695919315,0.8562717723729745,"(9.751, 10.292]",中高收入组,1,0
Uzbekistan,UZB,2024,3890.41593075015,8.266271353968646,60.7274403812997,36361859.0,3.829127108160229,1.3426368681207839,"(8.152, 8.434]",中低收入组,0,0
"Venezuela, RB",VEN,2024,1501.02277449885,7.313902004402332,26.0811657596499,28405543.0,4.085203511159776,1.4073715462043945,"(7.003, 7.445]",低收入组,0,0
Viet Nam,VNM,2024,4017.74604111554,8.298476338080063,173.862024782965,100987686.0,3.6730352451089927,1.3010183625195049,"(8.152, 8.434]",中低收入组,0,1
West Bank and Gaza,PSE,2024,2072.09019517685,7.636313132922707,81.3136801569531,5289152.0,0.903745250656438,-0.10120776067490683,"(7.445, 8.152]",低收入组,0,0
Zambia,ZMB,2024,1343.38966380353,7.202951298745944,62.5348874064443,21314956.0,0.5650163669115714,-0.5709005802701779,"(7.003, 7.445]",低收入组,0,0
Zimbabwe,ZWE,2024,1417.71894115853,7.256804479518592,41.4865312656314,16634373.0,0.8236651901457301,-0.19399115428275357,"(7.003, 7.445]",低收入组,0,0
