"模拟编号","普通标准误t统计量","稳健标准误t统计量"
160,-2.84001184992786,-2.76927665645967
161,-1.67020371752535,-2.57476251458934
162,0.357710852151335,0.267673689075297
163,0.0993224210295449,0.119670094493554
164,-0.8454869148151,-0.795822488209429
165,-0.771299457543418,-0.809000427734007
166,-0.700002982799849,-0.530436496226331
167,0.317711206626208,0.354805666609672
168,-0.0118928912980025,-0.0125385100570452
169,1.42169558419727,1.26969731291385
170,0.206420941082285,0.172524844157253
171,-1.11279075063913,-1.43857004167234
172,0.71431232442608,0.531263831413726
173,0.631383552562029,0.568817795912122
174,-1.46788790444227,-1.40394870806039
175,0.987616431136547,0.808483996299264
176,1.40204675983171,1.12275758162776
177,-1.22572525855836,-1.68173929637434
178,0.505310783688309,0.852880280757596
179,-0.0394612510931759,-0.0341931326841492
180,-0.199253941794355,-0.192208071663543
181,-6.47777724284759,-7.42962211582988
182,0.4410108038154,0.445289512835443
183,2.02442731771839,1.43032447113467
184,-1.17783637299572,-1.06574090299631
185,0.0715862639743815,0.0533589331584049
186,-1.02051688109756,-0.936536754270599
187,-0.313708421582271,-0.439168517952628
188,-1.26608283909055,-1.90658041485553
189,-2.47324143941723,-5.01949575199287
190,0.0559155772299796,0.0774699017240813
191,0.18558319414627,0.163323735470322
192,-0.990240117120831,-1.1507892711615
193,-0.207745094272003,-0.226764336310426
194,0.928586053043094,0.748016884100527
195,-0.928153351729593,-1.03809769771503
196,-0.839829733574139,-1.34614513856462
197,-0.214926354263245,-0.316300774257281
198,1.11356528562422,0.761696973874652
199,-1.74572649095027,-1.73653381126703
200,0.45795000900911,0.640384565904646
201,-2.20236249893097,-2.51470421047678
202,-0.79983705138824,-0.717860569776583
203,-0.742099353199398,-0.621043942666737
204,1.40434144707419,1.00728218793674
205,1.84360993775599,1.15986106717808
206,0.077451486827648,0.0794927173917429
207,1.04753230797123,0.91157632695863
208,1.93479968456807,1.9289882382709
209,-0.0623734844567088,-0.0680855597212559
210,-3.53016080416337,-3.98222392034165
211,1.16035444760042,0.883316305647846
212,1.77462604313041,1.81234318943746
213,-1.68739724747111,-2.60308855001978
214,1.12260862931968,1.23734657129502
215,2.7407634916455,2.49211487856637
216,0.655016146779766,0.717374616803101
217,-2.66819365455479,-2.87701018152163
218,-3.36294925053534,-3.31756009810271
219,-1.45057028584108,-1.30072611175659
220,-0.159643692425793,-0.180468685917699
221,-0.413627381389898,-0.40559361535273
222,-1.32728011741491,-1.81289908333889
223,0.107283980933967,0.179677576052787
224,-3.09919026726192,-4.2377499794565
225,-0.813684224555064,-1.2045058804128
226,-0.841305884447999,-0.919116863005288
227,-0.692906439707904,-0.746772709630476
228,0.0274564287742785,0.0212511257540336
229,-0.968781285474436,-1.04944736372163
230,-2.27667269368171,-2.26795679808656
231,0.152044919263867,0.11847199867287
232,-2.31485128467708,-1.87033116786111
233,-0.408213590070309,-0.557496083948597
234,0.702181778832743,0.4509991251632
235,0.806101719796452,0.794291455760134
236,-1.85869423661551,-1.63510968711643
237,0.748763116183815,0.835676215754395
238,-1.44496201335751,-2.04313640271431
239,0.993018579842057,0.679227676602104
240,-1.69355250213523,-1.91764314804791
241,0.539302120168369,0.582671173004345
242,1.08401169667538,0.84904586170983
243,0.00759447431613542,0.00683215463536452
244,0.57287567394681,0.593558880968635
245,-0.559185357970346,-0.703748729935879
246,-0.457648676126089,-0.359516129204899
247,1.62363494050173,1.5175456505973
248,-1.5182462289478,-1.55837018009098
249,-1.64502323217932,-2.02384245821348
250,0.757305082577008,1.04132808271584
251,-0.598607987558901,-0.833468049536438
252,0.174687698564232,0.234318355917999
253,0.633540419417354,0.774047370842023
254,-1.09275175667095,-1.79638850943256
255,-0.733971732881227,-0.853073790356305
256,-2.99471694364513,-4.42561306663098
257,0.473788087220003,0.437820134122317
258,-1.15393427728672,-1.96970613610974
259,-1.22770204604678,-1.56642762454382
260,-1.2800635925386,-0.83974853339658
261,-1.81870412998934,-2.45725055431507
262,-0.357688682827501,-0.550309617907927
263,-3.42878560585444,-5.2357208854308
264,0.43237961356269,0.43616190945383
265,-2.93526846620893,-3.94554090862436
266,-0.672610929762654,-0.557194632194231
267,0.981027713979872,1.12378588643558
268,-0.0249928517415575,-0.0349879539951335
269,2.67939847302399,1.73982929584091
270,-0.138312608401434,-0.165267225865991
271,-0.972805046228635,-1.05995047643597
272,1.35821640115973,0.998665761363051
273,-1.16101819856337,-1.59885840526692
274,-1.08735554815094,-1.19187006795206
275,-0.526107764458881,-0.625797352468912
276,-0.889982648632656,-1.08174348740128
277,0.348189293507919,0.344587751364644
278,-6.54801486032758,-9.57097056300017
279,0.518587057428427,0.399234535384953
280,0.271644141983789,0.168918890102339
281,0.700218456055973,0.927046481162149
282,0.609751571601846,0.467860588818332
283,0.913530422997608,0.627726578363167
284,-0.279141011924105,-0.291366805191131
285,-2.8629319851316,-2.29563637537158
286,0.454759475649084,0.36644976266263
287,-0.157349270460169,-0.151743211258148
288,0.62829570870865,0.511865726874018
289,-0.421346003751934,-0.428068749851604
290,-0.712123400756944,-0.848738692954906
291,-0.57017896981107,-0.485480183964951
292,-0.681827806116109,-0.900768747372325
293,1.18054693410194,1.20810260963925
294,-0.385121013726401,-0.593531579116038
295,0.278962219250725,0.281647022772767
296,-1.81809853517545,-2.38915492380163
297,0.624970767897119,0.705718900114369
298,-1.62074680036908,-1.51060816420965
299,1.57796051684182,1.4310317517255
300,2.00364972918403,1.85284871324912
301,0.84257474101324,0.631892540916585
302,-1.26168672845254,-1.3019918801202
303,-1.31914891052072,-1.90284437953828
304,0.163734101426843,0.199504967219104
305,0.968979510263713,0.845248464623086
306,-0.528847689561303,-0.508037769587591
307,0.161893241378962,0.123654296639372
308,1.19822473193484,0.762048910946882
309,1.44150817438353,1.01150561378594
310,0.921468259425508,0.705556470265272
311,-0.721559664193515,-0.756729385052927
312,0.442545207545739,0.435001593811955
313,-0.486338932839174,-1.36152591823125
314,-0.467135275098673,-0.579600908778931
315,-1.26098450543462,-2.02104678808416
316,-1.0135766174825,-1.20400247857704
317,0.536055838543589,0.45787853986082
318,0.13150559805278,0.121101922484706
319,-0.27004648856136,-0.253774639790505
320,-1.57598135360439,-2.74347963950975
321,-2.61245818783654,-3.54036223659718
322,2.56754221965616,1.87849056362652
323,1.26601360580574,0.994208360250653
324,0.424509622967846,0.29252781356693
325,0.253540965167457,0.216565004352212
326,-1.2022625115651,-1.36638464451426
327,-0.159307495141568,-0.188144422265244
328,-0.976096554757697,-1.15795058866294
329,1.87497405700725,1.25380723890808
330,-0.233161359610399,-0.388396742370904
331,-1.7733610681822,-1.73951883955007
332,-2.98821360193697,-4.52607901403096
333,-0.972160483211395,-1.28683019119524
334,-0.018354335414119,-0.0198984000386977
335,1.14146582476888,0.83087895259715
336,0.742272851933773,0.766396804464097
337,0.590632919108713,0.862448256666846
338,-0.71135849917808,-0.882836849554362
339,-1.14596538461869,-1.11940873179699
340,-4.3239294982825,-4.91076919666774
341,-0.225279465516788,-0.160382813332664
342,-0.0268348627682984,-0.0268007487235826
343,-0.372445394917483,-0.87146629363172
344,-0.91269249812786,-1.63979102317805
345,-1.45016697409912,-2.10620102405209
346,1.36139806303405,1.05296626285903
347,-0.298379617745497,-0.396063945586726
348,-1.44440150054086,-1.41181760788329
349,0.677795868516695,0.827308685993811
350,-0.104622659071283,-0.111761335716865
351,-0.315160340769706,-0.229489389847651
352,-0.315674997077075,-0.550652933211074
353,0.29205020055792,0.431553592836187
354,0.604520957352113,0.554817421231063
355,0.716377444421589,0.500865906447708
356,-2.91117230719246,-3.09990664008249
357,-3.17994107620493,-4.23676146940596
358,1.34352628048297,1.01827549200001
359,1.41603452418399,1.50859184096495
360,1.19360280487596,1.06075377700167
361,1.22026737552758,0.821249838552144
362,-0.872552848580163,-0.810516514597726
363,-0.0100940632977986,-0.013389144189231
364,-3.52453730886032,-3.13772174963908
365,-0.021435841963461,-0.0238040303856518
366,-1.29229231195773,-1.29673460295578
367,-2.87833400396525,-4.03388632240946
368,0.106867464842511,0.111814941733088
369,-3.8366328046708,-5.63077425182463
370,2.31258792487701,1.4978169921408
371,1.5121516282085,1.65392168966979
372,-2.6999060018787,-3.3834874206493
373,-2.90539293442673,-3.60524472088232
374,0.261061516730556,0.274325334833424
375,0.580460930702272,0.512682288926067
376,0.239324474196746,0.178244355350943
377,-0.199550123952626,-0.236503571559196
378,-0.213005591587344,-0.319604227047373
379,1.09568922477962,0.970677350253104
380,-0.643689164937231,-0.535181833143061
381,-0.0899032880543674,-0.087059044841747
382,-3.59528950098696,-3.34292701924285
383,-0.143282056697034,-0.134561345102577
384,0.669518358605162,0.880315204589931
385,-0.383464678140181,-0.328189617986527
386,0.219269746636745,0.217471084065657
387,0.621347441206048,0.562192194427474
388,-0.493517339931335,-0.573429997140749
389,0.650586848007847,0.549173352656537
390,-3.16423024203738,-3.10214997920703
391,0.23957357637392,0.210722762486704
392,0.434157554290597,0.329077544073363
393,-1.15827341361724,-1.09145998237219
394,0.454310186565657,0.342536927171736
395,0.193803690848099,0.172669075938975
396,-0.189579835812519,-0.199312556775417
397,-1.49352942033177,-1.6246931140794
398,0.832081520604403,0.728375048100854
399,-0.00992715574994226,-0.0110928026892852
400,-3.77539465659596,-5.20639399307658
401,-1.24483192726917,-1.48093235783513
402,-0.7978271573483,-1.12029350029083
403,-0.505124535977282,-0.427419818934126
404,1.05982929548836,0.992917575694288
405,-0.346466680749498,-0.236406014732617
406,1.336113532665,0.978345451150542
407,0.180230493589796,0.141015638377817
408,0.013746455234011,0.0169091846449047
409,-1.22806843031414,-1.98355398417083
410,-0.360689054108691,-0.462923198851222
411,-1.01449389606714,-1.43180708083647
412,-0.791224183402973,-0.778745833826155
413,0.579667537620136,0.46242278426738
414,-1.80416038761315,-4.58254484124408
415,-2.59753466435519,-2.2581790590489
416,0.549242477816809,0.452587425457749
417,0.0761204793511145,0.101359223783337
418,0.231556114272038,0.240488124167261
419,-1.30700637816884,-1.33587936899374
420,-1.8252536133583,-2.08640280777513
421,0.467234441169149,0.436180925560086
422,1.28321601842154,1.137969932375
423,-1.67802787035618,-1.43389773518211
424,-0.470667710071972,-0.372178817555045
425,-0.699846484070894,-0.605709509583835
426,-2.10277765241906,-2.5114902343329
427,0.347046484989833,0.29227296398678
428,-2.11718416653774,-2.04689381192346
429,-5.01565551643852,-4.58271424173037
430,-0.598543162764012,-0.62042470359153
431,0.0158347234408901,0.0179623180404862
432,-4.17245141621587,-5.74206197185714
433,-0.00932537459938057,-0.0121565451165922
434,-2.35145226384525,-3.66690236263478
435,-1.70234132726619,-1.65942356674877
436,0.127333928752037,0.154636438611826
437,0.827915056816388,0.64248230023018
438,-0.206411129053047,-0.236036584329708
439,-1.17674951033001,-1.11955320610537
440,-1.99483288133648,-4.37999057765536
441,-0.756645723334437,-1.06500706628863
442,0.638753657237489,0.564086773937037
443,-0.728047624270396,-0.894432326475968
444,-0.563229793428517,-0.784747566481998
445,0.238112718185696,0.254629044755457
446,-2.48183953291901,-2.24615039220497
447,0.272386090476933,0.241867079445035
448,-0.490286810597281,-0.420544985873614
449,0.62518005257322,0.522775163110349
450,0.458047033122933,0.518096462075509
451,-0.560392975919387,-0.756878020208138
452,-4.01572382247599,-4.8963955726123
453,-1.38086926790797,-1.36720683370551
454,1.41879821443488,0.780576079774653
455,-3.99647540346749,-5.14660555875496
456,-0.383442535981189,-0.543315439951456
457,-0.453680499039184,-0.649438805153937
458,-2.16786658043438,-3.53477689666145
459,-0.727742234023507,-0.565606182737882
460,-0.326509966790195,-0.767042588841425
461,-0.700619469520024,-0.66062451443761
462,0.91284090267799,1.03895819293344
463,-4.85937204726988,-3.55944791442258
464,0.845730466506249,0.660767949779355
465,0.952512800670337,1.00019563791273
466,-0.658200003192483,-1.0987284710015
467,1.69902448886301,1.11570929784306
468,1.23827803296756,1.21158858994289
469,-0.32324058468102,-0.432267342576875
470,-3.60570653120557,-3.51601337005757
471,-3.14672784098593,-4.79397721245411
472,-0.0298622539382329,-0.0254026719123198
473,1.34171690486847,1.92620747820922
474,-0.115251939911581,-0.108548649365328
475,0.0973567278938471,0.091694840767344
476,-1.08743585735047,-2.1221545333113
477,-0.119956647436775,-0.110774735618812
478,-1.06202278850362,-1.00159587048334
479,-0.318959431010233,-0.343795396750438
480,-0.517176140862143,-0.641292563171781
481,0.224513050458395,0.199365242905006
482,-0.483001326464884,-0.683493905326632
483,-1.72042141746161,-1.66837498090954
484,-1.24030822097107,-1.76631254692243
485,0.979328234136436,0.815233240358312
486,0.0751893800630753,0.0834992138315292
487,-0.0660458716404246,-0.0535814301547446
488,-3.34142910046029,-3.52818835522468
489,0.825785669507934,0.69260288567228
490,-0.348993594984719,-0.377545157023939
491,1.20059594190775,0.811651116542445
492,-1.40031932547961,-1.23189557249869
493,1.06409776753181,0.879823475440705
494,0.146889445502868,0.140123770577436
495,0.344199093073667,0.355777020078989
496,-2.96174439450687,-5.51141250310877
497,-0.896979114773108,-1.38515585092573
498,-1.78565104547594,-1.59296824031848
499,-0.844391431117789,-1.17441550748438
500,2.0031121577043,1.44067622431964
501,0.165870706870593,0.168597442912538
502,-2.0609845144834,-2.41195003597118
503,-0.6156237001286,-0.909447458004
504,1.42556470011562,1.4779052061244
505,0.0722804631714247,0.086550324122881
506,0.176056685994977,0.184293126381555
507,-2.84599489840889,-3.44723042581569
508,-0.862506292585952,-0.886283439067096
509,-0.0668541213305693,-0.0838175845540649
510,-0.428471686273149,-0.479784711008422
511,0.896313784367838,1.35987521703081
512,0.369449105295916,0.317460883110614
513,-0.866448038028678,-0.859630936188103
514,-2.01713196778979,-2.14413924739321
515,1.04124803982235,1.19571596879871
516,0.191815250610263,0.25448237360706
517,-1.31637381235793,-1.16965702444692
518,0.316879274639992,0.296477013337572
519,0.365854055626692,0.26523450200756
520,-0.572323643076373,-0.621797547117228
521,0.091298287815119,0.0952037138900505
522,0.626343907778239,0.539837340690747
523,1.2812395126293,1.04760207826769
524,0.249893712411148,0.282450104532631
525,-0.527495374472243,-0.406123592731822
526,0.231028701807111,0.409611095912963
527,-1.89218842448763,-2.54304873666111
528,-0.0922349052958633,-0.0958064492167587
529,-1.33069320733207,-1.92102780676402
530,-0.209879348670936,-0.272537349070219
531,1.91940763594606,1.40553442898517
532,-1.84620141388751,-2.51381443526666
533,-0.154348561618518,-0.207897873726125
534,-1.05156978176977,-0.687836123982468
535,0.918714011206649,0.715660083690537
536,-0.936323332245988,-1.12435675719249
537,-1.10753117602473,-1.50714326407186
538,0.254083894683631,0.330539826169371
539,0.744090888327752,0.602741299976947
540,-0.926805318602569,-0.989186581201879
541,0.238720300233011,0.214219211033398
542,1.46739455948901,1.94714797296357
543,0.222812708603972,0.239594188454582
544,-0.00994316881786039,-0.0080636442782587
545,-1.2805213856901,-1.13933612447161
546,0.162483065112928,0.112463333104435
547,0.786190586556899,0.68252719922377
548,-0.16674930575651,-0.156207321835556
549,-0.836339512778855,-1.08407032563178
550,1.22408757307766,0.766922402340543
551,-0.343159849755798,-0.330798089217622
552,-0.72673799395868,-0.891264321904638
553,-4.32230554899599,-4.40718270899931
554,1.88062645923447,1.28273693284663
555,0.795317378488645,0.760420181851417
556,-2.61417011280445,-2.84361062806336
557,0.121364312644582,0.236066679164174
558,-0.252930605169034,-0.262202428232484
559,-3.28063425054121,-4.13978944790543
560,0.726678517327899,0.886488284886713
561,-2.70851731327884,-2.69625362035189
562,-2.09379129281133,-2.47964668922571
563,-0.863738078239306,-0.950406700422159
564,-3.37851291691197,-3.96063761593422
565,-3.25643285359332,-3.64766366599376
566,0.606600144069126,0.470761332328291
567,1.95649454264863,2.00536190631679
568,-0.165080473389352,-0.133733966436629
569,-0.415084935933719,-0.43396592878147
570,-0.933527841354286,-1.15990682165074
571,0.16531701967318,0.135392730460649
572,-2.91638242933906,-3.79060690677858
573,-0.382445351235844,-0.331661136974413
574,-0.561203745309777,-0.636433726661558
575,-0.555587395695019,-0.600466962892822
576,-0.116952874198865,-0.122590560982325
577,-0.73104522446255,-0.694934338717193
578,-0.774423667694781,-0.708097023799013
579,-0.807541332609118,-0.754583284491807
580,-1.20353429041901,-2.80114518935604
581,0.873239951087427,0.88862273018061
582,-1.27613233264457,-1.4159170775611
583,0.540347131757282,0.455725284258927
584,-0.0502409395973793,-0.049140501358964
585,0.326855826821283,0.316266823387301
586,0.984486502637837,0.726342476834013
587,-1.76190659892344,-2.17447082921327
588,-4.87590549424888,-5.72472438204447
589,-1.17020193158878,-0.866835422513533
590,0.111392427852982,0.0765192710854957
591,0.728680848076856,0.518909163916375
592,1.22537833982272,1.11503535149396
593,-0.0472570924498918,-0.0689729752950259
594,1.41582943373822,0.981102228603879
595,-0.0434693432875228,-0.0530696247233351
596,0.511793952758942,0.610620729951116
597,-1.37265553738674,-2.18175910365068
598,0.700650359110763,0.539382656094505
599,1.12779056191604,0.752283025433376
600,-0.155213441170911,-0.195030545345436
601,-3.2020375706114,-5.55591725115238
602,0.708684493459971,0.767129394758148
603,-1.11226505180101,-1.0195716232084
604,0.747273971174068,0.564318880963475
605,-0.635454434713306,-0.517749405459031
606,-0.553257512652118,-0.555582259255362
607,-1.04704893787599,-1.62755972653148
608,-2.37489432984335,-2.79204771019375
609,1.38690486200653,1.01796882600732
610,0.355838658257959,0.338084261427293
611,-1.39089208506242,-2.43029827680554
612,0.207395860382658,0.21361386316054
613,0.779925247108007,0.813913707660643
614,0.0714530748434121,0.0697392445042351
615,-0.262235417835104,-0.248589911179242
616,0.572187071415722,0.436793988847584
617,-0.043545243816436,-0.0376356288277998
618,0.418212651314363,0.373856530530047
619,0.337592030926727,0.410410521587457
620,-0.0571000947427047,-0.0438383047233315
621,0.864429594247776,0.823035325132302
622,-2.38101872451498,-4.38571694481969
623,0.492248230953654,0.474717041632017
624,-0.579275178383796,-0.792568338776466
625,1.24364995598869,0.920517096245145
626,-3.7710551557016,-4.23662282626083
627,-1.05956193989525,-0.858452638502393
628,1.04700946236349,0.990631479470336
629,-0.0403719743703144,-0.0347379916180726
630,1.07699462250631,1.05234645655279
631,0.52689772001418,0.501397453161039
632,-0.596739630641714,-0.877261544123338
633,-1.37286511036195,-1.49863844834365
634,-4.25524801838059,-3.94183735380366
635,-0.500881015043928,-0.842071794685184
636,0.538760440051449,0.437464284699935
637,-0.615810324116027,-0.581341480767992
638,-1.48496035267262,-1.62600655971841
639,-0.669704586695631,-1.01168943320784
640,1.12970646261487,1.21219338450439
641,-4.50287439232272,-4.79439663736795
642,-0.725583853550517,-0.687870485468719
643,1.96934941878718,1.62515203152406
644,0.334077730651869,0.351167059011686
645,0.618328868502754,0.809875308319313
646,0.00678804299837432,0.0046269784704476
647,-0.0823639623079173,-0.0712736225829085
648,-1.50381845236097,-1.54269141762306
649,0.740421033010054,0.605178365868638
650,-0.821453435887514,-0.711693215794863
651,-0.895061519925596,-1.80286318573971
652,0.466169695556634,0.379615838003717
653,-7.01454063682729,-8.40489287205733
654,-1.03064587803348,-0.949522569029378
655,1.35653024876992,1.20715622379453
656,-0.60359367374203,-0.901432709895342
657,-2.04042577456719,-2.96720137853161
658,0.368814890976989,0.299822605203601
659,-1.53630855290283,-1.81127863089661
660,-0.147819578349219,-0.176897300660692
661,1.92138238158383,1.82457120040878
662,0.723512945120065,0.653524849358047
663,1.04321135170235,1.06754757692467
664,-1.66014572875814,-2.63220658045759
665,-0.027127863129885,-0.0233078626537374
666,0.899822267231319,0.83568814277415
667,-0.285742418526416,-0.343486942595941
668,0.234172425920266,0.271306880049513
669,-1.35823663291227,-1.75315631105086
670,-0.727729172629445,-0.718157047910113
671,-4.66856172640237,-5.29972030819014
672,0.763633079562759,0.736421839564246
673,0.364346021267716,0.337836437689624
674,0.320229055832239,0.301356058016309
675,-1.51346662595784,-2.00815411352188
676,-0.823796477817562,-0.64591182986209
677,0.0856145224918282,0.0859256644149824
678,-1.42206754748081,-1.28356631699871
679,0.438909070880784,0.406922351389481
680,-0.23458844721637,-0.28444048084132
681,-0.258844297536762,-0.255508090646605
682,1.12190984384887,0.828304256906943
683,-2.47657022561207,-2.95779874203609
684,-0.465664537059228,-0.54587571595145
685,-2.78888678641259,-5.38269304789096
686,-0.0519769629239117,-0.0941757937324812
687,0.172493565467153,0.277249438391296
688,-1.61692461707801,-2.24171071503805
689,1.50544516140759,1.26480263037507
690,1.38915445167599,1.09816941769183
691,-0.0852190692707088,-0.0696436052037758
692,0.455812841153315,0.504953322622896
693,-0.307454645410133,-0.443913989647916
694,0.517217477080004,0.381371556616425
695,0.942695524508326,0.846104555559036
696,-1.07263853993338,-1.03197184737765
697,-1.72262339006664,-1.96587213211627
698,-2.22746959453687,-1.83186117384935
699,-2.46325062334141,-2.68586835125005
700,0.0993501618177954,0.0995550972424897
701,-0.986035176060577,-0.997533211382694
702,0.00640312599087633,0.00543719168498711
703,-2.57993842772553,-2.85035542676607
704,1.70063675781465,1.43433917783873
705,0.488859662355272,0.545770885677338
706,-3.04756861770483,-3.82734962157217
707,-1.63522574548128,-1.94348498518693
708,1.10698906259358,0.815180988743728
709,-0.621601007049729,-0.832246108697635
710,-3.50409468796921,-4.81197570302793
711,-0.992408472672637,-0.83487638375824
712,0.531504642488181,0.465522067199246
713,-0.307484846358425,-0.37446404725246
714,-0.844799624477548,-0.872907259001783
715,1.08328006499864,1.11654770870107
716,1.1951797208833,1.57349261587159
717,-0.221320931816824,-0.281106525995551
718,-0.223468030475912,-0.314344783232526
719,1.71139337334179,1.58503324323249
720,-1.93109625845487,-2.16112169556745
721,-1.44260950318354,-1.4859910604697
722,-1.9029463330434,-2.29578505928883
723,-0.264929782802583,-0.218269707318683
