default,pay_delay,male,age,limit_bal_10k,bill_ratio,pred,pred_lpm
0,-1,1,28,18.0,0.010177777777777779,0.10483455313391934,0.10450561470842627
0,1,1,23,5.0,0.20262,0.36311571081575156,0.3530570639868826
0,-2,1,29,17.0,0.07152352941176471,0.05682592081238225,-0.004024154963504029
0,-1,1,29,2.0,0.05995,0.13739885374435626,0.14476699642037139
0,0,1,28,5.0,0.09998,0.22974173242652046,0.2484626056138753
1,0,0,27,17.0,0.11334705882352941,0.175849751950136,0.20317087785314122
0,1,1,34,20.0,0.98618,0.3220076003677133,0.33426993712855935
0,1,0,23,8.0,0.1146,0.327405189994693,0.3311071562636013
0,1,0,60,26.0,-0.004230769230769231,0.32551207258319403,0.34635933368552385
0,0,1,32,14.0,0.6187642857142858,0.20711629676279786,0.2330612749990928
0,0,1,25,8.0,0.53055,0.215459097389925,0.23644707124263356
0,1,1,41,35.0,0.0005942857142857143,0.2763470627523256,0.3091304187320998
0,0,0,56,28.0,0.745625,0.1834053071744003,0.22263783387328373
0,0,0,26,3.0,0.30046666666666666,0.21548058694991976,0.23542190331759183
0,0,1,34,14.0,0.17102857142857142,0.21003795813256781,0.23623747076816093
0,0,0,37,20.0,0.5271,0.18060797123736314,0.2118006159808422
0,0,0,30,20.0,0.980155,0.1716210297106722,0.20068393078910382
1,2,1,45,21.0,0.5513571428571429,0.5065668883194464,0.4618568814148983
0,3,1,57,5.0,0.25708,0.7546057367006479,0.6321222876523955
0,2,1,41,3.0,0.8119,0.581009782039962,0.49901193418259954
0,2,1,27,5.0,0.0078,0.5413267120213411,0.47194440332069637
0,-1,1,47,29.0,0.004255172413793104,0.10139279556053366,0.10809159188322823
0,0,0,34,25.0,0.564892,0.16353874552944261,0.19495092113117407
0,0,0,46,6.0,0.35246666666666665,0.2366356022311166,0.25993262029063335
0,0,0,27,11.0,0.924,0.19267736602429492,0.21767335928842035
0,-2,1,50,37.0,0.016467567567567568,0.04757052972734676,-0.019015704172552716
0,-1,1,27,10.0,1.02349,0.11877109366937412,0.12225415873759775
0,0,0,35,9.0,0.8012444444444444,0.21005905176660766,0.2352123028431192
0,0,0,22,5.0,0.5608,0.20343886827765598,0.22423535130102923
0,0,1,37,27.0,0.1396111111111111,0.1764117254342012,0.2095797213119916
0,-1,0,30,30.0,0.0022933333333333334,0.07921734553819874,0.06397818060129437
0,-1,0,22,5.0,0.17134,0.11333786869979064,0.1117004035053517
1,1,0,24,5.0,-0.01418,0.34184422041646495,0.3399464948657749
0,1,1,29,36.0,0.0,0.25208544679760997,0.287656163878478
1,1,1,56,13.0,0.4970538461538462,0.3967128277301035,0.3861276522628009
0,-2,1,30,8.0,0.0773375,0.06708312337797007,0.01931766507394872
0,1,1,30,5.0,0.9772,0.3775598711844326,0.36417374917862094
0,0,0,22,2.0,0.80005,0.21266594861219243,0.2314865920186688
0,0,0,29,8.0,0.9735375,0.20440312342825,0.22810079577512804
0,-1,1,37,24.0,0.050883333333333336,0.10183552995015867,0.10429601423395363
0,0,0,35,8.0,0.6201,0.21317372039274163,0.2376293830823324
0,0,0,47,50.0,0.112844,0.1209122479656524,0.155169187649787
1,0,0,24,6.0,0.9670666666666666,0.20328172897166386,0.22499446683088414
0,0,1,25,2.0,0.5321,0.23499628448203871,0.25094955267791275
1,1,0,38,10.0,0.14483,0.3487501951928399,0.3500944640531857
0,1,0,32,36.0,0.007266666666666667,0.23811511704310734,0.2777217905264384
1,2,0,47,20.0,0.99718,0.4901433194657153,0.4527514904175378
0,1,0,34,13.0,0.0,0.32828662026099475,0.3364908317974099
0,1,0,31,2.0,1.08515,0.36885545970221545,0.35831442077515285
0,0,1,32,31.0,0.1932290322580645,0.15979199297766217,0.19197091093246854
1,2,0,27,6.0,0.32708333333333334,0.5112345063328166,0.45482865607584144
0,-1,0,29,18.0,0.06325555555555555,0.09640308175241008,0.09139504558731859
0,-1,0,24,18.0,0.0815,0.0926168349813975,0.08345455616464831
0,0,1,36,5.0,0.9558,0.24250911523069177,0.2611673886901478
1,1,0,24,5.0,0.72332,0.34184422041646495,0.3399464948657749
0,-2,0,34,15.0,0.0,0.055738052082445824,-0.005948172068049096
0,0,0,22,2.0,0.92765,0.21266594861219243,0.2314865920186688
0,-2,0,34,50.0,0.000824,0.029794881261882553,-0.09054598044051079
1,1,0,22,3.0,0.967,0.3462764508296528,0.3416044595751332
0,-2,0,38,18.0,0.004166666666666667,0.054663232647242675,-0.0068470212475524594
0,0,1,31,14.0,0.1937357142857143,0.20566676728186037,0.23147317711455875
0,-1,0,26,14.0,0.09588571428571428,0.10067774498475256,0.09629907289056919
0,0,1,26,12.0,0.8942833333333333,0.2045402225361749,0.22836684817031486
0,0,0,48,36.0,0.6289722222222223,0.15269764874788774,0.19059640888330573
0,-1,1,43,2.0,0.01135,0.15275325407399146,0.16700036680384817
0,-1,1,47,10.0,0.0039,0.13858116736815446,0.15401611642827884
1,-1,0,41,21.0,0.014704761904761905,0.10086441180184483,0.10320097948408768
1,0,0,24,8.0,1.0203125,0.19730134127297233,0.22016030635245776
0,-1,0,50,33.0,0.026884848484848484,0.08850376839848442,0.08848889757433587
0,0,1,24,22.0,0.48003181818181817,0.17328111436233826,0.20101985000911482
1,1,0,38,21.0,0.0,0.3036659552240168,0.32350658142184063
0,0,0,43,4.0,0.956425,0.2385901745592559,0.2600024871154576
0,0,1,39,3.0,0.9449,0.25443742821289483,0.2707658428221763
0,2,1,27,47.0,0.6310063829787234,0.3501382433646316,0.3704270332737423
0,-1,1,42,3.0,0.013,0.14922566283416988,0.1629951886801009
1,1,0,36,24.0,-0.003941666666666666,0.28830940805732047,0.31307914493513295
0,2,1,36,8.0,0.990975,0.5471901645537337,0.47898604356386326
0,0,0,31,11.0,0.8180818181818181,0.19824374579353457,0.2240257508265566
0,-1,0,38,31.0,0.004593548387096774,0.08310407103821155,0.07426588343835361
1,2,0,40,36.0,0.29213055555555556,0.4012904746273301,0.40296152139838837
0,0,0,45,33.0,1.0157454545454545,0.15654821741838348,0.19308335594734316
0,0,0,35,30.0,0.9720633333333333,0.15230604458661923,0.18445361781964217
0,0,0,33,32.0,0.286415625,0.1453352590143094,0.17644326157214768
1,1,0,37,5.0,1.05252,0.368178290773492,0.3605917673647176
0,0,0,28,17.0,0.7668823529411765,0.17713599566051222,0.20475897573767526
0,-1,1,44,35.0,0.009328571428571429,0.08944667574453706,0.0888248167943469
0,0,1,37,2.0,0.82275,0.25462147373181987,0.2700067272923214
1,2,1,23,5.0,0.99516,0.5325254770728192,0.46559201178256016
0,1,0,24,2.0,0.9577,0.3545546162742013,0.3471977355834145
0,0,0,24,5.0,0.70168,0.20632215327314227,0.22741154707009734
1,1,1,23,2.0,1.01175,0.37616497813636274,0.36030830470452213
0,0,1,26,5.0,2.056,0.2266246173573107,0.2452864098448072
1,2,1,34,19.0,0.6831631578947368,0.4915660108409503,0.44922196516345003
0,0,0,33,6.0,0.97005,0.2164864055271713,0.23928734779169064
0,-1,1,35,8.0,0.09985,0.13056384170134314,0.13979310229229658
0,0,0,27,15.0,0.8493466666666667,0.18132680385383293,0.2080050383315676
0,-2,0,31,21.0,0.006857142857142857,0.04887839797629246,-0.02521494715693043
1,0,0,50,24.0,0.9758541666666667,0.18665930193137464,0.22277756752293215
1,0,0,41,14.0,0.13818571428571427,0.2034583212757802,0.23265548895425758
0,1,0,28,6.0,0.35835,0.3456180345782834,0.3438818061646979
0,0,1,39,5.0,0.94348,0.24741944301939464,0.2659316823437499
0,0,0,27,5.0,0.5331,0.2107035786424267,0.2321758407236995
0,-1,0,32,18.0,0.01743888888888889,0.09874068126895998,0.09615933924092075
0,-1,0,40,3.0,0.004733333333333333,0.1346498494656743,0.14512032590539106
0,0,0,40,2.0,0.9908,0.24055580380881347,0.26007235394028183
0,0,0,75,25.0,0.211496,0.2193786320670653,0.26006293439707034
0,0,0,27,10.0,0.37767,0.19559812262664403,0.22009043952763355
0,0,1,25,33.0,0.1398181818181818,0.14690765677202217,0.1760200652623038
0,0,1,46,5.0,0.71426,0.25913392825466924,0.2770483675354883
0,1,0,26,5.0,1.01734,0.3458374410600721,0.343122690634843
0,0,1,28,3.0,0.9747333333333333,0.23641581143472204,0.2532967660923017
1,0,0,26,14.0,0.7253642857142857,0.18278907723916812,0.20883402068624674
0,0,0,28,16.0,0.43901875,0.17987365356067933,0.20717605597688846
0,-1,0,29,40.0,0.04883,0.0660770249215155,0.038219280324628374
0,0,1,25,5.0,0.55398,0.22507731386170127,0.24369831196027314
0,0,0,48,14.0,0.008242857142857142,0.21368237551430785,0.24377217414599595
0,-1,0,33,16.0,0.05009375,0.1029279104296113,0.10258159760388119
0,0,0,43,10.0,0.6217,0.21883967050452457,0.24550000568017843
1,2,1,48,22.0,0.9562727272727273,0.5085363788422107,0.46420409482928726
0,0,0,29,51.0,0.15359019607843138,0.10323514296262226,0.12416634548896083
0,0,1,29,5.0,0.98552,0.231311530160028,0.25005070349840935
0,-1,0,38,16.0,0.02795625,0.10708593507607353,0.11052208702655147
0,-2,0,37,23.0,0.00992608695652174,0.04961627860472724,-0.020520520328152464
0,-1,0,37,8.0,0.1264375,0.12128122086803134,0.12827063105572295
0,-1,0,25,15.0,0.04104,0.09821334790405901,0.09229389476682194
0,0,1,23,1.0,0.6974,0.23517070311758412,0.2501904371480578
1,0,0,49,13.0,0.6846384615384615,0.21834263348106644,0.2477773522697432
0,0,0,48,4.0,0.871775,0.24672133371877625,0.2679429765381278
1,3,1,27,5.0,0.27388,0.7022085787847067,0.584479351116374
0,0,1,32,10.0,0.70003,0.2196480839215253,0.24272959595594557
0,-1,1,34,12.0,0.009016666666666666,0.12137107290647471,0.12853668345090974
1,1,0,58,26.0,0.0,0.32163814840458016,0.3431831379164557
0,0,0,33,20.0,0.056265,0.1754284277736607,0.20544822444270597
1,-2,0,28,36.0,0.0,0.03644247589109297,-0.06623544439873044
0,0,0,36,7.0,0.9814142857142857,0.21782595805663013,0.24163456120607962
1,2,1,40,46.0,0.0003717391304347826,0.38113922713506887,0.3934893860118982
0,-1,0,26,5.0,0.02312,0.1169441780310942,0.11805279504348791
0,0,1,33,5.0,1.01718,0.2376654634779491,0.25640309503654557
0,0,0,31,25.0,0.412436,0.15993934184690375,0.19018662747757192
0,0,0,27,3.0,0.0504,0.2169803899839461,0.2370100012021259
0,0,1,44,27.0,0.47238148148148146,0.18559332713321883,0.22069640650372996
0,0,0,30,18.0,0.91075,0.17699465874825482,0.20551809126753018
0,0,0,28,10.0,0.53494,0.196994287656968,0.22167853741216761
0,0,0,32,23.0,0.8483739130434783,0.16624307793666995,0.19660888584053235
0,-1,0,46,21.0,0.5254571428571428,0.10494882870394483,0.11114146890675795
0,2,1,38,21.0,0.2881047619047619,0.49108117367173504,0.45074019622315986
0,0,0,46,44.0,0.41054772727272726,0.1323139132678949,0.1680835712005321
1,2,0,25,10.0,0.70896,0.4881443130816367,0.44198413934992054
0,0,0,46,24.0,0.0364625,0.18134462383470162,0.21642517598479594
1,-1,1,33,28.0,0.003207142857142857,0.09219942383287354,0.08827530173896464
1,1,0,22,5.0,0.0,0.33787329302231833,0.33677029909670675
0,3,1,43,3.0,0.056666666666666664,0.7382266475357918,0.6147230777473451
1,0,1,27,1.0,0.7015,0.24159732648527385,0.256542828686194
0,1,1,29,13.0,0.0,0.3411612586918782,0.3432490093803814
0,0,1,31,20.0,0.971765,0.18796884586991855,0.2169706956792796
0,-1,0,29,12.0,0.01405,0.10661165047678255,0.10589752702259775
0,0,0,36,21.0,0.6820238095238095,0.17657117915547385,0.20779543785709495
0,0,0,36,28.0,0.21065357142857144,0.15836564324813532,0.19087587618260263
1,1,1,34,30.0,0.0,0.2826701070352457,0.3100991347364274
0,0,1,37,10.0,0.99209,0.22732643057150045,0.25067008537861585
0,-2,0,36,44.0,0.0,0.03378221440845971,-0.07286730323616356
0,0,0,40,5.0,0.99882,0.23047286783811158,0.2528211132226422
1,0,0,25,2.0,0.5984,0.21714523243366102,0.23625088567227098
0,-1,0,27,20.0,0.004355,0.09171405937159025,0.0833846893398241
0,-2,0,26,11.0,0.003927272727272727,0.05594260688566299,-0.008984634187468782
0,-1,0,36,50.0,0.020966,0.058783106464640134,0.025165163124234863
0,1,0,27,30.0,0.0,0.2506265870121786,0.2842837825390473
1,2,1,55,3.0,0.324,0.6108333054462021,0.5212453045660763
0,-1,0,27,6.0,0.34745,0.11593392282850724,0.11722381268880878
0,-1,0,38,40.0,0.0092425,0.07116531417569995,0.05251216128543487
0,0,0,34,18.0,0.7961166666666667,0.1822102267450066,0.2118704828056664
0,0,1,40,2.0,0.5467,0.25969297248082884,0.27477102094592354
1,-1,0,49,20.0,0.262195,0.10927293061235493,0.11832284279957331
0,0,1,27,10.0,0.55734,0.2121578755724333,0.23478910653327528
1,0,1,23,6.0,0.8251166666666667,0.21879742121779322,0.23810503595199184
0,0,0,36,11.0,0.43471818181818184,0.2053707705975372,0.23196624024922685
0,1,0,53,26.0,0.0,0.3120608088319776,0.3352426484937855
0,3,0,46,5.0,0.97044,0.7158386029558534,0.5999545439168793
0,1,1,29,18.0,-1.1111111111111112e-05,0.3205009201170091,0.33116360818431545
1,1,1,29,11.0,0.5305636363636363,0.3496030138743871,0.3480831698588078
0,0,0,27,34.0,0.5064117647058823,0.13445807575404828,0.16208051378651697
0,-1,1,24,5.0,0.02798,0.12594242687078017,0.12957526628006155
1,0,0,28,23.0,0.11461304347826087,0.16139435282735878,0.19025649430239613
0,0,0,32,36.0,0.2584138888888889,0.13526426553250145,0.16518684273076084
0,1,1,43,21.0,0.0,0.33546214138738595,0.3461457378501526
1,-1,0,41,22.0,0.0029545454545454545,0.09918383762334877,0.10078389924487449
1,2,0,34,6.0,0.41496666666666665,0.5266980191714083,0.4659453412675798
0,-2,1,55,34.0,0.1482235294117647,0.05232459015906834,-0.003823974032242855
0,2,1,40,15.0,0.6657,0.5234919450962321,0.46841887342750715
1,1,0,37,20.0,-0.000895,0.30574635443283343,0.32433556377651973
1,0,0,40,13.0,0.07353076923076923,0.2050543668603551,0.2334844713089367
0,1,0,28,6.0,0.17566666666666667,0.3456180345782834,0.3438818061646979
0,1,0,43,40.0,0.0,0.24225208853879374,0.2855225462994603
0,0,1,27,2.0,1.02855,0.23819308317931873,0.2541257484469808
0,0,0,28,19.0,0.7550736842105263,0.1717589711069193,0.19992481525924888
0,0,0,30,26.0,0.6033923076923077,0.15627640947773092,0.18618144935382466
0,-2,0,31,14.0,0.002785714285714286,0.05532477826578623,-0.008295385482438078
1,0,0,31,5.0,0.93024,0.21665097652778179,0.23852823226183573
0,-1,0,34,12.0,0.00735,0.1109000917925761,0.113838016445268
0,-2,0,30,24.0,0.00038333333333333334,0.04594990342075118,-0.03405428575910405
0,0,1,36,5.0,0.11832,0.24250911523069177,0.2611673886901478
0,-1,0,29,20.0,0.011965,0.09319916454227968,0.0865608851088922
0,0,1,39,18.0,1.5262833333333334,0.20503364534301685,0.2345096392339784
0,0,0,26,18.0,0.8077944444444445,0.17189700036746963,0.19916569972939396
0,-1,0,29,16.0,0.01935625,0.09970503002961646,0.09622920606574498
0,-1,0,26,10.0,0.0137,0.1076436895726162,0.10596739384742195
1,0,0,29,5.0,0.94162,0.21366220718939752,0.23535203649276762
0,0,0,31,14.0,0.9865642857142857,0.18949180973953017,0.21677451010891702
1,0,0,26,3.0,0.5964333333333334,0.21548058694991976,0.23542190331759183
0,0,1,26,9.0,0.43475555555555556,0.2138038477057096,0.23561808888795444
0,1,1,36,20.0,-0.07193,0.3258838366758476,0.3374461328976274
1,1,1,30,38.0,0.0,0.2467521792509836,0.28441010128458566
0,0,0,43,8.0,0.9632125,0.2252896735851758,0.2503341661586048
0,2,1,58,5.0,0.31798,0.6082653827243092,0.5211754377412521
1,-1,1,45,18.0,0.15377222222222223,0.11981538038438973,0.13150327874550521
0,0,0,26,24.0,0.5888125,0.15653236817535474,0.18466321829411483
0,0,1,34,38.0,0.5113526315789474,0.14519903907653758,0.17822754502704433
0,0,0,24,11.0,0.7614090909090909,0.1885812240416335,0.2129090656348182
0,-1,1,34,26.0,0.19098846153846155,0.09613885205292302,0.09469756010192507
1,4,0,23,50.0,1.015452,0.6393158552592417,0.56719462960368
0,0,0,30,32.0,0.222828125,0.14206845656094202,0.17167896791854553
0,4,1,32,5.0,0.91468,0.8312115503943178,0.7049547883347217
1,1,1,40,11.0,0.0,0.37204876887083727,0.36555224658868235
0,-2,0,35,23.0,0.003308695652173913,0.04878829073476676,-0.0236967160972206
0,1,0,56,33.0,-2.7272727272727273e-05,0.29015337891695386,0.3230873804728953
0,0,0,61,5.0,0.94332,0.26506663150850335,0.2861711687978574
0,-1,1,24,1.0,0.2887,0.1343952142215998,0.1392435872369143
0,1,1,40,30.0,0.0,0.293559859831876,0.31962772204363177
1,3,0,32,2.0,1.03155,0.7018293605641217,0.5849724142510421
1,2,1,36,18.0,0.4641,0.5006574382677969,0.45481524117173133
0,-1,1,30,16.0,0.00061875,0.11011305805386763,0.11251597095592077
0,0,0,34,9.0,0.3811333333333333,0.20859434530532014,0.23362420495858513
0,0,1,54,3.0,0.7662333333333333,0.28042830418349846,0.2945873110901871
0,0,1,46,18.0,0.9625944444444444,0.21531546318599176,0.2456263244257168
0,0,1,58,3.0,0.6381,0.287626593862794,0.3009397026283233
