simulation,lower,upper,cover
301,2.7053284916044356,4.028004841728897,True
302,2.726197671972277,3.94046899469439,True
303,2.888742730667584,4.04459060266575,True
304,2.8549058551675,4.278427478165834,True
305,2.2608425741138203,3.4058240925528467,False
306,2.9230382282896428,4.143628438377023,True
307,2.918546798087702,4.214786535245632,True
308,2.5082429597342077,3.8250903735991253,True
309,2.5778370527132837,3.888829613953383,True
310,3.4077748581599687,4.525558475173365,True
311,2.6955952095768683,4.104404790423132,True
312,2.7081881944088826,4.158478472257784,True
313,2.8971229317869227,4.036210401546411,True
314,2.5107751549173036,3.8892248450826967,True
315,3.1822528713389833,4.484413795327684,True
316,3.23317779950324,4.500155533830093,True
317,2.6234322636939256,3.843234402972741,True
318,2.687815122439289,3.978851544227378,True
319,2.345510836628284,3.5211558300383823,True
320,2.8401054372179733,3.9598945627820266,True
321,2.501587829509999,3.9650788371566676,True
322,3.07558148534631,4.2577518479870236,True
323,2.3583442909682932,3.5749890423650403,True
324,2.91367896806308,4.0863210319369205,True
325,2.7354021547545333,3.8645978452454663,True
326,2.8975015583328174,4.102498441667183,True
327,3.2003011015847895,4.399698898415211,True
328,2.3422105577948775,3.3244561088717894,False
329,3.1392679456544803,4.460732054345519,True
330,3.0362209982097883,4.297112335123545,True
331,2.546585248268953,3.8534147517310475,True
332,2.8629691083634126,4.203697558303254,True
333,3.0908013445173004,4.375865322149366,True
334,2.855834843313299,4.2108318233533675,True
335,2.9390033782406415,4.1276632884260245,True
336,2.524871221647708,3.8751287783522925,True
337,3.417157934087942,4.649508732578725,True
338,2.6166948468838465,3.9166384864494868,True
339,2.994177521175664,4.272489145491003,True
340,2.8440149077679333,4.155985092232067,True
341,2.8440149077679333,4.155985092232067,True
342,2.9411977749805156,4.192135558352818,True
343,3.280482322231764,4.452851011101569,True
344,2.5009807139002103,3.8323526194331228,True
345,2.742737077293698,3.9905962560396353,True
346,2.8901471443814595,3.9765195222852068,True
347,2.6727236156260243,3.7939430510406424,True
348,2.2770987254410744,3.5229012745589254,True
349,2.2983283358789963,3.56833833078767,True
350,3.0983283358789966,4.368338330787671,True
351,3.372101597186239,4.627898402813761,True
352,3.1260081350081,4.407325198325233,True
353,2.882073730463312,4.317926269536688,True
354,2.8824595245332807,4.250873808800053,True
355,2.9411977749805156,4.192135558352818,True
356,2.970961391700911,4.362371941632422,True
357,2.9572740748425157,4.376059258490818,True
358,2.7675239054541154,4.032476094545884,True
359,3.6248558970304017,4.775144102969598,False
360,3.2983283358789963,4.56833833078767,True
361,2.5230132209904452,3.810320112342888,True
362,2.4323907902024127,3.7676092097975875,True
363,2.728359970059196,4.13830669660747,True
364,2.4770987254410746,3.7229012745589256,True
365,2.5737312976233366,3.9596020357099966,True
366,3.026653978333218,4.373346021666782,True
367,2.545827131399171,3.787506201934162,True
368,2.4788441699616177,3.654489163371716,True
369,2.7378141880018636,4.062185811998136,True
370,2.37787560914253,3.4221243908574697,False
371,3.2248558970304013,4.375144102969598,True
372,3.2563715616229763,4.476961771710357,True
373,3.1023088035653856,4.297691196434615,True
374,2.3350780803582807,3.598255252975053,True
375,2.6484274136254884,3.9515725863745113,True
376,2.605562893795129,3.9944371062048707,True
377,2.484842651411218,3.7818240152554488,True
378,2.8367259607894963,4.163274039210504,True
379,3.017157934087942,4.249508732578724,True
380,2.401744747024947,3.6649219196417193,True
381,2.9055352303529847,4.094464769647016,True
382,3.017157934087942,4.249508732578724,True
383,2.7305927551396416,4.069407244860358,True
384,2.829516248555924,4.170483751444076,True
385,2.55094453002634,3.64905546997366,True
386,3.076005883448807,4.39066078321786,True
387,2.2848658780499735,3.5151341219500263,True
388,2.709381372209489,4.09061862779051,True
389,2.7341691643141712,3.9324975023524957,True
390,2.9219374232562094,4.078062576743791,True
391,3.4469898742400225,4.686343459093311,True
392,3.02864021679492,4.304693116538413,True
393,3.0966611490576494,4.436672184275684,True
394,2.6864311073601845,3.913568892639815,True
395,2.7926748016747664,4.0739918649919,True
396,2.559990329585097,3.9733430037482362,True
397,2.4774704098502975,3.789196256816369,True
398,2.7675239054541154,4.032476094545884,True
399,3.0575519363910786,4.142448063608922,True
400,2.2778932828581033,3.3887733838085636,False
401,2.8342081950126086,3.899125138320725,True
402,3.01317816594867,4.453488500717997,True
403,2.31696831256988,3.48303168743012,False
404,3.0919203358018006,4.174746330864866,True
405,3.0484274136254887,4.351572586374512,True
406,2.9991774980837143,4.334155835249619,True
407,2.66305865011621,4.070274683217123,True
408,2.9471489888984306,4.119517677768236,True
409,3.0473716610721846,4.419295005594482,True
410,3.001744747024947,4.264921919641719,True
411,2.909515489857656,4.35715117680901,True
412,3.4870812305378305,4.646252102795502,True
413,2.5539854274709883,3.846014572529012,True
414,2.8014210850661625,4.1985789149338375,True
415,3.026653978333218,4.373346021666782,True
416,2.530160163003261,3.6031731703300727,True
417,2.758746810817611,3.9079198558490558,True
418,2.5081881944088824,3.9584784722577844,True
419,3.63136713420967,4.835299532456997,False
420,2.948932642504813,4.184400690828521,True
421,2.8223832419350705,4.1776167580649295,True
422,3.04102927876718,4.225637387899487,True
423,2.553219082571711,3.980114250761622,True
424,3.418139254153483,4.781860745846516,True
425,3.1177867802370263,4.482213219762973,True
426,2.8181759847445518,4.115157348588782,True
427,2.2323907902024125,3.5676092097975873,True
428,2.909515489857656,4.35715117680901,True
429,2.7810698712880018,4.218930128711998,True
430,2.9554093973342503,4.111257269332416,True
431,2.4250109576349597,3.6416557090317068,True
432,2.605562893795129,3.9944371062048707,True
433,3.3214646242034496,4.545202042463217,True
434,2.7186199637279995,3.881380036272,True
435,3.372101597186239,4.627898402813761,True
436,3.1465852482689525,4.453414751731048,True
437,3.001744747024947,4.264921919641719,True
438,3.078644388554225,4.321355611445775,True
439,2.3866988445571513,3.679967822109515,True
440,2.7743626121005134,3.95897072123282,True
441,2.864301241546346,4.069032091786988,True
442,3.137387616432489,4.329279050234178,True
443,2.9260081350081,4.2073251983252336,True
444,3.1136565409066894,4.353010125759978,True
445,3.032966692924817,4.2336999737418495,True
446,3.2838663947171347,4.649466938616198,True
447,2.7599671726919635,4.040032827308036,True
448,2.9234483986188198,4.276551601381181,True
449,2.411632466092366,3.588367533907634,True
450,3.0966611490576494,4.436672184275684,True
451,3.0473716610721846,4.419295005594482,True
452,2.5633278157243162,3.9033388509423506,True
453,3.1393579539788483,4.527308712687819,True
454,3.283361513550513,4.583305153116154,True
455,3.1136565409066894,4.353010125759978,True
456,3.128054256319694,4.605279077013639,True
457,2.6166948468838465,3.9166384864494868,True
458,2.6694409772613628,4.197225689405304,True
459,3.4058646436339086,4.460802023032758,True
460,3.197545180999702,4.335788152333631,True
461,3.549126191199947,4.917540475466719,False
462,2.6786443885542246,3.921355611445775,True
463,3.1038760634090288,4.429457269924304,True
464,2.915210267026798,4.151456399639868,True
465,2.749126191199947,4.117540475466719,True
466,2.855834843313299,4.2108318233533675,True
467,3.1923366239270945,4.407663376072905,True
468,2.994177521175664,4.272489145491003,True
469,3.212493798065838,4.454172868600828,True
470,3.477470409850298,4.7891962568163695,True
471,3.0966611490576494,4.436672184275684,True
472,2.8181759847445518,4.115157348588782,True
473,2.6562581568541983,4.077075176479135,True
474,2.6062735069407648,3.5937264930592354,True
475,2.807864441647182,4.058802225019484,True
476,2.9234483986188193,4.276551601381181,True
477,2.695437056165995,3.837896277167338,True
478,2.5637895984535892,3.7028770682130774,True
479,2.4774704098502975,3.789196256816369,True
480,2.9751720234239585,4.224827976576042,True
481,2.749126191199947,4.117540475466719,True
482,2.5687468688203445,3.6312531311796556,True
483,3.153985427470988,4.446014572529012,True
484,3.1293736431615757,4.337293023505091,True
485,2.641089653158584,3.9589103468414155,True
486,2.4396318851226573,3.760368114877343,True
487,2.7675239054541154,4.032476094545884,True
488,2.6709540511734793,3.9290459488265204,True
489,2.9234483986188198,4.276551601381181,True
490,2.8002240660444975,4.066442600622169,True
491,2.7599671726919635,4.040032827308036,True
492,2.8513857607400155,4.1486142392599845,True
493,2.3789823659129614,3.354350967420372,False
494,2.616556130342765,3.7834438696572352,True
495,2.943527403209317,4.32313926345735,True
496,2.5633278157243162,3.9033388509423506,True
497,2.5614713647298677,3.8385286352701327,True
498,3.0438940508459837,4.289439282487349,True
499,2.6909446812951305,4.042388652038203,True
500,3.0338327124253412,4.366167287574659,True
501,2.6428488231909895,4.090484510142344,True
502,2.580704994405518,3.9526283389278154,True
503,3.1613523796860017,4.571980953647332,True
504,2.8895736063444772,4.110426393655523,True
505,3.07558148534631,4.2577518479870236,True
506,2.6788441699616174,3.8544891633717158,True
507,2.300702103902056,3.4992978960979437,False
508,2.8774704098502975,4.189196256816369,True
509,2.737814188001863,4.062185811998137,True
510,2.866489089283861,3.933510910716139,True
511,2.546585248268953,3.8534147517310475,True
512,2.855834843313299,4.2108318233533675,True
513,3.0064199095253255,4.326913423808008,True
514,2.708148398145497,3.7585182685211698,True
515,2.8887427306675835,4.04459060266575,True
516,2.728359970059196,4.13830669660747,True
517,2.9219374232562094,4.078062576743791,True
518,3.1393579539788483,4.527308712687819,True
519,2.7504912674212756,3.982842065912058,True
520,2.9991774980837143,4.334155835249619,True
521,3.1604635111756676,4.506203155491,True
522,3.3908263473630456,4.542506985970288,True
523,2.80351345340474,4.1298198799285935,True
524,2.394177521175664,3.6724891454910025,True
525,2.7613523796860022,4.171980953647331,True
526,2.8774704098502975,4.189196256816369,True
527,3.3066022115731766,4.693397788426823,True
528,2.937814188001864,4.262185811998137,True
529,2.8256330055536907,4.107700327779643,True
530,2.8485436003601317,4.084789732973202,True
531,3.261847966729759,4.538152033270241,True
532,3.12146462420345,4.3452020424632165,True
533,2.712639012866968,4.020694320466365,True
534,3.0403979642900034,4.426268702376664,True
535,3.0403979642900034,4.426268702376664,True
536,2.9029031310595745,4.363763535607092,True
537,2.6376280583675777,4.029038608299089,True
538,3.0410896531585845,4.358910346841416,True
539,3.105945624709648,4.360721041957019,True
540,2.26873165846966,3.5979350081970063,True
541,2.9986997665621624,4.201300233437838,True
542,2.26873165846966,3.5979350081970063,True
543,2.2908013445173,3.575865322149366,True
544,3.7427370772936976,4.990596256039635,False
545,2.488562561830132,3.9781041048365346,True
546,2.8014210850661625,4.1985789149338375,True
547,3.6870812305378307,4.846252102795503,False
548,2.967523905454116,4.232476094545884,True
549,2.726197671972277,3.94046899469439,True
550,2.7751720234239583,4.0248279765760415,True
551,2.8415215277422163,4.291811805591117,True
552,3.1690461124614306,4.4309538875385694,True
553,3.1614713647298673,4.438528635270132,True
554,2.9975451809997025,4.135788152333632,True
555,3.664211847666369,4.802454819000298,False
556,2.8887427306675835,4.04459060266575,True
557,2.9365921826222796,4.330074484044387,True
558,1.905628293575428,3.0277050397579055,False
559,3.017157934087942,4.249508732578724,True
560,3.1844751926362145,4.415524807363785,True
561,3.0837724380825993,4.249560895250734,True
562,2.8642118476663687,4.002454819000298,True
563,2.8642118476663687,4.002454819000298,True
564,3.3621037228326616,4.504562943834005,True
565,2.8155993091714793,4.051067357495187,True
566,3.637832458154951,4.695500875178383,False
567,3.189158852600331,4.3441744807330025,True
568,2.4252273961796735,3.7747726038203266,True
569,3.137387616432489,4.329279050234178,True
570,2.8740188486934324,4.125981151306568,True
571,2.872336711573975,4.060996621759358,True
572,3.1038760634090288,4.429457269924304,True
573,1.9928232421014966,3.0071767578985034,False
574,2.9986997665621624,4.201300233437838,True
575,3.269303494112189,4.397363172554479,True
576,3.23317779950324,4.500155533830093,True
577,2.605562893795129,3.9944371062048707,True
578,3.153985427470988,4.446014572529012,True
579,1.9524986255676189,3.2475013744323813,False
580,3.26873165846966,4.597935008197006,True
581,2.5737312976233366,3.9596020357099966,True
582,2.5212720954312755,3.6120612379020582,True
583,2.9554093973342503,4.111257269332416,True
584,2.5948695275751823,3.938463805758151,True
585,3.048759660789441,4.15124033921056,True
586,2.3230380835687434,3.41029524976459,False
587,2.5230132209904452,3.810320112342888,True
588,2.728359970059196,4.13830669660747,True
589,2.8231863895913296,3.97681361040867,True
590,3.0064199095253255,4.326913423808008,True
591,2.538130479632806,3.795202853700527,True
592,2.695437056165995,3.837896277167338,True
593,2.7163787019179817,4.083621298082019,True
594,2.6166948468838465,3.9166384864494868,True
595,3.4831115201016294,4.583555146565037,True
596,3.1767129085725188,4.423287091427481,True
597,2.915210267026798,4.151456399639868,True
598,2.8966611490576493,4.236672184275684,True
599,2.7751720234239583,4.0248279765760415,True
600,2.6392789580429814,3.894054375290352,True
601,3.189168176646632,4.544165156686701,True
602,3.0983283358789966,4.368338330787671,True
603,2.979305679533635,4.287360987133032,True
604,3.611226616191437,4.722106717141897,False
605,2.5539854274709883,3.846014572529012,True
606,2.712639012866968,4.020694320466365,True
607,2.7200321778904852,4.013301155442848,True
608,2.448774925424022,3.8178917412426445,True
609,2.5941759074471533,3.7391574258861797,True
610,2.7305927551396416,4.069407244860358,True
611,2.7200321778904852,4.013301155442848,True
612,2.9599671726919636,4.2400328273080365,True
613,2.695437056165995,3.837896277167338,True
614,2.855834843313299,4.2108318233533675,True
615,3.0837724380825993,4.249560895250734,True
616,3.1923366239270945,4.407663376072905,True
617,2.7451152469695703,4.0548847530304295,True
618,3.16904611246143,4.4309538875385694,True
619,3.0544169865339597,4.412249680132708,True
620,3.3798061638518426,4.620193836148157,True
621,3.1411977749805153,4.392135558352818,True
622,2.546585248268953,3.8534147517310475,True
623,3.0094037439603647,4.257262922706302,True
624,3.017157934087942,4.249508732578724,True
625,2.44102927876718,3.6256373878994865,True
626,3.5230132209904457,4.810320112342888,False
627,3.086431107360185,4.3135688926398155,True
628,3.0438940508459837,4.28943928248735,True
629,3.105945624709648,4.360721041957019,True
630,2.709381372209489,4.09061862779051,True
631,2.742737077293698,3.9905962560396353,True
632,2.5966295004586826,3.6033704995413176,True
633,2.7671764098599856,3.8994902568066814,True
634,2.6376280583675777,4.029038608299089,True
635,2.6899786006594764,4.243354732673858,True
636,2.7633278157243155,4.10333885094235,True
637,2.6980979030719663,4.035235430261367,True
638,3.263730139717912,4.202936526948754,True
639,3.15335553411457,4.513311132552097,True
640,2.6394080055121627,3.827258661154504,True
641,2.808337878346491,4.1916621216535095,True
642,2.7028876648764553,3.9637790017902117,True
643,2.8487596607894408,3.951240339210559,True
644,3.3495352170672232,4.650464782932777,True
645,2.8283798035669845,4.304953529766349,True
646,2.63166166921233,3.9016716641210034,True
647,3.542134792242396,4.924531874424271,False
648,3.0064199095253255,4.326913423808008,True
649,2.881747307380557,4.118252692619444,True
650,3.292732366968792,4.507267633031208,True
651,2.8629691083634126,4.203697558303254,True
652,2.9505330613838012,4.316133605282865,True
653,2.761555297847484,3.8384447021525157,True
654,2.9029031310595745,4.363763535607092,True
655,2.279399880353308,3.720600119646692,True
656,2.6307510680610866,4.03591559860558,True
657,2.5778370527132837,3.888829613953383,True
658,2.796302441696746,4.137030891636588,True
659,2.6125213569758756,3.987478643024124,True
660,3.2768607365426505,4.6564725967906835,True
661,2.7821082587573556,4.151225074575978,True
662,2.7451152469695703,4.0548847530304295,True
663,2.7821082587573556,4.151225074575978,True
664,2.86638465008256,4.13361534991744,True
665,2.4937968445090006,3.8395364888243324,True
666,2.9055352303529847,4.094464769647016,True
667,3.017157934087942,4.249508732578724,True
668,2.9234483986188193,4.276551601381181,True
669,2.559990329585097,3.9733430037482362,True
670,2.768202470333641,4.165130862999693,True
