模拟编号,样本均值
588,3.26
589,3.9
590,3.36
591,3.44
592,3.54
593,3.6
594,3.54
595,3.54
596,3.34
597,3.86
598,3.8
599,3.18
600,3.28
601,3.5
602,3.72
603,3.46
604,3.48
605,3.64
606,3.24
607,3.52
608,4.0
609,3.16
610,3.9
611,3.5
612,3.52
613,3.6
614,3.74
615,3.78
616,3.82
617,3.64
618,3.3
619,3.38
620,3.72
621,3.64
622,3.46
623,3.28
624,3.5
625,3.1
626,3.26
627,3.44
628,3.5
629,3.12
630,3.08
631,3.0
632,3.76
633,3.86
634,3.48
635,3.62
636,3.52
637,3.62
638,3.2
639,3.62
640,3.98
641,3.26
642,3.58
643,3.44
644,3.48
645,3.3
646,3.22
647,3.68
648,3.42
649,3.4
650,3.56
651,3.4
652,3.14
653,3.7
654,3.64
655,3.2
656,3.74
657,3.16
658,3.18
659,3.24
660,3.42
661,3.68
662,3.38
663,3.1
664,3.6
665,3.56
666,3.22
667,3.18
668,3.96
669,3.64
670,3.78
671,3.92
672,3.6
673,3.36
674,3.7
675,3.66
676,3.16
677,3.6
678,3.68
679,3.58
680,4.04
681,3.72
682,3.36
683,3.46
684,3.28
685,3.56
686,3.36
687,3.14
688,3.34
689,3.64
690,3.58
691,3.1
692,3.3
693,3.3
694,3.5
695,3.64
696,3.78
697,3.6
698,3.14
699,3.58
700,3.48
701,3.98
702,3.14
703,3.5
704,3.58
705,3.82
706,3.66
707,3.3
708,3.64
709,3.54
710,3.12
711,3.5
712,3.44
713,3.3
714,3.5
715,3.28
716,3.54
717,3.32
718,3.6
719,3.52
720,3.62
721,3.8
722,3.4
723,2.78
724,3.4
725,3.48
726,3.46
727,3.48
728,3.74
729,3.66
730,3.72
731,3.5
732,3.24
733,3.56
734,4.0
735,3.78
736,3.44
737,3.62
738,3.5
739,3.48
740,3.16
741,3.62
742,3.3
743,3.62
744,3.34
745,3.7
746,3.82
747,3.18
748,4.02
749,3.54
750,3.46
751,3.36
752,3.26
753,3.68
754,3.18
755,3.8
756,3.12
757,3.38
758,4.0
759,3.68
760,3.46
761,3.36
762,3.38
763,3.14
764,3.84
765,3.3
766,3.38
767,3.4
768,3.6
769,3.16
770,3.82
771,3.22
772,3.72
773,3.44
774,3.42
775,3.74
776,3.62
777,3.96
778,3.72
779,3.66
780,3.56
781,3.32
782,3.72
783,4.12
784,3.52
785,3.58
786,3.62
787,3.08
788,3.62
789,3.6
790,3.62
791,3.48
792,3.62
793,3.32
794,3.54
795,3.36
796,3.28
797,3.36
798,3.82
799,3.92
800,3.42
801,3.28
802,3.02
803,3.66
804,3.64
805,3.72
806,3.46
807,3.34
808,3.28
809,3.02
810,3.2
811,3.36
812,3.16
813,3.46
814,3.58
815,3.56
816,4.14
817,3.4
818,3.5
819,3.92
820,3.38
821,3.66
822,3.14
823,3.46
824,4.18
825,3.78
826,3.92
827,3.2
828,3.68
829,3.76
830,3.24
831,3.72
832,3.54
833,3.3
834,3.1
835,3.0
836,3.42
837,3.14
838,3.78
839,3.22
840,3.7
841,3.46
842,3.6
843,2.8
844,3.44
845,3.38
846,3.62
847,3.36
848,3.78
849,3.76
850,3.5
851,3.7
852,3.48
853,3.18
854,3.74
855,3.52
856,3.24
857,3.94
858,3.18
859,3.38
860,3.66
861,3.5
862,3.7
863,3.58
864,3.6
865,3.68
866,3.26
867,3.7
868,3.52
869,3.46
870,3.42
871,3.58
872,3.64
873,3.52
874,3.9
875,3.16
876,3.2
877,3.42
878,3.4
879,3.26
880,3.32
881,3.36
882,3.04
883,3.3
884,3.74
885,3.76
886,3.84
887,3.7
888,3.56
889,3.46
890,3.3
891,3.54
892,3.7
893,3.64
894,3.72
895,3.68
896,3.2
897,3.24
898,2.82
899,3.44
900,3.08
901,3.48
902,3.54
903,3.46
904,3.44
905,3.44
906,3.64
907,3.66
908,3.38
909,3.66
910,3.58
911,3.6
912,3.16
913,3.38
914,3.9
915,3.34
916,3.34
917,3.22
918,3.06
919,3.34
920,3.92
921,3.64
922,3.34
923,3.06
924,3.46
925,3.88
926,4.28
927,3.16
928,3.44
929,3.6
930,3.68
931,3.64
932,3.42
933,3.84
934,3.66
935,3.22
936,3.64
937,3.78
938,3.76
939,3.56
940,3.6
941,3.46
942,3.6
943,3.96
944,3.16
945,3.76
946,3.88
947,3.88
948,3.14
949,3.36
950,3.66
951,3.66
952,2.96
953,3.32
954,3.22
955,3.22
956,3.16
957,3.28
958,3.56
959,3.52
960,3.44
961,3.34
962,3.3
963,3.48
964,3.4
965,3.66
966,3.66
967,3.68
968,3.42
969,3.46
970,3.58
971,3.7
972,4.02
973,3.72
974,3.42
975,3.54
976,3.54
977,3.54
978,3.92
979,3.28
980,3.78
981,3.68
982,3.32
983,3.12
984,3.52
985,3.82
986,3.48
987,3.16
988,3.22
989,3.3
990,3.56
991,3.48
992,3.54
993,3.86
994,3.18
995,3.18
996,4.1
997,3.9
998,3.24
999,3.5
1000,3.28
1001,3.46
1002,3.46
1003,3.7
1004,3.5
1005,3.2
1006,3.9
1007,3.88
1008,3.44
1009,3.52
1010,3.98
1011,3.08
1012,3.6
1013,2.86
1014,3.54
1015,3.38
1016,3.9
1017,3.62
1018,3.04
1019,3.48
1020,3.56
1021,3.54
1022,3.9
1023,3.38
1024,3.56
1025,3.58
1026,3.56
1027,3.84
1028,3.22
1029,3.96
1030,3.76
1031,3.3
1032,3.8
1033,3.66
1034,3.62
1035,3.56
1036,3.5
1037,3.96
1038,3.42
1039,3.32
1040,4.04
1041,3.58
1042,3.72
1043,3.42
1044,3.9
1045,3.72
1046,3.56
1047,3.3
1048,3.44
1049,3.58
1050,3.28
1051,3.42
1052,3.06
1053,3.52
1054,3.62
1055,3.98
1056,3.22
1057,4.08
1058,3.42
1059,3.36
1060,3.46
1061,3.42
1062,3.4
1063,3.48
1064,3.76
1065,3.64
1066,3.12
1067,3.44
1068,3.18
1069,3.52
1070,3.52
1071,3.54
1072,3.96
1073,3.28
1074,3.24
1075,3.3
1076,3.04
1077,3.52
1078,3.38
1079,3.6
1080,3.68
1081,3.36
1082,3.74
1083,3.4
1084,3.6
1085,3.5
1086,3.16
1087,3.42
1088,3.42
1089,3.66
1090,3.48
1091,2.98
1092,3.38
1093,3.34
1094,3.38
1095,3.8
1096,3.24
1097,3.56
1098,3.6
1099,3.74
1100,3.96
1101,3.44
1102,3.58
1103,3.7
1104,3.78
1105,3.8
1106,3.62
1107,3.82
1108,3.9
1109,3.86
1110,3.52
1111,3.66
1112,3.54
1113,4.14
1114,3.62
1115,3.74
1116,3.16
1117,3.84
1118,3.78
1119,3.98
1120,3.32
1121,3.14
1122,4.0
1123,3.46
1124,3.6
1125,3.82
1126,3.64
1127,3.6
1128,3.42
1129,3.22
1130,3.48
1131,3.12
1132,3.2
1133,3.38
1134,3.84
1135,3.26
1136,3.36
1137,3.7
1138,3.76
1139,3.4
1140,3.1
1141,3.82
1142,3.58
1143,3.88
1144,3.36
1145,3.38
1146,3.5
1147,3.56
1148,3.8
1149,3.7
1150,3.6
1151,3.34
1152,3.46
1153,3.34
1154,3.56
1155,3.46
1156,3.28
1157,3.62
1158,3.46
1159,3.64
1160,3.5
1161,3.26
1162,3.94
1163,3.38
1164,3.6
1165,3.16
1166,3.86
1167,3.32
1168,3.66
1169,3.94
1170,3.36
1171,3.62
1172,3.68
1173,3.38
1174,3.3
1175,3.62
1176,3.4
1177,3.48
1178,3.52
1179,3.46
1180,3.42
1181,3.88
1182,3.24
1183,3.46
1184,3.94
1185,3.38
1186,3.7
1187,3.58
1188,3.62
1189,3.48
1190,3.16
1191,3.5
1192,3.72
1193,3.5
1194,3.58
1195,3.82
1196,3.2
1197,3.34
1198,3.54
1199,3.7
1200,4.02
1201,3.36
1202,3.06
1203,3.84
1204,3.38
1205,3.72
1206,3.36
1207,3.8
1208,3.32
1209,3.72
1210,3.72
1211,3.46
1212,3.38
1213,3.5
1214,3.64
1215,3.54
1216,3.68
1217,3.68
1218,3.54
1219,3.5
1220,3.5
1221,3.28
1222,3.58
1223,3.68
1224,3.56
1225,3.36
1226,3.06
1227,3.48
1228,3.36
1229,3.62
1230,3.34
1231,3.32
1232,3.26
1233,3.36
1234,3.76
1235,3.26
1236,3.38
1237,2.86
1238,2.92
1239,3.7
1240,3.46
1241,3.5
1242,3.38
1243,3.54
1244,3.56
1245,3.9
1246,3.54
1247,3.2
1248,3.02
1249,3.66
1250,3.08
1251,3.46
1252,3.62
1253,3.56
1254,3.7
1255,3.4
1256,3.6
1257,3.62
1258,3.26
1259,3.36
1260,3.68
1261,3.36
1262,3.42
1263,3.66
1264,3.72
1265,3.64
1266,3.14
1267,4.0
1268,3.6
1269,3.32
1270,3.62
1271,3.78
1272,3.86
1273,3.5
1274,3.4
1275,3.4
1276,3.66
1277,3.54
1278,3.34
1279,3.48
1280,3.34
1281,3.74
1282,3.96
1283,3.36
1284,3.44
1285,3.72
1286,3.9
1287,3.36
1288,3.48
1289,3.42
1290,3.58
1291,3.34
1292,4.1
1293,3.86
1294,3.9
1295,3.2
1296,3.5
1297,3.52
1298,3.68
1299,3.28
1300,3.38
1301,3.52
1302,3.6
1303,3.22
1304,3.56
1305,2.98
1306,3.46
1307,3.9
1308,3.42
1309,3.58
1310,3.66
1311,3.64
1312,3.06
1313,3.88
1314,3.58
1315,3.56
1316,3.22
1317,3.38
1318,3.24
1319,3.62
1320,3.08
1321,2.96
1322,3.46
1323,3.48
1324,3.5
1325,3.72
1326,3.42
1327,3.5
1328,3.56
1329,3.9
1330,3.76
1331,3.44
1332,3.94
1333,3.54
1334,3.62
1335,3.62
1336,3.72
1337,3.72
1338,3.58
1339,3.42
1340,3.6
1341,3.4
1342,3.78
1343,3.2
1344,3.46
1345,3.48
1346,3.64
1347,3.64
1348,3.26
1349,3.6
1350,3.58
1351,3.58
1352,3.56
1353,3.66
1354,3.28
1355,3.34
1356,3.4
1357,3.22
1358,3.42
1359,3.2
1360,3.64
1361,3.5
1362,3.58
1363,3.72
1364,3.72
1365,3.24
1366,3.14
1367,3.12
1368,3.06
1369,3.52
1370,3.8
1371,3.24
1372,3.54
1373,3.48
1374,3.54
1375,3.72
1376,3.44
1377,3.36
1378,3.48
1379,3.38
1380,3.12
1381,3.58
1382,3.66
1383,3.68
1384,3.32
1385,3.52
1386,3.3
1387,3.26
1388,3.82
1389,3.74
1390,3.6
1391,3.34
1392,3.64
1393,3.56
1394,3.58
1395,3.68
1396,3.44
1397,3.54
1398,3.42
1399,3.16
1400,3.44
1401,3.26
1402,3.6
1403,3.38
1404,3.26
1405,3.38
1406,3.72
1407,3.3
1408,3.48
1409,3.74
1410,3.58
1411,3.46
1412,3.34
1413,3.62
1414,3.5
1415,3.58
1416,3.34
1417,3.6
1418,3.52
1419,3.52
1420,3.34
1421,3.88
1422,3.56
1423,3.64
1424,3.5
1425,3.62
1426,3.68
1427,3.74
1428,3.04
1429,3.48
1430,3.18
1431,3.58
1432,3.3
1433,3.36
1434,3.72
1435,3.28
1436,3.66
1437,3.78
1438,3.32
1439,3.9
1440,3.56
1441,3.42
1442,3.34
1443,3.32
1444,3.54
1445,3.12
1446,3.5
1447,3.22
1448,3.56
1449,3.26
1450,3.58
1451,3.72
1452,3.68
1453,3.92
1454,3.54
1455,3.6
1456,3.3
1457,3.6
1458,3.4
1459,3.14
1460,3.62
1461,3.54
1462,3.5
1463,3.78
1464,3.58
1465,3.64
1466,3.82
1467,3.02
1468,3.48
1469,3.68
1470,3.74
1471,3.32
1472,3.2
1473,3.44
1474,3.26
1475,3.48
1476,3.34
1477,3.8
1478,3.54
1479,3.46
1480,3.72
1481,3.5
1482,3.88
1483,3.9
1484,3.38
1485,3.2
1486,3.5
1487,3.98
1488,3.76
1489,3.42
1490,3.06
1491,3.44
1492,3.72
1493,3.64
1494,3.7
1495,3.92
1496,3.58
1497,3.58
1498,3.3
1499,3.52
1500,3.48
1501,3.48
1502,3.96
1503,3.26
1504,3.32
1505,3.44
1506,3.66
1507,3.76
1508,3.58
1509,3.66
1510,3.4
1511,3.6
1512,3.28
1513,3.28
1514,3.4
1515,3.4
1516,3.26
1517,3.66
1518,3.76
1519,3.68
1520,3.64
1521,3.14
1522,3.66
1523,3.58
1524,3.38
1525,3.28
1526,3.18
1527,3.62
1528,3.84
1529,3.4
1530,3.78
1531,3.54
1532,3.54
1533,3.52
1534,3.32
1535,4.0
1536,3.94
1537,3.32
1538,3.76
1539,3.44
1540,3.38
1541,3.44
1542,3.18
1543,3.8
1544,3.28
1545,3.58
1546,3.52
1547,3.68
1548,3.46
1549,3.34
1550,3.78
1551,3.36
1552,3.56
1553,3.42
1554,3.26
1555,3.44
1556,3.56
1557,3.54
1558,3.38
1559,2.96
1560,3.0
1561,3.22
1562,3.18
1563,3.44
1564,3.72
1565,3.68
1566,3.34
1567,3.44
1568,3.78
1569,3.32
1570,3.74
1571,3.12
1572,3.2
1573,3.4
1574,3.18
1575,3.72
1576,3.4
1577,3.66
1578,3.8
1579,3.28
1580,3.54
1581,3.78
1582,3.8
1583,3.8
1584,3.46
1585,3.64
1586,3.08
1587,3.44
1588,3.52
1589,3.68
1590,3.54
1591,3.24
1592,3.08
1593,3.68
1594,3.24
1595,3.54
1596,3.18
1597,3.9
1598,3.46
1599,3.2
1600,3.42
1601,3.72
1602,3.52
1603,3.5
1604,3.62
1605,3.34
1606,4.18
1607,3.64
1608,3.76
1609,3.28
1610,3.46
1611,3.32
1612,3.68
1613,3.56
1614,3.56
1615,3.36
1616,3.46
1617,3.48
1618,3.42
1619,3.68
1620,3.16
1621,3.82
1622,3.34
1623,3.08
1624,3.84
1625,3.96
1626,3.78
1627,3.98
1628,3.28
1629,3.66
1630,3.4
1631,3.34
1632,3.3
1633,3.84
1634,3.56
1635,3.72
1636,3.52
1637,3.0
1638,3.32
1639,3.74
1640,3.5
1641,3.34
1642,3.4
1643,3.54
1644,3.66
1645,3.26
1646,3.64
1647,3.68
1648,3.2
1649,3.68
1650,3.36
1651,3.64
1652,3.12
1653,3.16
1654,3.64
1655,3.34
1656,3.18
1657,3.16
1658,3.22
1659,3.4
1660,3.4
1661,3.58
1662,3.62
1663,3.28
1664,3.02
1665,3.22
1666,3.42
1667,3.68
1668,3.54
1669,3.9
1670,3.32
1671,3.44
1672,3.42
1673,3.46
1674,3.18
1675,3.32
1676,3.36
1677,3.34
1678,3.48
1679,3.28
1680,3.68
1681,3.04
1682,3.38
1683,3.66
1684,3.68
1685,3.46
1686,3.42
1687,4.24
1688,3.28
1689,3.58
1690,3.1
1691,3.84
1692,3.46
1693,3.92
1694,3.6
1695,3.56
1696,3.86
1697,3.62
1698,3.3
1699,3.64
1700,3.0
1701,3.64
1702,3.22
1703,3.98
1704,3.46
1705,3.68
1706,3.4
1707,3.48
1708,3.58
1709,3.5
1710,3.36
1711,3.08
1712,3.4
1713,3.74
1714,3.26
1715,3.42
1716,3.04
1717,3.64
1718,3.18
1719,3.24
1720,3.38
1721,3.06
1722,3.4
1723,4.04
1724,3.52
1725,4.02
1726,3.44
1727,3.16
1728,3.9
1729,4.16
1730,3.72
1731,3.48
1732,3.52
1733,3.58
1734,3.32
1735,3.16
1736,3.48
1737,3.52
1738,3.32
1739,3.3
1740,3.28
1741,3.74
1742,3.58
1743,3.38
1744,3.18
1745,3.54
1746,3.82
1747,3.62
1748,3.94
1749,3.38
1750,3.0
1751,3.82
1752,3.68
1753,3.38
1754,3.82
1755,3.46
1756,3.36
1757,3.92
1758,3.84
1759,3.5
1760,3.72
1761,3.46
1762,3.4
1763,3.5
1764,3.58
1765,3.62
1766,3.54
1767,3.4
1768,3.44
1769,3.46
1770,3.52
1771,3.44
1772,3.62
1773,3.52
1774,3.42
1775,3.2
1776,3.38
1777,3.54
1778,3.92
1779,3.52
1780,3.46
1781,3.22
1782,3.14
1783,3.48
1784,3.46
1785,3.5
1786,3.5
1787,3.32
1788,3.34
1789,3.12
1790,3.36
1791,3.02
1792,3.22
1793,3.62
1794,3.88
1795,2.84
1796,3.22
1797,3.66
1798,3.7
1799,3.56
1800,3.48
1801,3.36
1802,3.88
1803,3.56
1804,3.7
1805,3.28
1806,3.7
1807,3.76
1808,3.56
1809,3.82
1810,3.52
1811,3.78
1812,3.36
1813,3.22
1814,3.64
1815,3.48
1816,3.34
1817,3.6
1818,3.12
1819,3.12
1820,3.72
1821,3.52
1822,3.5
1823,3.74
1824,3.16
1825,3.28
1826,3.4
1827,3.68
1828,3.6
1829,3.64
1830,3.56
1831,3.88
1832,3.4
1833,3.28
1834,3.62
1835,3.22
1836,3.7
1837,3.56
1838,3.62
1839,3.52
1840,3.38
1841,3.48
1842,3.56
1843,3.64
1844,3.24
1845,3.86
1846,3.0
1847,3.94
1848,3.98
1849,3.66
1850,3.72
1851,3.52
1852,3.12
1853,3.66
1854,3.68
1855,3.64
1856,3.62
1857,3.42
1858,3.4
1859,3.46
1860,3.12
1861,3.2
1862,3.44
1863,3.58
1864,3.2
1865,3.6
1866,3.44
1867,3.46
1868,3.14
1869,3.24
1870,3.88
1871,3.68
1872,3.82
1873,3.4
1874,3.74
1875,3.32
1876,3.86
1877,3.44
1878,3.72
1879,3.26
1880,3.24
1881,3.72
1882,3.14
1883,3.54
1884,3.48
1885,3.54
1886,3.78
1887,3.64
1888,3.62
1889,3.7
1890,3.64
1891,3.28
1892,3.02
1893,3.24
1894,3.46
1895,3.58
1896,3.42
1897,3.56
1898,3.56
1899,3.38
1900,3.36
1901,3.64
1902,2.9
1903,3.48
1904,3.16
1905,3.4
1906,3.48
1907,3.4
1908,3.52
1909,3.7
1910,3.42
1911,3.4
1912,3.72
1913,3.66
1914,3.78
1915,3.38
1916,3.34
1917,3.38
1918,3.8
1919,3.42
1920,3.6
1921,3.86
1922,3.6
1923,4.04
1924,3.46
1925,3.78
1926,3.52
1927,3.78
1928,3.76
1929,3.46
1930,3.22
1931,3.46
1932,3.5
1933,3.44
1934,3.56
1935,3.94
1936,3.5
1937,3.28
1938,3.36
1939,3.54
1940,3.6
1941,3.34
1942,3.46
1943,3.6
1944,3.44
1945,3.5
1946,3.32
1947,3.56
1948,3.36
1949,3.48
1950,3.46
1951,3.98
1952,3.78
1953,3.84
1954,2.84
1955,3.56
1956,3.24
1957,3.66
1958,3.44
1959,3.4
1960,3.46
1961,3.9
1962,3.46
1963,3.48
1964,3.5
1965,3.5
1966,3.52
1967,3.56
1968,3.7
1969,3.52
1970,3.14
1971,3.34
1972,3.82
1973,3.66
1974,3.66
1975,3.82
1976,3.54
1977,3.64
1978,3.1
1979,3.86
1980,3.44
1981,3.4
1982,3.44
1983,3.5
1984,3.28
1985,3.22
1986,3.6
1987,3.68
1988,3.48
1989,3.68
1990,3.46
1991,3.3
1992,3.62
1993,3.8
1994,3.62
1995,3.3
1996,3.5
1997,3.78
1998,3.7
1999,3.56
2000,3.1
2001,3.82
2002,3.84
2003,3.76
2004,3.36
2005,3.7
2006,3.64
2007,3.1
2008,3.66
2009,3.68
2010,3.52
2011,3.82
2012,3.66
2013,3.48
2014,3.48
2015,3.48
2016,3.58
2017,3.52
2018,3.42
2019,3.52
2020,3.64
2021,3.98
2022,2.92
2023,3.82
2024,3.54
2025,3.44
2026,3.54
2027,3.9
2028,3.34
2029,3.46
2030,3.8
2031,3.54
2032,3.68
2033,3.58
2034,3.78
2035,3.62
2036,3.16
2037,3.5
2038,3.58
2039,3.24
2040,3.44
2041,3.46
2042,3.28
2043,3.44
2044,3.48
2045,3.24
2046,3.64
2047,3.82
2048,3.14
2049,3.4
2050,3.4
2051,3.72
2052,3.66
2053,3.58
2054,3.64
2055,3.9
2056,3.26
2057,3.44
2058,3.62
2059,3.72
2060,3.54
2061,3.2
2062,3.56
2063,3.46
2064,3.62
2065,3.74
2066,3.46
2067,3.94
2068,3.74
2069,3.38
2070,3.34
2071,3.64
2072,3.18
2073,3.54
2074,3.6
2075,3.32
2076,3.38
2077,3.58
2078,3.36
2079,3.86
2080,3.46
2081,3.4
2082,3.06
2083,3.92
2084,3.46
2085,3.96
2086,3.26
2087,3.76
2088,3.34
2089,3.54
2090,3.56
2091,3.74
2092,3.8
2093,3.52
2094,3.7
2095,2.96
2096,3.94
2097,3.22
2098,3.48
2099,3.24
2100,3.16
2101,3.28
2102,3.2
2103,3.62
2104,3.16
2105,3.16
2106,3.78
2107,3.46
2108,3.52
2109,3.52
2110,3.0
2111,3.52
2112,3.76
2113,3.86
2114,3.84
2115,3.42
2116,3.32
2117,3.52
2118,3.44
2119,3.76
2120,3.24
2121,3.76
2122,3.08
2123,3.98
2124,3.6
2125,3.86
2126,3.38
2127,3.46
2128,3.66
2129,3.28
2130,3.32
2131,3.46
2132,3.0
2133,3.54
2134,3.3
2135,3.04
2136,3.44
2137,3.28
2138,3.76
2139,3.56
