"lower","upper","cover","simulation"
3.08336151355052,4.38330515311615,TRUE,143
2.495437056166,3.63789627716733,TRUE,144
2.78181466261492,4.28485200405174,TRUE,145
2.82123484767356,4.2454318189931,TRUE,146
3.07444152482664,4.19222514184003,TRUE,147
2.91367896806308,4.08632103193692,TRUE,148
3.15676559702726,4.37656773630607,TRUE,149
2.67741538482149,3.72258461517851,TRUE,150
3.20030110158479,4.39969889841521,TRUE,151
3.32303808356875,4.41029524976459,TRUE,152
2.32292482352087,3.7437418431458,TRUE,153
2.7421347922424,4.12453187442427,TRUE,154
2.66584416475039,4.00082250191628,TRUE,155
2.42123484767356,3.84543181899311,TRUE,156
2.70288766487646,3.96377900179021,TRUE,157
2.71263901286697,4.02069432046636,TRUE,158
3.23327720239892,4.36672279760108,TRUE,159
2.68781512243929,3.97885154422737,TRUE,160
2.68643110736019,3.91356889263981,TRUE,161
2.67540760537336,4.12459239462664,TRUE,162
2.7427370772937,3.99059625603963,TRUE,163
3.37787560914253,4.42212439085747,TRUE,164
3.18915885260034,4.344174480733,TRUE,165
3.14119777498052,4.39213555835281,TRUE,166
2.79075622236062,4.00924377763938,TRUE,167
2.97790704259215,4.35542629074118,TRUE,168
2.83492116284334,4.29841217049,TRUE,169
2.85138576074002,4.14861423925998,TRUE,170
3.36210372283267,4.504562943834,TRUE,171
2.88880233504956,4.31119766495044,TRUE,172
2.53052694280801,3.80280639052532,TRUE,173
2.90562829357543,4.0277050397579,TRUE,174
2.29712293178693,3.43621040154641,FALSE,175
3.04039796429001,4.42626870237666,TRUE,176
2.69907194973149,3.76759471693517,TRUE,177
2.74784800863194,4.18548532470139,TRUE,178
3.12146462420345,4.34520204246321,TRUE,179
2.5923366239271,3.8076633760729,TRUE,180
3.61669484688385,4.91663848644948,FALSE,181
2.01491030515605,3.18508969484395,FALSE,182
2.54714898889843,3.71951767776823,TRUE,183
2.70938137220949,4.09061862779051,TRUE,184
3.17490962640088,4.49175704026579,TRUE,185
3.00174474702495,4.26492191964171,TRUE,186
2.50824295973421,3.82509037359912,TRUE,187
2.79075622236062,4.00924377763938,TRUE,188
2.47018012007141,3.79648654659526,TRUE,189
2.83136713420967,4.03529953245699,TRUE,190
2.20417955157514,3.59582044842486,TRUE,191
2.53926794565449,3.86073205434552,TRUE,192
2.67864438855423,3.92135561144577,TRUE,193
2.64842741362549,3.95157258637451,TRUE,194
2.82951624855593,4.17048375144407,TRUE,195
2.66584416475039,4.00082250191628,TRUE,196
2.08336151355052,3.38330515311615,FALSE,197
3.1537478972045,4.31291876946217,TRUE,198
2.66335660248852,3.93664339751148,TRUE,199
2.99917749808372,4.33415583524961,TRUE,200
3.04108965315859,4.35891034684141,TRUE,201
2.63383271242535,3.96616728757465,TRUE,202
2.75049126742128,3.98284206591205,TRUE,203
2.53813047963281,3.79520285370052,TRUE,204
2.6515901192891,4.01507654737757,TRUE,205
3.31365654090669,4.55301012575997,TRUE,206
3.17512041101978,4.55821292231355,TRUE,207
3.28048232223177,4.45285101110156,TRUE,208
2.50748020762404,3.75918645904263,TRUE,209
2.56332781572432,3.90333885094235,TRUE,210
2.76820247033365,4.16513086299969,TRUE,211
2.80142108506617,4.19857891493383,TRUE,212
3.06873165846967,4.397935008197,TRUE,213
2.31263901286697,3.62069432046636,TRUE,214
3.00674966424579,4.19325033575421,TRUE,215
2.84401490776794,4.15598509223206,TRUE,216
2.61252135697588,3.98747864302412,TRUE,217
3.61995134786536,4.71338198546798,FALSE,218
2.493796844509,3.83953648882433,TRUE,219
3.13203079599464,4.46796920400536,TRUE,220
2.53926794565449,3.86073205434552,TRUE,221
3.06750249764751,4.26583083568582,TRUE,222
3.10230880356539,4.29769119643461,TRUE,223
3.06153619424185,4.40513047242481,TRUE,224
2.81136244075667,3.85530422591,TRUE,225
2.66829454593621,3.73170545406379,TRUE,226
2.7705427300757,4.09612393659097,TRUE,227
2.64842741362549,3.95157258637451,TRUE,228
2.67095405117348,3.92904594882652,TRUE,229
2.99862217158229,4.06804449508437,TRUE,230
2.67095405117348,3.92904594882652,TRUE,231
3.04010543721798,4.15989456278202,TRUE,232
2.99075622236062,4.20924377763938,TRUE,233
3.20479714629948,4.46186952036719,TRUE,234
3.06590398665149,4.20076268001518,TRUE,235
3.16135237968601,4.57198095364733,TRUE,236
2.44698987424003,3.68634345909331,TRUE,237
2.59486952757519,3.93846380575815,TRUE,238
3.33491620561347,4.66508379438653,TRUE,239
3.24854360036014,4.4847897329732,TRUE,240
2.76630002625815,3.96703330707518,TRUE,241
2.72157318086877,4.21176015246456,TRUE,242
2.65078649048947,4.21588017617719,TRUE,243
3.10050974319332,4.23282359014001,TRUE,244
2.76752390545412,4.03247609454588,TRUE,245
2.78778899186411,4.21221100813589,TRUE,246
3.3871668208195,4.4128331791805,TRUE,247
3.49229967222036,4.77436699444631,TRUE,248
3.14119777498052,4.39213555835281,TRUE,249
3.15456818100689,4.57876515232644,TRUE,250
3.69907194973149,4.76759471693517,FALSE,251
3.17490962640088,4.49175704026579,TRUE,252
2.91117038604662,4.22216294728671,TRUE,253
3.37199515827111,4.69467150839556,TRUE,254
2.98669884455716,4.27996782210951,TRUE,255
1.9152102670268,3.15145639963986,FALSE,256
3.13203079599464,4.46796920400536,TRUE,257
2.64108965315859,3.95891034684141,TRUE,258
3.54582713139918,4.78750620193416,FALSE,259
3.21112404121913,4.58887595878087,TRUE,260
2.69559520957687,4.10440479042313,TRUE,261
2.8549058551675,4.27842747816583,TRUE,262
2.6943179248522,3.9056820751478,TRUE,263
2.7705427300757,4.09612393659097,TRUE,264
3.30532849160444,4.62800484172889,TRUE,265
3.14893264250482,4.38440069082852,TRUE,266
3.09666114905765,4.43667218427568,TRUE,267
2.48258531648043,4.0507480168529,TRUE,268
3.25435766292254,4.54564233707746,TRUE,269
2.65584875576084,3.94415124423916,TRUE,270
2.57671290857252,3.82328709142748,TRUE,271
2.56519461513023,4.03480538486977,TRUE,272
2.51252656868337,3.62080676464996,TRUE,273
3.31365654090669,4.55301012575997,TRUE,274
2.43166166921233,3.701671664121,TRUE,275
3.5152102670268,4.75145639963987,FALSE,276
3.08311152010163,4.18355514656503,TRUE,277
2.36476456973864,3.70190209692803,TRUE,278
2.75049126742128,3.98284206591205,TRUE,279
3.1537478972045,4.31291876946217,TRUE,280
2.67884416996162,3.85448916337171,TRUE,281
2.88957360634448,4.11042639365552,TRUE,282
2.53203079599464,3.86796920400536,TRUE,283
2.63327720239892,3.76672279760108,TRUE,284
2.90387606340903,4.2294572699243,TRUE,285
3.40417955157514,4.79582044842486,TRUE,286
2.85138576074002,4.14861423925998,TRUE,287
2.64698987424003,3.88634345909331,TRUE,288
3.04108965315859,4.35891034684141,TRUE,289
2.94352740320932,4.32313926345734,TRUE,290
2.80351345340474,4.12981987992859,TRUE,291
3.28336151355052,4.58330515311615,TRUE,292
2.53052694280801,3.80280639052532,TRUE,293
2.69094468129513,4.0423886520382,TRUE,294
3.24428521211441,4.42238145455225,TRUE,295
2.90245423167283,4.29754576832717,TRUE,296
3.59417590744716,4.73915742588618,FALSE,297
2.52487122164771,3.87512877835229,TRUE,298
2.77441296881094,4.22558703118906,TRUE,299
2.88048232223177,4.05285101110157,TRUE,300
3.24737166107219,4.61929500559448,TRUE,301
2.88484265141122,4.18182401525544,TRUE,302
2.97790704259215,4.35542629074118,TRUE,303
2.50748020762404,3.75918645904263,TRUE,304
3.07600588344881,4.39066078321786,TRUE,305
2.88174730738056,4.11825269261944,TRUE,306
3.2694272383721,4.5305727616279,TRUE,307
2.82238324193507,4.17761675806493,TRUE,308
2.68386639471714,4.04946693861619,TRUE,309
2.70532849160444,4.02800484172889,TRUE,310
3.16904611246143,4.43095388753857,TRUE,311
2.52527403165708,3.67472596834292,TRUE,312
3.08643110736019,4.31356889263981,TRUE,313
3.09015570956796,4.50984429043204,TRUE,314
2.73781418800187,4.06218581199813,TRUE,315
3.45479795753679,4.67853537579655,TRUE,316
3.47444152482664,4.59222514184003,TRUE,317
3.16470046754301,4.36863286579033,TRUE,318
2.73416916431418,3.93249750235249,TRUE,319
3.20837278722112,4.39162721277888,TRUE,320
2.4927323669688,3.7072676330312,TRUE,321
2.58447519263622,3.81552480736378,TRUE,322
2.24182554746666,3.35817445253334,FALSE,323
3.04920313963025,4.21746352703641,TRUE,324
2.0943179248522,3.3056820751478,FALSE,325
3.0943179248522,4.3056820751478,TRUE,326
3.02864021679492,4.30469311653841,TRUE,327
3.23327720239892,4.36672279760108,TRUE,328
3.11117038604662,4.42216294728671,TRUE,329
2.41715793408795,3.64950873257872,TRUE,330
3.28486587804998,4.51513412195002,TRUE,331
3.63383271242535,4.96616728757465,FALSE,332
3.28386639471714,4.64946693861619,TRUE,333
2.74912619119995,4.11754047546671,TRUE,334
2.93059275513965,4.26940724486035,TRUE,335
2.84755924277659,4.01910742389007,TRUE,336
1.94102418679918,2.99230914653416,FALSE,337
2.70938137220949,4.09061862779051,TRUE,338
2.67686073654266,4.05647259679068,TRUE,339
3.72694962113639,4.87305037886361,FALSE,340
2.69094468129513,4.0423886520382,TRUE,341
2.69530688346159,3.97135978320508,TRUE,342
2.06750249764751,3.26583083568582,FALSE,343
2.9152102670268,4.15145639963986,TRUE,344
2.88952310471955,4.24381022861378,TRUE,345
3.03622099820979,4.29711233512354,TRUE,346
3.38669884455716,4.67996782210951,TRUE,347
2.72003217789049,4.01330115544284,TRUE,348
3.07600588344881,4.39066078321786,TRUE,349
2.90938137220949,4.29061862779051,TRUE,350
2.63383271242535,3.96616728757465,TRUE,351
2.41813925415349,3.78186074584651,TRUE,352
2.8433159103127,3.89001742302063,TRUE,353
2.83136713420967,4.03529953245699,TRUE,354
3.03383271242535,4.36616728757465,TRUE,355
2.26430124154635,3.46903209178698,FALSE,356
2.80351345340474,4.12981987992859,TRUE,357
2.81644485343497,3.91688847989837,TRUE,358
2.53521340590959,3.93145326075708,TRUE,359
2.59732933281799,4.06933733384868,TRUE,360
2.16764738056688,3.49901928609979,FALSE,361
2.94511524696957,4.25488475303043,TRUE,362
2.38253647296359,3.55079686036975,TRUE,363
2.93066266615132,4.40267066718201,TRUE,364
3.37210159718624,4.62789840281376,TRUE,365
2.99201282947647,4.34132050385687,TRUE,366
2.37044798283763,3.82955201716237,TRUE,367
3.13926794565448,4.46073205434551,TRUE,368
3.32303808356875,4.41029524976459,TRUE,369
3.00174474702495,4.26492191964171,TRUE,370
2.57783705271329,3.88882961395338,TRUE,371
2.78521346475437,4.08145320191229,TRUE,372
2.47965442711755,3.85367890621578,TRUE,373
2.55362040520571,3.77971292812762,TRUE,374
2.92303808356875,4.01029524976459,TRUE,375
2.60786444164719,3.85880222501948,TRUE,376
2.75479897382689,4.24520102617311,TRUE,377
2.72157252183417,4.1450941448325,TRUE,378
2.73059275513965,4.06940724486035,TRUE,379
3.08336151355052,4.38330515311615,TRUE,380
2.75618977138622,4.11047689528045,TRUE,381
3.18793876209795,4.27872790456872,TRUE,382
3.5722949602421,4.69437170642457,FALSE,383
2.73507808035829,3.99825525297505,TRUE,384
2.89984446616991,4.16682220049676,TRUE,385
3.0195509756386,4.3804490243614,TRUE,386
2.84178707768645,4.22487958898022,TRUE,387
3.18915885260034,4.344174480733,TRUE,388
3.12563717899165,4.54102948767501,TRUE,389
2.6495221479859,4.08381118534743,TRUE,390
2.97517202342396,4.22482797657604,TRUE,391
2.73781418800187,4.06218581199813,TRUE,392
2.58447519263622,3.81552480736378,TRUE,393
2.60933921678214,3.92399411655119,TRUE,394
2.61655613034277,3.78344386965723,TRUE,395
3.28661801453202,4.38004865213464,TRUE,396
2.67072094976583,3.86261238356751,TRUE,397
2.51252656868337,3.62080676464996,TRUE,398
2.73781418800187,4.06218581199813,TRUE,399
2.76332781572432,4.10333885094235,TRUE,400
3.14893264250482,4.38440069082852,TRUE,401
3.07600588344881,4.39066078321786,TRUE,402
2.75249862556762,4.04750137443238,TRUE,403
2.68708123053783,3.8462521027955,TRUE,404
2.63075106806109,4.03591559860558,TRUE,405
2.49229967222036,3.7743669944463,TRUE,406
2.54912619119995,3.91754047546672,TRUE,407
2.63940800551217,3.8272586611545,TRUE,408
2.85138576074002,4.14861423925998,TRUE,409
2.9152102670268,4.15145639963986,TRUE,410
3.098328335879,4.36833833078767,TRUE,411
2.40933921678214,3.72399411655119,TRUE,412
3.22968343059302,4.70364990274031,TRUE,413
2.95249862556762,4.24750137443238,TRUE,414
3.18374995565384,4.61625004434616,TRUE,415
2.48668886744791,3.84664446588543,TRUE,416
2.44698987424003,3.68634345909331,TRUE,417
3.04842741362549,4.35157258637451,TRUE,418
2.6169187646181,3.64974790204857,TRUE,419
2.82238324193507,4.17761675806493,TRUE,420
2.69809790307197,4.03523543026136,TRUE,421
3.32146462420345,4.54520204246321,TRUE,422
2.77783705271329,4.08882961395338,TRUE,423
2.50383414552338,3.89616585447662,TRUE,424
2.8549058551675,4.27842747816583,TRUE,425
2.23963188512266,3.56036811487734,TRUE,426
2.6943179248522,3.9056820751478,TRUE,427
2.59486952757519,3.93846380575815,TRUE,428
2.51077515491731,3.88922484508269,TRUE,429
2.98089257610993,4.15244075722341,TRUE,430
4.05071782590012,5.08261550743321,FALSE,431
2.86169330339253,4.2716400299408,TRUE,432
3.95964793237627,4.97368540095706,FALSE,433
3.58447519263622,4.81552480736378,FALSE,434
3.42501095763496,4.6416557090317,TRUE,435
3.18915885260034,4.344174480733,TRUE,436
2.77512041101978,4.15821292231355,TRUE,437
3.20030110158479,4.39969889841521,TRUE,438
2.98915885260034,4.144174480733,TRUE,439
3.1537478972045,4.31291876946217,TRUE,440
2.26992551595562,3.66340781737772,TRUE,441
2.90938137220949,4.29061862779051,TRUE,442
2.5599903295851,3.97334300374823,TRUE,443
3.20837278722112,4.39162721277888,TRUE,444
2.9722949602421,4.09437170642457,TRUE,445
3.01252135697588,4.38747864302412,TRUE,446
2.67072094976583,3.86261238356751,TRUE,447
3.18089257610993,4.35244075722341,TRUE,448
3.12694962113639,4.27305037886361,TRUE,449
3.16135237968601,4.57198095364733,TRUE,450
2.7421347922424,4.12453187442427,TRUE,451
3.26430124154635,4.46903209178698,TRUE,452
2.88874273066759,4.04459060266575,TRUE,453
3.1923366239271,4.4076633760729,TRUE,454
2.88957360634448,4.11042639365552,TRUE,455
2.91426459731776,4.01906873601557,TRUE,456
2.34221055779488,3.32445610887179,FALSE,457
2.92292482352087,4.3437418431458,TRUE,458
3.0943179248522,4.3056820751478,TRUE,459
2.83940800551217,4.0272586611545,TRUE,460
2.84010543721798,3.95989456278202,TRUE,461
2.36210372283267,3.504562943834,TRUE,462
2.78253647296359,3.95079686036975,TRUE,463
2.93355739937784,4.1997759339555,TRUE,464
2.86648908928386,3.93351091071614,TRUE,465
3.33507808035829,4.59825525297505,TRUE,466
2.59486952757519,3.93846380575815,TRUE,467
3.25435766292254,4.54564233707746,TRUE,468
2.88048232223177,4.05285101110157,TRUE,469
2.95996717269197,4.24003282730803,TRUE,470
2.82801904635267,4.23864762031399,TRUE,471
3.0234804777148,4.10985285561854,TRUE,472
2.93355739937784,4.1997759339555,TRUE,473
2.52487122164771,3.87512877835229,TRUE,474
3.06169330339253,4.4716400299408,TRUE,475
3.01374265083041,4.31959068250293,TRUE,476
2.43927895804299,3.69405437529035,TRUE,477
3.17671290857252,4.42328709142748,TRUE,478
2.73781418800187,4.06218581199813,TRUE,479
2.16820247033365,3.56513086299969,TRUE,480
2.95053306138381,4.31613360528286,TRUE,481
3.31365654090669,4.55301012575997,TRUE,482
3.18793876209795,4.27872790456872,TRUE,483
2.98492345262243,4.3484098807109,TRUE,484
2.88136662625041,3.98530004041625,TRUE,485
2.87018012007141,4.19648654659526,TRUE,486
2.63940800551217,3.8272586611545,TRUE,487
2.30660221157318,3.69339778842682,TRUE,488
3.14893264250482,4.38440069082852,TRUE,489
3.0195509756386,4.3804490243614,TRUE,490
2.84081354095737,4.09251979237596,TRUE,491
3.23317779950324,4.50015553383009,TRUE,492
2.34953521706723,3.65046478293277,TRUE,493
2.66584416475039,4.00082250191628,TRUE,494
2.74398316842391,3.85601683157609,TRUE,495
2.73016016300326,3.80317317033007,TRUE,496
3.36630002625815,4.56703330707518,TRUE,497
2.77056002472782,3.82943997527218,TRUE,498
2.64842741362549,3.95157258637451,TRUE,499
2.4774704098503,3.78919625681636,TRUE,500
2.56904611246143,3.83095388753857,TRUE,501
2.33659218262228,3.73007448404438,TRUE,502
2.59486952757519,3.93846380575815,TRUE,503
2.70288766487646,3.96377900179021,TRUE,504
2.83136713420967,4.03529953245699,TRUE,505
2.42413467785064,3.7091986554827,TRUE,506
2.41163246609237,3.58836753390763,TRUE,507
3.35696934445092,4.64303065554908,TRUE,508
2.92344839861882,4.27655160138118,TRUE,509
2.83317779950324,4.10015553383009,TRUE,510
2.82951624855593,4.17048375144407,TRUE,511
3.19730368842147,4.60269631157853,TRUE,512
2.86854673924292,4.26478659409041,TRUE,513
3.2908013445173,4.57586532214936,TRUE,514
2.99417752117567,4.272489145491,TRUE,515
2.72694962113639,3.87305037886361,TRUE,516
3.30951548985766,4.757151176809,TRUE,517
2.79267480167477,4.0739918649919,TRUE,518
2.27233671157398,3.46099662175935,FALSE,519
2.33195550491563,3.40137782841771,FALSE,520
3.02114845577263,4.31218487756071,TRUE,521
3.33370155498377,4.46629844501623,TRUE,522
2.35049126742128,3.58284206591205,TRUE,523
2.47164345044691,3.46168988288643,FALSE,524
2.3877503198673,3.74558301346604,TRUE,525
2.47709872544108,3.72290127455892,TRUE,526
2.33659218262228,3.73007448404438,TRUE,527
3.50070210390206,4.69929789609794,FALSE,528
2.79869976656217,4.00130023343783,TRUE,529
3.31696831256988,4.48303168743012,TRUE,530
2.75049126742128,3.98284206591205,TRUE,531
3.1727413388455,4.36059199448783,TRUE,532
2.78210825875736,4.15122507457597,TRUE,533
2.64284882319099,4.09048451014234,TRUE,534
2.77783705271329,4.08882961395338,TRUE,535
3.29809790307197,4.63523543026136,TRUE,536
2.54582713139918,3.78750620193416,TRUE,537
2.80786444164719,4.05880222501948,TRUE,538
2.34218509921431,3.65781490078569,TRUE,539
2.59867346810912,4.00132653189088,TRUE,540
3.28048232223177,4.45285101110156,TRUE,541
3.21249379806584,4.45417286860082,TRUE,542
3.10387606340903,4.4294572699243,TRUE,543
2.13935795397885,3.52730871268781,TRUE,544
2.28386639471714,3.64946693861619,TRUE,545
3.32292482352087,4.7437418431458,TRUE,546
2.47164345044691,3.46168988288643,FALSE,547
3.25435766292254,4.54564233707746,TRUE,548
2.78823984753544,4.27842681913123,TRUE,549
3.10594562470965,4.36072104195701,TRUE,550
2.56147136472987,3.83852863527013,TRUE,551
2.8083378783465,4.1916621216535,TRUE,552
2.78253647296359,3.95079686036975,TRUE,553
3.01491030515605,4.18508969484395,TRUE,554
3.38669884455716,4.67996782210951,TRUE,555
2.42501095763496,3.6416557090317,TRUE,556
3.02837980356699,4.50495352976634,TRUE,557
3.20351345340474,4.52981987992859,TRUE,558
2.44102927876718,3.62563738789948,TRUE,559
2.73781418800187,4.06218581199813,TRUE,560
3.32527403165708,4.47472596834292,TRUE,561
2.37210159718624,3.62789840281376,TRUE,562
2.43239079020242,3.76760920979758,TRUE,563
2.87401884869344,4.12598115130656,TRUE,564
3.16820247033365,4.56513086299969,TRUE,565
3.04875966078944,4.15124033921056,TRUE,566
3.24737166107219,4.61929500559448,TRUE,567
3.17512041101978,4.55821292231355,TRUE,568
2.6495221479859,4.08381118534743,TRUE,569
2.74784800863194,4.18548532470139,TRUE,570
2.38760765473737,3.61239234526263,TRUE,571
3.09666114905765,4.43667218427568,TRUE,572
2.73416916431418,3.93249750235249,TRUE,573
2.4919203358018,3.57474633086486,TRUE,574
2.90748020762404,4.15918645904263,TRUE,575
2.17972057742373,3.22027942257627,FALSE,576
2.88484265141122,4.18182401525544,TRUE,577
2.6943179248522,3.9056820751478,TRUE,578
3.20479714629948,4.46186952036719,TRUE,579
3.09666114905765,4.43667218427568,TRUE,580
3.00556289379513,4.39443710620487,TRUE,581
2.99075622236062,4.20924377763938,TRUE,582
3.04920313963025,4.21746352703641,TRUE,583
3.01374265083041,4.31959068250293,TRUE,584
3.61122661619144,4.72210671714189,FALSE,585
2.70938137220949,4.09061862779051,TRUE,586
3.2694272383721,4.5305727616279,TRUE,587
2.94352740320932,4.32313926345734,TRUE,588
2.84401490776794,4.15598509223206,TRUE,589
2.65867949614313,4.00798717052353,TRUE,590
2.8558348433133,4.21083182335336,TRUE,591
2.52487122164771,3.87512877835229,TRUE,592
2.67864438855423,3.92135561144577,TRUE,593
3.12937364316158,4.33729302350509,TRUE,594
2.53203079599464,3.86796920400536,TRUE,595
2.90938137220949,4.29061862779051,TRUE,596
2.727510854509,4.00582247882433,TRUE,597
2.44528176925855,3.55471823074145,TRUE,598
3.04842741362549,4.35157258637451,TRUE,599
2.45479795753679,3.67853537579655,TRUE,600
3.18967988765712,4.47698677900955,TRUE,601
2.68880233504956,4.11119766495044,TRUE,602
3.07864438855423,4.32135561144577,TRUE,603
2.76820247033365,4.16513086299969,TRUE,604
2.87546812557573,4.2578652077576,TRUE,605
3.37058360383287,4.49608306283379,TRUE,606
2.78106987128801,4.21893012871199,TRUE,607
2.73059275513965,4.06940724486035,TRUE,608
